Transaction_ID,Customer_ID,Transaction_Date,Amount_Spent,Discount_Percentage,Quantity_Purchased,Shipping_Cost,Delivery_Date,Return_Date
2653,243,2025-03-27,479.47,6.43,3,10.25,2025-03-30,
2654,439,2026-05-17,1033.78,11.25,7,28.46,2026-05-25,
2655,284,2026-06-10,195.71,-2.52,5,31.29,2026-06-15,2026-06-29 00:00:00
2656,512,2025-06-11,1498.98,11.84,4,25.87,2025-06-18,
2657,234,2025-01-30,645.89,-9.41,3,33.56,2025-02-05,
2658,166,2026-06-12,74.89,-12.84,12,31.39,2026-06-15,
2659,267,2026-02-04,1138.01,-12.92,1,14.53,2026-02-12,2026-02-23 00:00:00
2660,407,2026-02-15,728.52,4.9,8,10.6,2026-02-17,2026-03-04 00:00:00
2661,109,2023-04-21,1130.17,-7.62,12,8.02,2023-04-28,
2662,220,2026-12-14,1779.64,-4.91,14,15.07,2026-12-22,2027-01-06 00:00:00
2663,488,2024-12-02,1834.36,7.54,5,25.05,2024-12-04,
2664,236,2025-11-24,478.45,-11.03,7,25.06,2025-11-29,
2665,590,2025-10-03,1288.43,-2.31,11,40.86,2025-10-05,
2666,246,2026-11-22,189.08,-8.94,8,19.4,2026-11-28,
2667,259,2024-09-27,101.38,-4.71,4,29.43,2024-09-29,
2668,280,2023-10-26,1005.79,8.4,10,40.42,2023-10-29,2023-11-07 00:00:00
2669,425,2025-02-17,1246.99,-3.38,14,41.85,2025-02-24,2025-03-06 00:00:00
2670,528,2026-09-11,1440.55,-2.72,1,24.2,2026-09-14,
2671,248,2024-07-19,288.81,-5.53,14,22.23,2024-07-22,2024-08-01 00:00:00
2672,181,2024-04-25,1450.53,-10.64,2,7.73,2024-04-27,2024-05-06 00:00:00
2673,303,2023-03-29,1846.55,17.77,3,26.86,2023-04-06,2023-04-14 00:00:00
2674,543,2024-07-13,1203.1,3.19,12,16.95,2024-07-17,2024-07-30 00:00:00
2675,374,2023-03-17,534.44,-11.98,13,14.99,2023-03-21,
2676,385,2024-10-16,1970.6,5.28,5,18.83,2024-10-22,2024-11-02 00:00:00
2677,544,2024-12-07,1444.26,-0.38,11,16.22,2024-12-09,2024-12-22 00:00:00
2678,517,2023-12-18,832.96,-14.25,12,22.32,2023-12-24,2023-12-27 00:00:00
2679,434,2024-04-04,1874.81,6.64,4,28.77,2024-04-07,2024-04-11 00:00:00
2680,218,2025-01-18,175.92,6.69,3,39.73,2025-01-24,2025-01-28 00:00:00
2681,116,2023-07-16,590.39,11.38,4,23.41,2023-07-23,2023-08-05 00:00:00
2682,356,2026-10-06,206.43,15.55,2,38.48,2026-10-12,2026-10-26 00:00:00
2683,448,2026-05-02,1244.14,4.14,9,44.24,2026-05-04,
2684,215,2026-02-05,1963.32,-1.64,5,11.47,2026-02-07,
2685,561,2024-01-11,255.09,2.25,6,20.05,2024-01-19,
2686,403,2023-08-18,1064.31,17.87,8,36.59,2023-08-24,
2687,422,2024-12-28,252.08,-8.74,2,47.26,2025-01-01,2025-01-16 00:00:00
2688,277,2025-07-10,0.0,-0.51,8,48.3,2025-07-14,
2689,537,2024-03-28,259.68,8.56,13,42.55,2024-03-31,
2690,568,2026-09-17,0.0,-14.9,11,42.61,2026-09-23,2026-10-06 00:00:00
2691,305,2023-08-30,1396.41,16.01,12,5.64,2023-09-05,
2692,281,2024-01-17,377.25,15.59,9,41.93,2024-01-20,2024-01-29 00:00:00
2693,415,2025-07-08,1029.39,5.68,8,43.67,2025-07-11,2025-07-21 00:00:00
2694,351,2025-12-17,733.87,-14.57,12,43.51,2025-12-25,2026-01-09 00:00:00
2695,110,2024-12-08,98.96,9.27,5,12.42,2024-12-12,2024-12-20 00:00:00
2696,496,2023-04-25,1735.05,-8.14,14,31.93,2023-04-29,2023-05-06 00:00:00
2697,103,2026-08-17,727.9,4.73,3,49.41,2026-08-21,2026-08-26 00:00:00
2698,464,2023-04-18,82.84,17.63,14,28.1,2023-04-26,
2699,426,2026-11-18,92.84,-3.68,7,32.28,2026-11-26,2026-12-09 00:00:00
2700,243,2024-12-24,853.28,-2.56,8,9.7,2025-01-01,2025-01-09 00:00:00
2701,216,2024-11-11,0.0,13.41,3,16.67,2024-11-15,2024-11-30 00:00:00
2702,121,2023-01-31,275.72,10.6,1,48.17,2023-02-08,
2703,233,2023-12-26,184.99,2.2,6,32.52,2023-12-28,
2704,514,2025-02-04,488.12,-2.61,13,47.27,2025-02-10,2025-02-22 00:00:00
2705,275,2024-09-03,629.12,-1.71,10,45.8,2024-09-05,2024-09-14 00:00:00
2706,228,2024-12-26,1357.87,-8.13,9,47.43,2025-01-02,
2707,104,2025-10-14,274.03,10.94,9,49.63,2025-10-22,2025-10-30 00:00:00
2708,306,2024-10-10,1139.82,4.01,10,20.61,2024-10-12,2024-10-19 00:00:00
2709,444,2026-05-03,338.36,17.72,9,20.5,2026-05-11,2026-05-25 00:00:00
2710,121,2023-02-24,882.38,-6.24,11,32.62,2023-02-27,2023-03-02 00:00:00
2711,158,2024-02-27,1698.39,-10.4,8,21.71,2024-03-02,2024-03-14 00:00:00
2712,457,2023-09-02,1629.69,10.29,0,19.7,2023-09-09,
2713,432,2026-04-19,1462.95,8.43,10,24.67,2026-04-23,
2714,206,2026-11-15,1597.35,-1.8,6,12.61,2026-11-19,
2715,478,2023-12-12,1628.66,-13.28,11,26.65,2023-12-16,2023-12-20 00:00:00
2716,335,2024-04-06,962.33,-4.36,6,37.39,2024-04-09,2024-04-14 00:00:00
2717,415,2024-03-18,1051.0,-12.71,9,15.8,2024-03-20,2024-03-30 00:00:00
2718,102,2025-04-09,985.5,15.77,7,47.23,2025-04-16,
2719,369,2026-01-10,694.91,-9.13,3,25.54,2026-01-18,
2720,429,2023-09-28,843.91,7.91,12,11.26,2023-10-04,2023-10-14 00:00:00
2721,370,2025-12-04,790.59,4.17,3,12.29,2025-12-09,2025-12-16 00:00:00
2722,294,2024-06-23,873.33,4.16,9,49.57,2024-06-27,2024-07-04 00:00:00
2723,367,2026-10-14,907.98,2.73,10,40.29,2026-10-16,
2724,442,2026-01-27,1897.95,2.54,6,39.59,2026-01-29,2026-02-06 00:00:00
2725,561,2024-09-16,0.0,9.37,3,17.08,2024-09-20,2024-09-30 00:00:00
2726,347,2025-07-31,1829.23,3.08,5,24.11,2025-08-07,
2727,206,2024-10-19,222.19,10.43,12,30.1,2024-10-21,
2728,583,2026-03-02,1268.46,14.84,10,36.92,2026-03-09,
2729,315,2023-12-24,1112.47,-4.63,7,10.01,2023-12-26,2024-01-07 00:00:00
2730,355,2024-09-26,0.0,-9.07,8,42.23,2024-10-01,
2731,222,2025-07-10,600.76,-10.09,14,39.64,2025-07-12,
2732,476,2025-09-30,1548.59,-6.6,5,17.77,2025-10-03,2025-10-12 00:00:00
2733,552,2026-09-12,1710.12,-14.8,2,35.46,2026-09-18,2026-10-03 00:00:00
2734,462,2026-10-17,793.45,11.87,12,22.91,2026-10-21,2026-10-29 00:00:00
2735,113,2024-10-13,1039.94,-10.93,2,26.75,2024-10-21,2024-11-02 00:00:00
2736,159,2024-03-19,1218.06,12.58,8,7.5,2024-03-22,
2737,211,2026-03-30,1576.96,5.43,5,44.76,2026-04-01,2026-04-04 00:00:00
2738,353,2026-03-20,997.09,10.79,5,14.44,2026-03-27,2026-04-04 00:00:00
2739,278,2025-12-08,590.93,9.17,1,46.34,2025-12-13,2025-12-26 00:00:00
2740,134,2025-03-06,1984.21,5.28,4,40.45,2025-03-09,2025-03-19 00:00:00
2741,211,2025-02-09,1654.03,5.59,6,13.54,2025-02-11,
2742,116,2026-07-09,1885.7,10.66,4,38.33,2026-07-17,
2743,292,2026-02-09,1801.89,13.21,1,15.78,2026-02-13,2026-02-21 00:00:00
2744,394,2026-08-12,0.0,11.07,1,40.93,2026-08-20,2026-09-03 00:00:00
2745,514,2025-07-10,1653.62,-3.71,14,35.29,2025-07-14,2025-07-24 00:00:00
2746,254,2026-01-15,0.0,-7.37,6,38.27,2026-01-17,
2747,465,2024-07-17,643.87,-11.69,13,25.26,2024-07-22,2024-08-01 00:00:00
2748,414,2023-06-24,1387.27,3.82,12,9.76,2023-06-26,2023-07-01 00:00:00
2749,558,2023-01-08,1756.65,-1.91,8,14.06,2023-01-15,2023-01-19 00:00:00
2750,241,2026-09-19,761.17,-11.04,1,30.44,2026-09-21,2026-09-29 00:00:00
2751,580,2024-10-11,1257.23,14.01,13,27.02,2024-10-14,2024-10-27 00:00:00
2752,562,2026-11-03,1292.34,0.85,1,35.48,2026-11-08,2026-11-14 00:00:00
2753,377,2023-05-10,0.0,0.02,9,22.04,2023-05-15,2023-05-23 00:00:00
2754,442,2026-11-20,1247.8,10.03,8,5.09,2026-11-27,
2755,411,2026-01-03,1615.86,14.32,7,6.68,2026-01-06,
2756,465,2023-11-11,697.85,11.32,3,25.57,2023-11-19,2023-12-03 00:00:00
2757,544,2026-02-10,913.0,6.03,9,8.5,2026-02-14,2026-02-22 00:00:00
2758,510,2025-09-14,856.48,19.09,14,47.59,2025-09-20,2025-09-27 00:00:00
2759,412,2023-07-29,420.99,-0.99,8,5.8,2023-08-02,2023-08-14 00:00:00
2760,264,2026-07-07,1842.2,-11.92,3,7.77,2026-07-09,
2761,126,2024-11-09,547.15,-11.69,2,10.41,2024-11-13,
2762,533,2026-01-19,0.0,-14.48,3,29.28,2026-01-22,
2763,503,2024-02-03,318.02,-2.02,11,9.32,2024-02-10,2024-02-24 00:00:00
2764,571,2025-07-12,330.25,17.95,8,31.85,2025-07-15,2025-07-21 00:00:00
2765,171,2025-10-25,1652.66,11.73,1,44.49,2025-10-28,2025-11-10 00:00:00
2766,379,2025-11-12,913.49,-9.11,3,22.82,2025-11-17,
2767,552,2024-02-28,1739.99,-1.1,8,44.86,2024-03-06,2024-03-13 00:00:00
2768,147,2026-10-09,1895.99,-13.99,11,35.44,2026-10-16,2026-10-28 00:00:00
2769,388,2025-05-18,700.3,-3.64,10,6.69,2025-05-23,
2770,330,2025-01-17,959.35,0.58,8,39.44,2025-01-23,2025-01-31 00:00:00
2771,280,2026-05-19,879.97,17.38,1,35.56,2026-05-21,
2772,384,2024-11-26,0.0,0.34,10,13.1,2024-11-28,2024-12-04 00:00:00
2773,166,2025-08-04,361.63,9.21,8,26.71,2025-08-08,2025-08-20 00:00:00
2774,288,2024-06-13,1067.76,10.75,6,24.56,2024-06-19,
2775,242,2025-05-17,987.71,3.06,5,11.53,2025-05-19,2025-05-23 00:00:00
2776,305,2026-10-09,1223.71,4.16,3,21.39,2026-10-17,2026-10-28 00:00:00
2777,310,2023-04-19,1382.59,-6.64,6,17.66,2023-04-21,2023-04-28 00:00:00
2778,455,2026-02-24,1019.44,-13.63,5,15.93,2026-03-02,
2779,167,2023-11-28,935.1,0.6,5,21.91,2023-12-01,2023-12-11 00:00:00
2780,410,2024-07-31,1635.96,5.14,4,39.83,2024-08-06,
2781,214,2023-05-07,0.0,5.88,3,43.51,2023-05-12,2023-05-27 00:00:00
2782,238,2024-02-10,1578.76,-9.15,9,32.12,2024-02-13,2024-02-24 00:00:00
2783,102,2023-03-26,1588.55,-7.48,3,14.37,2023-04-02,
2784,254,2024-10-23,178.33,-9.35,7,22.74,2024-10-30,
2785,149,2026-04-27,1185.5,6.83,13,6.28,2026-05-01,2026-05-09 00:00:00
2786,240,2023-08-19,1506.12,-2.67,1,22.46,2023-08-23,
2787,111,2023-01-24,0.0,11.7,1,27.79,2023-01-29,2023-02-02 00:00:00
2788,380,2025-06-01,1585.53,-13.92,1,9.07,2025-06-09,2025-06-13 00:00:00
2789,476,2024-05-07,0.0,4.73,3,43.4,2024-05-09,2024-05-12 00:00:00
2790,128,2023-09-19,1799.06,-7.98,2,7.42,2023-09-26,2023-09-30 00:00:00
2791,505,2023-02-20,1557.86,-2.44,11,32.54,2023-02-22,2023-03-01 00:00:00
2792,333,2026-12-12,1138.81,1.0,4,24.33,2026-12-17,2026-12-31 00:00:00
2793,200,2023-04-17,1041.84,8.25,2,29.89,2023-04-23,2023-04-28 00:00:00
2794,237,2023-09-06,1472.9,13.32,6,32.1,2023-09-12,2023-09-22 00:00:00
2795,266,2025-08-30,1511.41,-12.38,10,13.86,2025-09-06,2025-09-10 00:00:00
2796,328,2026-08-30,971.36,8.09,8,20.76,2026-09-06,2026-09-17 00:00:00
2797,395,2026-11-11,852.8,8.37,14,47.46,2026-11-13,
2798,145,2026-11-20,0.0,17.76,13,19.33,2026-11-24,2026-11-27 00:00:00
2799,230,2023-11-18,1253.37,2.8,1,18.58,2023-11-26,
2800,358,2026-06-20,1570.75,1.24,1,20.4,2026-06-28,
2801,464,2023-03-21,171.72,17.03,9,9.7,2023-03-29,
2802,219,2026-03-24,1386.57,14.09,7,9.19,2026-03-27,
2803,508,2024-09-19,312.97,17.7,11,47.94,2024-09-24,2024-10-07 00:00:00
2804,593,2023-09-30,0.0,18.64,10,26.7,2023-10-05,
2805,500,2023-10-26,1268.26,4.73,14,13.4,2023-11-02,2023-11-16 00:00:00
2806,302,2023-08-24,205.21,13.97,5,37.58,2023-09-01,2023-09-15 00:00:00
2807,113,2026-04-02,1418.92,-3.95,3,43.02,2026-04-05,2026-04-20 00:00:00
2808,312,2023-02-05,132.61,-0.17,7,30.84,2023-02-10,2023-02-22 00:00:00
2809,310,2026-01-08,1108.07,5.3,8,12.37,2026-01-16,
2810,560,2024-09-13,798.82,15.56,12,48.77,2024-09-17,2024-09-20 00:00:00
2811,436,2024-06-22,433.27,-14.16,7,32.39,2024-06-25,
2812,251,2026-06-09,387.63,-1.97,7,13.48,2026-06-16,
2813,362,2026-02-25,1783.1,5.89,11,46.96,2026-02-28,
2814,167,2026-04-10,1006.73,13.05,3,15.5,2026-04-18,2026-04-26 00:00:00
2815,241,2025-06-24,825.79,11.37,4,41.12,2025-06-30,2025-07-15 00:00:00
2816,395,2024-12-05,423.1,15.15,2,19.1,2024-12-10,
2817,486,2023-12-06,1087.24,13.41,14,47.4,2023-12-08,
2818,469,2023-06-29,1352.72,-12.34,8,14.03,2023-07-03,
2819,308,2026-11-27,234.59,10.34,8,42.55,2026-12-03,
2820,221,2025-11-05,1654.51,18.77,5,9.06,2025-11-08,
2821,336,2023-06-03,1422.12,10.38,11,9.48,2023-06-07,2023-06-12 00:00:00
2822,109,2023-12-17,88.45,15.32,4,49.02,2023-12-22,2024-01-03 00:00:00
2823,150,2023-04-16,1558.17,-11.0,3,47.38,2023-04-21,
2824,376,2026-11-24,1198.29,-11.62,5,31.44,2026-12-02,
2825,571,2026-12-03,776.35,7.58,9,27.33,2026-12-06,2026-12-10 00:00:00
2826,534,2025-06-12,1757.33,5.66,5,16.16,2025-06-16,
2827,110,2024-02-04,1588.73,-12.0,14,31.07,2024-02-08,2024-02-22 00:00:00
2828,338,2026-03-23,929.73,17.29,7,13.07,2026-03-27,2026-04-07 00:00:00
2829,158,2026-06-12,1814.9,12.21,7,46.4,2026-06-17,
2830,285,2025-01-19,774.95,6.36,6,48.37,2025-01-27,
2831,541,2023-04-03,1648.89,3.66,1,26.34,2023-04-05,2023-04-19 00:00:00
2832,348,2025-11-23,1287.79,-13.41,11,17.28,2025-11-29,2025-12-05 00:00:00
2833,402,2026-09-21,830.3,-9.05,3,32.13,2026-09-25,2026-10-06 00:00:00
2834,389,2023-07-14,1180.27,-14.43,3,17.78,2023-07-20,2023-07-29 00:00:00
2835,252,2026-08-24,1332.53,5.94,1,6.64,2026-08-30,2026-09-04 00:00:00
2836,453,2024-02-13,1296.52,11.0,2,28.28,2024-02-18,2024-02-24 00:00:00
2837,557,2025-06-24,563.04,-2.06,5,32.24,2025-07-02,
2838,218,2025-03-01,711.67,-4.06,10,22.11,2025-03-07,2025-03-22 00:00:00
2839,468,2026-09-29,1116.1,-12.07,4,27.24,2026-10-03,
2840,516,2025-12-22,1406.18,-10.95,7,45.99,2025-12-29,
2841,306,2025-08-13,0.0,-4.85,8,20.8,2025-08-16,
2842,532,2023-05-07,1421.39,10.31,6,23.56,2023-05-11,
2843,591,2023-06-06,309.35,14.61,3,49.33,2023-06-14,
2844,522,2025-04-24,56.07,-7.76,2,6.6,2025-04-29,2025-05-05 00:00:00
2845,498,2025-08-11,514.33,16.83,1,7.87,2025-08-18,
2846,328,2025-07-09,1750.17,-0.39,5,44.89,2025-07-13,2025-07-16 00:00:00
2847,293,2024-06-12,0.0,16.71,11,32.02,2024-06-17,2024-06-29 00:00:00
2848,214,2025-04-25,202.45,16.19,6,32.22,2025-04-30,2025-05-07 00:00:00
2849,407,2026-04-26,455.23,13.64,5,17.04,2026-05-04,
2850,559,2023-05-09,70.59,12.33,12,14.8,2023-05-12,
2851,314,2024-08-24,1361.04,16.3,3,6.77,2024-08-27,
2852,282,2025-10-01,0.0,-3.19,10,22.15,2025-10-08,
2853,371,2026-08-23,1432.52,7.63,3,38.05,2026-08-26,2026-09-09 00:00:00
2854,588,2025-12-10,1571.8,0.39,7,5.27,2025-12-12,
2855,235,2024-11-04,1434.09,-1.38,11,12.76,2024-11-11,
2856,503,2025-11-01,429.8,3.88,6,10.8,2025-11-06,2025-11-21 00:00:00
2857,474,2024-12-30,1390.86,-10.59,1,6.37,2025-01-02,
2858,535,2026-03-07,602.53,12.76,13,16.74,2026-03-11,
2859,301,2026-11-10,907.3,-12.76,9,39.3,2026-11-15,2026-11-21 00:00:00
2860,246,2023-03-18,344.6,-5.68,4,22.13,2023-03-25,
2861,188,2026-10-05,334.98,-0.87,3,27.33,2026-10-09,
2862,225,2023-04-21,1576.4,12.34,11,28.8,2023-04-23,2023-05-03 00:00:00
2863,181,2023-05-14,1134.12,3.72,13,24.17,2023-05-16,2023-05-20 00:00:00
2864,480,2025-09-10,1248.85,19.72,6,25.7,2025-09-17,2025-09-25 00:00:00
2865,572,2023-06-28,991.09,5.72,3,27.08,2023-06-30,
2866,386,2023-11-07,0.0,6.11,6,21.39,2023-11-10,
2867,135,2025-11-23,642.83,6.29,7,39.5,2025-11-30,
2868,457,2024-07-26,1818.39,-5.23,14,36.93,2024-08-02,2024-08-14 00:00:00
2869,269,2024-09-02,1092.12,19.34,6,27.81,2024-09-08,2024-09-16 00:00:00
2870,140,2026-08-20,1961.57,-4.94,11,10.8,2026-08-27,
2871,428,2023-10-19,1650.45,-7.57,13,15.29,2023-10-24,
2872,563,2025-11-11,385.68,-1.38,5,34.85,2025-11-15,2025-11-25 00:00:00
2873,162,2026-12-12,1899.63,15.59,12,9.88,2026-12-20,2027-01-01 00:00:00
2874,170,2024-12-19,1004.79,-5.33,11,22.67,2024-12-21,
2875,515,2023-08-27,0.0,9.3,8,24.56,2023-08-30,
2876,107,2024-07-16,1484.96,14.69,14,9.15,2024-07-21,2024-08-03 00:00:00
2877,502,2026-10-24,1387.95,11.9,2,29.34,2026-10-26,2026-11-08 00:00:00
2878,378,2024-01-19,542.29,-5.59,1,32.19,2024-01-21,
2879,220,2025-08-28,1703.13,16.44,12,19.54,2025-08-30,2025-09-03 00:00:00
2880,600,2023-10-08,506.27,0.99,8,5.01,2023-10-15,2023-10-29 00:00:00
2881,434,2024-07-27,550.21,-10.59,7,19.16,2024-08-03,
2882,420,2025-09-30,685.1,13.35,12,22.49,2025-10-05,
2883,220,2025-01-28,942.57,-1.84,9,9.45,2025-02-05,2025-02-10 00:00:00
2884,360,2023-09-14,1181.3,3.88,10,46.77,2023-09-19,2023-10-04 00:00:00
2885,241,2026-11-22,1611.43,-6.03,6,10.27,2026-11-24,
2886,152,2025-02-28,1787.51,-14.83,8,37.11,2025-03-02,2025-03-08 00:00:00
2887,275,2023-08-12,799.4,-1.39,1,26.61,2023-08-14,2023-08-29 00:00:00
2888,414,2026-01-01,375.55,-10.56,4,45.67,2026-01-09,2026-01-17 00:00:00
2889,279,2024-06-22,1524.8,-5.16,7,46.62,2024-06-28,2024-07-05 00:00:00
2890,497,2025-08-08,1291.71,1.92,6,5.65,2025-08-10,2025-08-17 00:00:00
2891,506,2023-09-24,767.09,18.66,5,37.99,2023-10-02,2023-10-08 00:00:00
2892,450,2026-08-15,1248.82,-9.36,6,12.97,2026-08-18,2026-08-27 00:00:00
2893,327,2026-11-24,1366.66,-2.46,14,11.25,2026-11-29,
2894,304,2025-03-15,1232.98,4.42,5,41.97,2025-03-19,2025-03-26 00:00:00
2895,304,2024-06-24,1835.41,16.63,1,35.5,2024-06-26,
2896,357,2025-01-19,1523.28,16.18,8,31.97,2025-01-22,2025-01-27 00:00:00
2897,265,2024-09-05,86.62,5.07,6,19.88,2024-09-13,
2898,423,2024-08-03,1203.29,2.52,9,37.59,2024-08-10,2024-08-22 00:00:00
2899,429,2024-07-12,1204.39,8.84,5,31.27,2024-07-19,
2900,125,2024-06-09,1114.97,-11.02,11,25.0,2024-06-14,2024-06-27 00:00:00
2901,446,2023-10-31,767.02,10.99,4,27.44,2023-11-03,2023-11-15 00:00:00
2902,315,2023-11-05,1450.25,12.71,7,7.07,2023-11-09,2023-11-16 00:00:00
2903,547,2026-07-07,475.79,-7.94,1,31.0,2026-07-09,
2904,600,2023-01-12,1296.58,3.92,3,28.35,2023-01-15,2023-01-18 00:00:00
2905,383,2024-11-25,865.2,10.64,2,45.0,2024-12-01,2024-12-12 00:00:00
2906,163,2025-03-15,1946.02,-4.3,14,23.64,2025-03-17,2025-03-24 00:00:00
2907,573,2024-05-31,1252.61,-6.78,5,32.32,2024-06-05,
2908,317,2025-05-03,331.81,7.78,14,16.01,2025-05-07,
2909,204,2025-11-30,645.77,12.2,14,22.77,2025-12-04,2025-12-08 00:00:00
2910,373,2025-01-30,651.18,-10.65,12,34.36,2025-02-02,2025-02-16 00:00:00
2911,182,2025-01-13,276.63,9.46,1,22.98,2025-01-21,2025-02-05 00:00:00
2912,387,2025-12-22,1710.5,9.11,3,12.14,2025-12-24,
2913,583,2026-11-21,725.13,-5.48,6,44.6,2026-11-24,
2914,362,2025-04-17,1183.74,2.38,5,35.12,2025-04-24,
2915,296,2024-02-28,1029.85,5.69,12,15.08,2024-03-05,2024-03-09 00:00:00
2916,525,2023-12-30,1972.2,1.75,12,32.02,2024-01-01,2024-01-04 00:00:00
2917,402,2026-11-14,1712.52,13.63,13,14.67,2026-11-19,2026-11-26 00:00:00
2918,359,2023-08-17,1939.69,15.24,12,5.36,2023-08-21,
2919,274,2025-12-18,1283.21,-9.28,0,41.08,2025-12-26,2026-01-10 00:00:00
2920,447,2026-05-20,976.25,-12.75,10,6.56,2026-05-24,
2921,154,2024-03-05,371.29,15.8,13,15.18,2024-03-09,2024-03-19 00:00:00
2922,581,2024-10-29,892.98,7.07,9,9.87,2024-11-05,2024-11-08 00:00:00
2923,317,2025-02-05,1891.87,10.31,5,8.08,2025-02-09,2025-02-18 00:00:00
2924,242,2024-10-20,819.95,4.99,4,41.95,2024-10-24,2024-10-28 00:00:00
2925,434,2023-08-11,1782.43,-12.58,13,36.68,2023-08-13,2023-08-16 00:00:00
2926,305,2023-05-20,0.0,13.54,11,45.52,2023-05-25,2023-06-08 00:00:00
2927,448,2024-10-26,713.72,0.55,4,39.25,2024-11-03,
2928,111,2026-08-22,511.51,13.34,13,38.4,2026-08-27,
2929,200,2024-04-09,845.37,-11.67,1,25.68,2024-04-11,2024-04-23 00:00:00
2930,553,2024-02-15,0.0,-9.64,11,31.99,2024-02-23,2024-02-29 00:00:00
2931,190,2023-09-17,807.79,-5.94,11,8.72,2023-09-21,2023-10-01 00:00:00
2932,157,2026-04-11,861.91,13.53,14,37.63,2026-04-17,2026-04-27 00:00:00
2933,233,2023-10-14,63.78,13.3,9,20.85,2023-10-22,2023-11-01 00:00:00
2934,131,2023-01-19,1261.75,-4.88,9,31.14,2023-01-25,2023-02-01 00:00:00
2935,151,2023-07-08,870.03,-8.21,3,41.97,2023-07-15,2023-07-20 00:00:00
2936,480,2026-01-22,990.54,19.1,9,32.24,2026-01-25,2026-02-08 00:00:00
2937,353,2025-01-07,1194.43,-8.89,6,34.45,2025-01-13,2025-01-27 00:00:00
2938,581,2026-07-15,1733.1,15.81,1,32.86,2026-07-17,
2939,150,2025-05-19,464.07,-7.33,3,37.82,2025-05-25,
2940,492,2024-11-12,669.22,-10.62,10,8.69,2024-11-16,2024-11-25 00:00:00
2941,326,2023-06-24,1265.89,18.03,2,43.46,2023-07-01,2023-07-07 00:00:00
2942,444,2026-06-15,1865.3,6.5,11,37.81,2026-06-21,2026-06-24 00:00:00
2943,382,2023-03-18,404.76,6.68,13,16.68,2023-03-26,
2944,562,2026-10-29,538.63,17.14,13,42.75,2026-11-01,2026-11-10 00:00:00
2945,505,2026-01-06,1518.81,11.39,8,39.46,2026-01-09,
2946,576,2024-09-05,1752.15,7.95,13,26.07,2024-09-10,2024-09-17 00:00:00
2947,522,2024-02-10,334.14,11.11,5,5.38,2024-02-16,2024-02-20 00:00:00
2948,181,2024-12-09,1128.05,3.6,5,37.74,2024-12-15,2024-12-21 00:00:00
2949,420,2026-09-16,946.36,-9.41,8,23.35,2026-09-23,2026-09-26 00:00:00
2950,183,2026-05-24,0.0,19.77,2,33.82,2026-05-28,
2951,108,2023-07-29,857.36,-14.43,6,37.26,2023-08-05,
2952,307,2024-06-07,761.97,-12.76,12,20.26,2024-06-15,2024-06-21 00:00:00
2953,319,2024-05-28,1397.95,6.41,7,25.4,2024-06-03,2024-06-10 00:00:00
2954,591,2025-10-27,1809.44,4.97,12,23.25,2025-10-30,2025-11-04 00:00:00
2955,443,2024-10-20,0.0,17.66,8,8.74,2024-10-27,2024-11-05 00:00:00
2956,588,2025-09-04,957.87,-12.77,12,25.91,2025-09-11,2025-09-15 00:00:00
2957,269,2023-04-30,383.86,-11.27,7,48.72,2023-05-03,2023-05-18 00:00:00
2958,357,2023-09-01,1789.2,3.48,10,21.64,2023-09-08,2023-09-14 00:00:00
2959,438,2025-12-15,638.22,6.15,1,25.31,2025-12-19,2025-12-23 00:00:00
2960,511,2024-06-28,391.3,8.31,14,5.6,2024-07-01,
2961,293,2026-05-17,1259.08,-3.69,1,36.45,2026-05-21,2026-05-30 00:00:00
2962,496,2025-09-12,743.16,5.87,2,46.56,2025-09-17,2025-09-24 00:00:00
2963,595,2023-03-16,1724.01,-7.37,12,43.4,2023-03-20,
2964,529,2024-07-16,1720.28,12.04,8,23.14,2024-07-18,2024-07-29 00:00:00
2965,164,2025-09-01,669.37,-13.64,2,40.7,2025-09-06,
2966,360,2024-03-19,1108.0,6.01,3,25.4,2024-03-21,
2967,453,2025-01-08,1766.07,-4.79,1,49.52,2025-01-10,2025-01-17 00:00:00
2968,397,2024-11-28,1089.72,3.97,7,25.17,2024-11-30,2024-12-11 00:00:00
2969,111,2025-04-16,95.98,-10.82,3,33.54,2025-04-18,2025-05-02 00:00:00
2970,215,2026-06-15,941.87,4.61,9,31.13,2026-06-17,
2971,362,2025-11-13,235.85,8.04,10,32.19,2025-11-17,
2972,315,2023-11-01,1978.99,-1.11,11,35.6,2023-11-06,2023-11-14 00:00:00
2973,486,2026-07-31,712.19,17.3,1,46.36,2026-08-03,2026-08-11 00:00:00
2974,581,2023-03-06,0.0,15.59,5,38.88,2023-03-11,2023-03-19 00:00:00
2975,294,2024-07-20,354.31,10.22,9,23.53,2024-07-22,2024-07-27 00:00:00
2976,589,2024-08-27,1334.95,15.21,1,14.98,2024-09-03,2024-09-14 00:00:00
2977,377,2025-12-25,1063.97,-7.4,13,44.27,2025-12-29,2026-01-08 00:00:00
2978,263,2026-03-18,707.31,-4.11,10,11.68,2026-03-23,2026-04-06 00:00:00
2979,232,2026-11-26,1430.43,18.4,5,47.37,2026-12-04,
2980,391,2026-12-08,1602.31,-7.22,8,22.15,2026-12-10,2026-12-13 00:00:00
2981,536,2026-04-11,1868.7,-12.3,13,26.07,2026-04-19,
