COUPON_UPC,PRODUCT_ID,CAMPAIGN
92253936,240746,8
34869239,465097,21
16072456,242256,6
47750583,317557,7
91047371,522915,25
12976674,722024,6
16182324,387031,2
25519627,335267,23
43631773,369237,5
35363387,415468,26
60680643,468223,5
15477750,555072,10
45245918,270509,27
30539207,248288,4
35874087,430735,24
53799308,685261,14
97044676,595273,1
19721467,157734,6
52257715,697894,7
72725258,939261,20
77403278,798368,24
73817501,481416,19
39349934,603557,29
41734933,329071,2
24381674,952900,22
47012851,990622,23
77493077,253250,12
74637657,747129,12
97650389,535620,30
69372935,696078,14
49908192,993336,16
30893186,417044,11
80582377,115476,21
63466447,902875,26
53978843,661627,1
82787007,563016,4
21287655,523311,26
30665120,686988,11
93634869,467413,11
81113301,265859,24
35569845,372536,26
85118813,569439,18
20961720,735905,4
46582937,219032,18
64134259,888471,8
85370969,688814,23
93818047,870488,29
38881283,812616,14
66719806,755175,28
48936791,871923,8
23402952,762139,1
52632375,337816,21
77584023,648660,16
65010933,269887,7
26104791,380655,17
81031616,674867,24
22468565,854534,26
63843054,368909,9
33796050,370036,12
96120793,949757,18
63674683,313956,26
43148895,702183,15
61886920,598338,9
98029539,827224,16
22795225,782370,11
43268320,813720,24
27743940,504034,3
70450831,958334,4
18348275,773151,24
23561291,335924,7
83620945,505345,30
85567513,431605,7
34250239,374665,21
44370546,477632,26
53544427,514658,16
77077426,784144,27
91248348,367756,15
82154434,265460,1
41133264,681857,16
56274442,240346,15
82753327,953745,26
56883295,375201,8
29639317,447474,19
70525005,145660,18
20483982,418055,2
83272859,772254,8
36609014,337888,12
28900371,252365,30
69210068,562405,5
79076129,305179,22
54435009,104855,6
65332925,305431,15
45242340,939422,10
42378188,776207,30
84145954,477404,23
13065792,924003,22
22746698,993863,17
37105383,109475,18
73904341,912861,13
60832139,494051,9
29970162,489340,2
77205812,764674,30
81670455,487479,21
82265757,190855,16
59014198,826001,25
50364604,210090,18
82966993,815913,8
77148487,172159,13
67719155,240988,6
41582890,949356,9
13010022,529278,17
27963676,973828,10
93194012,674440,7
30430926,284896,14
93146575,562544,4
61001352,833523,29
59389708,273894,18
66179097,124621,29
48521674,305425,9
24754026,329817,12
78167238,745278,5
71835187,606021,11
44210368,262681,5
77617807,484846,21
47410744,442528,22
55443552,978090,11
89767899,569147,20
56827369,843996,29
52918311,905772,23
51105451,794759,16
81112758,208169,9
88768110,369899,1
54434136,242167,9
67023668,621302,16
78563653,828310,27
76233051,278217,10
90167735,889610,11
51781046,313950,2
59509388,700440,1
55982434,983904,21
37396837,559896,15
81826060,836841,18
21368082,340251,10
24528014,267170,9
35991905,423690,15
89049337,886074,21
32009762,877285,9
14483649,354295,2
73578210,557514,29
66210378,745060,15
29328102,947138,14
17137834,176444,2
37768843,170079,19
89750423,618887,14
54307431,557191,18
31099874,514551,22
62151968,974259,10
18808477,607044,3
82153332,387434,8
90923203,959406,22
60371924,910562,2
57620173,235252,15
12398685,273785,23
96880630,284162,11
94825636,286350,9
70754328,996096,4
45623630,804991,16
73480072,497515,27
47837000,782738,21
34415009,884652,24
34218147,550594,13
81614425,606146,13
45698669,742707,2
93938835,170795,3
77395986,359891,2
63569788,557514,3
61538672,783706,23
45734122,368909,5
66814443,299963,14
22643846,642963,13
69396810,341770,28
47156407,319896,25
48419873,890688,2
37055364,248647,17
83583379,436138,5
63641905,498738,9
38750952,196325,1
35987559,387547,20
41284204,715657,6
71665432,107210,9
19138235,227163,29
44098596,429701,26
19918330,830541,29
42870242,804395,19
99433243,828269,18
84547909,862301,30
53444380,983942,25
41406535,391627,2
64218598,235252,23
47884908,381229,24
60069443,253241,21
33956340,518862,1
55977990,250881,28
56686419,844773,12
94431711,475655,10
95061343,215230,5
14279765,890737,16
37888947,945675,2
65743190,581652,11
52527092,205060,6
39063994,101094,17
56825050,906690,19
67579183,128687,17
53968085,988319,6
47827711,732057,7
76501187,800388,25
54970683,354045,27
96698311,528596,21
46980397,312649,26
39046368,788292,3
39001136,759368,25
50044867,266687,4
50045673,968046,17
36481247,483348,25
37543616,291286,21
96588099,808539,27
58208480,205453,26
45663415,974223,22
92416422,374665,14
39033966,208562,3
51700033,233648,30
95181824,473781,18
18771713,849638,30
79724333,310828,16
64487057,240088,25
40135781,864903,15
56331844,636560,8
44364233,562386,5
87041755,928467,28
49302343,578201,29
99415634,790859,5
95554822,657851,15
59836028,899346,28
20570778,865435,27
81716821,552723,7
35776328,890880,21
73192742,961082,9
44641736,234573,4
44332790,943067,15
10815718,638918,16
31874431,719650,29
68161379,490408,6
36390473,519551,11
50835518,463053,1
44615148,379178,9
70580405,814685,29
14675139,533758,22
35590147,337081,30
84761142,974178,14
62316098,594654,26
67854275,885180,11
95041348,504286,9
89609737,178523,11
65620833,387774,24
47960857,549728,26
93011069,481537,26
50053947,688780,2
69271228,618199,22
83074829,229597,15
48542429,604538,2
86751181,267597,4
15968735,283277,13
84492087,990351,22
96220864,669379,29
78933449,739610,18
28741681,576574,30
30654599,254507,29
71190249,702042,23
30245997,167006,9
89206615,777878,22
75132876,999990,26
47709872,804991,26
18128637,999946,30
44789128,488720,20
16548285,159363,1
16360512,979990,30
14819529,685796,1
62661849,773339,3
62406983,813923,8
61570603,804371,15
35216906,137649,8
71759003,375685,23
64385155,428108,24
90279615,199751,11
24031884,911448,20
23796561,796586,16
25072953,887673,19
59856980,182261,22
79512490,410653,9
63420758,191888,20
65692569,314774,25
18156724,871047,28
36040134,579325,23
31560532,480876,18
91252310,295839,29
96745150,304629,28
51747082,900400,11
43435300,444660,25
87356733,846930,20
44182322,532035,20
71632459,701587,17
56538134,521545,23
74321531,135947,19
60196563,625206,9
80364364,458848,18
15604663,530884,18
90800117,295162,16
93419327,675340,13
85103110,769811,3
24986242,510103,21
45142186,929306,27
30019578,277351,2
95741519,483369,20
85795838,849769,9
88759659,606907,17
76981738,744080,6
59584969,825776,30
53950410,824526,10
82061804,715242,8
16133795,221776,13
74176667,406073,17
55090450,296490,6
36903479,608351,5
76854572,988157,29
57411016,655891,1
94157531,393897,1
77011752,842079,14
86564235,407764,26
44239054,276245,15
63687463,235631,15
26439412,113886,6
32132930,668623,29
67160767,372376,10
41880434,421859,5
58824194,800749,6
45407694,730645,26
32177051,499698,19
96423477,893375,9
55669654,953048,15
28283668,394265,13
15230717,767157,29
60808147,429119,23
47620008,668324,21
44829261,782869,9
83082310,800530,7
36013302,293461,8
23241023,655563,24
18223459,882184,29
76668802,937670,24
46981439,279057,23
35030600,501978,10
71784076,699166,2
53748015,259803,25
98801286,181390,8
18860227,359403,24
51419325,332388,19
49401405,630958,24
61598233,305750,26
89176219,255350,19
44985563,833523,5
85811873,241960,4
18639314,644813,17
79886139,809117,17
11691144,244382,25
48704656,932797,8
54136147,178965,17
11155442,744924,24
22525636,691608,21
87039743,575728,17
42635604,403609,7
47850165,449052,3
20906382,314593,16
58215011,611089,24
17864941,650536,16
70592623,256394,30
29807552,765046,3
21100165,949902,15
85864310,417441,4
13303347,255316,26
92407533,823474,13
91268648,730466,18
18302188,178187,27
97220258,662108,18
55424701,254280,29
30736467,883761,12
93615561,844903,18
86211598,780306,24
39016037,297554,8
58940598,558890,10
80527564,684776,27
75966653,549277,30
87197153,722762,28
49096946,803651,1
43712385,135538,22
52922524,556196,18
29132558,762700,1
77395523,255511,14
78795263,610645,1
75605232,667983,10
37588904,431950,21
25279852,231430,28
27556367,302827,28
62131030,337816,24
58203947,170330,18
46429205,635393,28
75572245,920778,8
36599448,161035,4
27094329,131910,20
33413867,843400,10
96889518,296696,25
92526530,599154,29
31780717,157386,21
19418207,623525,13
41407954,212495,25
12339552,383098,5
11992378,398279,21
90732321,159810,16
10971209,249508,13
73662419,749433,11
81747770,870488,12
73736584,608079,14
39531037,630908,16
28973048,255937,9
81982617,948723,30
81323571,195985,29
59342772,718595,16
95013922,485961,10
73684443,808162,28
40294115,627124,9
68349827,918684,8
49826379,903281,3
67528843,654400,20
76078046,911630,29
99415352,992804,22
73003486,868446,7
66444599,153948,26
38992050,843970,29
12988673,995137,1
29980350,142848,28
55818061,197775,2
24722573,625895,24
44756195,289145,22
74821598,306885,30
42569546,167049,4
89682057,403215,9
17505081,449321,28
15672874,460043,21
81501279,851649,28
99469369,966424,3
23520813,386760,19
49342628,587640,19
53369898,139065,30
63969275,372448,16
40513722,860067,1
63587917,109244,11
64138941,408768,27
64096389,423920,24
19622596,697442,8
18371350,990010,7
26517161,573061,18
25366785,158969,28
30188724,460743,3
47452345,229791,15
61745461,559133,14
74289495,802634,16
87315578,783125,4
20936716,966919,29
60546281,664280,11
23428017,317566,15
37314170,638705,29
33079312,417899,13
88793814,543307,6
12087659,838721,23
39080021,820596,17
66762000,847268,7
38365490,132917,2
50953919,462575,6
67800802,714330,14
16476152,400300,6
66986543,997743,18
60360724,468218,15
98579429,363417,22
96497488,742138,11
44309359,467286,23
18044249,178347,13
63019137,914539,15
16272622,208355,9
62772487,340848,11
15327023,208169,7
42383854,149331,18
33421384,690136,5
96545985,883675,11
82105217,268191,18
73077330,830538,14
67456309,132931,27
11231955,480275,5
17787347,689893,20
54807688,573899,25
15873394,803943,5
49435171,969628,9
98356018,156889,22
35152584,549728,27
47729855,740936,26
31756842,344189,5
40954280,655520,16
39277421,704949,8
89413631,567235,28
89481847,691856,7
36882311,450523,5
55482713,633349,23
41617129,667034,14
47169514,777511,5
15823627,747049,22
86421174,508739,11
18813465,916476,25
48129165,509717,24
10126791,456774,3
81087176,285483,25
72148894,588336,22
46902607,669881,14
43653103,401399,19
39838207,816739,5
91452327,590325,4
57767369,308150,29
45745866,186937,24
47185590,624526,16
90114864,918742,20
56596977,880369,19
41584210,608753,7
31908595,653031,15
31925765,365848,9
97491282,862783,9
55946234,435978,12
57266795,240746,17
75402728,812146,17
79555449,283529,3
45603464,889791,15
16545505,587168,25
69470677,740884,27
25696553,802634,14
44427451,338270,20
87828145,367644,3
22016652,111730,3
31928838,570723,14
13515527,346297,26
92086039,273815,29
69905672,614614,18
97614892,565805,2
88823319,766965,17
64637819,826943,22
49128544,525679,21
82124924,678745,29
50237938,523758,10
66779650,365589,17
19396923,471148,1
56113386,102875,5
20865498,292558,1
26858422,789316,27
28164113,639767,30
62383639,373968,24
27345281,371045,22
23592118,343772,20
80513202,707253,4
80610252,355579,14
25094020,122743,9
16757534,239400,22
30178352,883761,26
88424965,761654,16
91158522,867180,8
84982812,312790,28
13176063,644627,3
17405529,331746,19
54950959,171465,25
97347177,968367,11
81101461,288490,3
15607573,125931,20
15127408,483425,25
53361973,124621,17
69409252,396145,30
96996409,747020,14
30640584,334745,26
70899644,869772,1
58741419,430735,13
48675529,729846,20
63429354,195283,23
60558515,596000,24
77905264,789267,6
59773112,889239,7
73400560,448382,5
41928190,475801,3
91335191,979514,6
73852211,426680,8
49666572,226969,1
47300168,909227,7
20422314,887390,15
81640576,227212,27
14831480,829695,15
98499399,131334,17
80454195,935036,13
23724933,401544,24
67184460,861604,17
76598791,115087,10
91304353,795882,19
61195591,558992,21
85047947,329423,4
74567113,199882,21
75867745,995668,13
23691433,291116,30
38635404,131272,17
76014865,881570,5
20802037,796561,7
22772740,228524,12
18484321,474812,4
28354164,100557,26
57458753,226234,27
64921908,602230,18
61164959,117475,16
82528651,289022,16
84749696,746054,22
65411125,848461,6
78596320,251540,4
60650011,662108,25
61047005,765821,18
60308295,855180,11
69326303,771802,13
59888841,245166,22
67198318,823504,20
36846306,838458,27
68491561,948602,1
87067703,743573,1
86601388,472454,8
99642437,614614,15
75409115,300788,23
70966752,336360,7
16753708,173225,12
16699134,526193,4
29661360,783529,7
49727509,386637,16
88510628,136858,18
19511216,149712,3
76056882,606257,22
33162055,504739,11
68801693,281783,29
83019704,726197,27
78426820,660372,30
23085126,428655,16
46748515,752787,6
24136517,672591,15
14409503,318095,28
43155559,980085,6
45689915,827162,16
85271464,194325,10
38736705,846468,7
96748018,218539,10
31640419,379409,30
12835328,851779,20
79949826,786050,25
71565052,589871,26
32458557,574866,28
10736603,199882,8
84478397,779393,16
66586472,475655,17
69570074,351187,2
10051760,717320,1
51264446,360817,14
43981937,321450,11
92496151,602137,10
24303361,653257,8
40184745,812482,24
29764749,619234,25
51276408,672648,8
27726098,291455,20
98537664,941066,19
40742672,901091,15
71445568,940801,13
40732124,876830,18
44156082,108930,20
66226447,541744,20
38937451,640465,6
53634018,989388,8
78174792,668692,19
98400946,642875,7
74965674,967395,13
29219477,723897,9
22669408,576631,11
47911584,578715,8
99728100,408977,3
14310987,206181,16
74266927,685986,29
35002049,318349,2
37810703,687172,28
44299068,830538,23
18974471,714899,3
73495790,423059,29
63276115,386533,25
58984029,834563,4
63443445,505873,21
74663674,215926,20
89590232,530664,15
65804432,554435,1
11907302,151902,30
90845945,357389,29
18306938,332287,23
19362597,321604,19
14888458,505792,29
53077779,159128,24
24364182,305066,18
76665627,277295,2
71635220,364880,20
40466610,932986,28
61001904,473781,21
32705926,226981,17
70802576,632781,2
99154477,453957,17
59227331,970521,10
25332883,151318,21
27442389,233235,21
52318226,525424,2
20474320,432440,2
24864940,808871,29
61263133,394265,9
14958932,699249,23
69617601,708485,2
67692889,716329,17
67743924,760599,10
81900206,724627,19
88825750,362849,9
15561617,611693,16
15229664,434237,13
69641475,946512,20
43005600,554169,17
57144843,398760,1
25464999,148031,27
27304980,607044,15
23228044,349555,14
32907806,889138,3
99396741,323044,29
93046365,709516,23
21272586,277310,3
68674992,722251,6
99642047,172159,23
12579088,892121,27
64881029,903950,5
35310699,291662,24
26901827,684811,26
62062519,342566,27
77977092,828116,29
33118605,672865,12
96246100,526421,30
18239777,902887,28
23049165,189972,17
97780424,455526,30
74228224,474789,9
15818983,420829,24
58003672,913804,7
88404736,784174,24
16398111,586414,15
46755519,885466,18
14451455,390673,12
36036151,481628,7
34193965,883817,30
17782761,829636,17
58275033,113929,14
62548800,150741,18
99544298,420687,9
91977732,281704,16
32715126,849290,22
20382704,265335,15
52668267,557093,4
24323451,283702,4
17903823,652940,27
63123186,358732,14
95192585,577753,22
61208094,495402,30
79285590,351952,12
43772140,656691,14
37233725,910942,24
52159787,503970,8
53954805,359144,20
59669694,720557,6
33633370,937019,30
53747956,853696,1
88822058,996577,23
47698756,845264,20
56976542,735756,17
61490992,206258,4
35212546,769044,28
58115226,498231,1
81320157,111922,23
92781686,465570,26
55026281,556689,10
41347306,247459,21
29240380,651227,4
63044809,834113,28
52625207,105872,6
90197317,283702,14
24818935,123873,23
42028657,851213,23
83988723,360183,9
82025284,281959,15
67115267,815879,11
60152255,277659,3
34101419,574446,6
27963426,323190,6
44603875,311291,4
89694721,398898,27
29603557,191825,22
62393189,397547,16
86771629,173770,22
10366987,638737,8
49693015,532973,25
67802049,758606,9
60964938,601303,12
66913946,633949,2
31359975,752185,3
92979145,404795,8
45618386,413134,22
25236932,421242,6
10003790,305750,28
98390291,417899,4
85814459,412637,17
96952207,761221,23
80789369,690877,11
39434059,918133,12
39178498,816609,7
20099417,496444,18
10881545,935719,28
29122990,959448,6
19520941,399580,16
63191899,110751,22
26068940,346845,22
45874787,890737,11
91220927,757170,16
31200334,465672,21
70139240,472520,10
23020019,858277,21
57350169,235944,2
39736459,668523,10
56376598,994027,28
49965648,177524,9
24836080,812146,1
15528856,277133,1
78157742,993500,26
45977385,760272,4
58435830,731148,24
60156992,460299,28
67795349,182771,18
42114004,982052,24
62484771,681538,14
18198951,689396,1
44371923,823756,13
99984368,418093,6
27285051,407718,23
55314847,311863,10
70494145,182810,1
85084721,879580,20
17822724,522745,18
44085691,674624,26
89697609,643347,7
69957375,932067,13
99417252,603282,1
67793267,641421,30
37986631,147912,19
14418698,922928,22
50371040,783989,3
44329676,355169,11
30677479,436589,18
43878129,616628,21
20639683,381731,17
50406813,823564,28
47790607,935034,11
84423736,624668,2
74636023,345416,1
80713128,428113,1
51640297,674391,7
72217894,131932,21
91671093,581584,3
50819320,733329,7
40163591,119642,23
77151815,946096,14
75578196,821266,28
59085281,374490,25
75953760,684175,29
27054799,601941,2
57111970,290324,27
30403477,342566,20
70375503,195622,5
59710132,208260,26
42295463,276132,10
10185957,213512,20
61973685,643353,24
81744376,604440,30
46800092,992514,13
15730084,748694,7
54619295,829794,22
10384889,149602,11
14658812,257438,30
16238331,482645,25
47078141,169413,16
96345327,797153,9
41886649,346540,6
87259756,977375,23
76595282,929316,6
43857819,103759,28
70145068,879713,1
55278355,980220,30
85091534,822962,25
92263586,159566,7
97039836,377938,20
61408509,966106,25
26018606,818845,12
16302911,429119,28
19915861,840237,3
49364112,263013,26
23933434,279066,21
32262710,676397,30
18515223,380256,29
43828494,226234,2
66664702,741463,12
18959446,199189,27
84462406,158502,1
32562101,406524,16
14713264,300329,12
57094760,206319,14
99483122,322100,7
70937623,792797,13
36053962,897780,2
50717473,472042,18
70524888,288900,2
18431551,579996,21
80856165,480876,18
75271470,145909,11
32387740,872407,3
15741469,257056,13
38506717,210496,23
46417889,570953,20
45209527,896470,16
66425038,866264,20
38898562,565805,10
45848334,816892,10
51221206,260975,1
62324935,993521,7
83070096,205597,17
67062226,792685,21
91010565,504286,16
65321761,228201,7
12575070,647314,17
76728386,396145,14
28498066,618172,23
12455558,227235,14
90782364,851322,1
90782519,150518,6
63797760,364702,1
93509462,145123,24
51824114,253761,20
41474775,931275,1
17715711,252657,15
72321949,345015,15
46067388,345896,14
79361328,640027,18
77234185,358268,26
25825226,629355,8
74344482,901397,19
97972027,540019,3
81481475,711544,18
94555820,408265,23
20476944,458432,12
49668694,534251,6
75147843,114867,26
42303844,351035,15
61639660,988236,24
28008750,510941,22
64355827,825836,6
73671653,611509,4
69222023,971974,9
48068122,906690,17
18776812,631458,18
50796252,789878,25
24087643,556924,7
41877795,497063,10
14048622,672185,11
88512978,942744,3
17108874,264328,15
45680919,109969,29
51889766,576236,2
47215374,372376,11
13577163,355512,12
30688302,692552,28
84948744,951133,18
13911322,534820,27
70223917,316263,14
11794856,800055,1
59674862,385064,13
22885367,390143,14
71536008,891767,22
49044595,788400,4
12253277,921279,20
18098418,157520,25
48915869,139625,6
12981782,105835,3
45951177,457991,25
41888386,465672,20
73968153,941215,18
14206889,360735,30
53666648,485373,6
21728164,281566,17
37310292,369427,15
61546314,368226,30
17375865,354490,19
13620167,939118,16
32041799,139114,1
36282753,199239,10
54342868,420438,6
59627030,191940,18
73582072,459272,9
35391443,231026,15
34521069,248759,19
93330388,519322,5
59217654,675851,14
66602329,966424,11
64208535,468462,7
72051280,184545,23
26028457,652147,13
83775992,362199,23
78389836,339990,21
40390734,774797,2
43975447,174286,29
95010655,194341,12
47750923,740936,14
44386381,740115,14
22330970,213076,14
68141626,578512,22
37639372,531015,23
11680160,718595,26
48063562,707129,24
24882608,278060,22
81212366,969628,25
24335544,730627,23
79413215,199928,19
68702877,448382,18
73050283,739312,26
55944664,616174,11
89221468,713750,24
72291184,224170,30
92297279,364828,10
88362802,916621,17
17303540,211511,24
47522182,121896,15
70304309,369304,27
50894790,447968,1
73008710,113929,2
43282464,306977,1
64847500,846930,9
42904478,947242,26
75527575,481416,4
69570837,555462,11
66907760,618933,8
37368414,641598,3
92599356,266367,18
50335212,957044,26
24484572,678965,10
34001170,521092,30
86684590,468462,22
50649051,474726,29
29222135,539017,14
14461981,466377,17
81414460,686374,6
37092278,339838,20
53027092,277184,27
17142673,747295,19
68238717,708647,12
91661960,929193,15
38148475,718338,14
42801579,932042,21
46216072,504286,1
10944974,587659,22
85049093,453964,18
57200031,988443,14
21077642,761046,28
77282936,103973,9
74019339,593394,30
52276634,585981,25
61144280,227235,5
19039758,496440,18
24772972,251137,3
20411589,340270,6
11620275,626398,15
92103573,308150,25
44677136,871820,30
74347282,792924,18
50371181,281202,28
17051876,470549,4
92644938,729294,20
52462025,746916,15
59842205,855955,20
17802449,156050,22
59192737,522554,15
87322691,766965,9
19487726,949863,7
53506046,316641,5
90076313,916070,12
73443987,805978,14
85327022,602602,5
15119251,589056,6
10303618,566554,17
47750850,485961,28
93790858,213573,18
18683892,176207,21
28156832,946656,12
13071665,392621,8
88234506,705230,30
71485152,297277,6
49256087,371054,16
92934497,473594,9
37741447,600153,4
53993976,687851,20
55336871,493609,11
77947181,520034,13
22099539,940289,27
68964208,507842,11
32620170,849843,22
96619254,723662,15
58018240,641630,5
14683335,718503,6
64558808,781090,3
66690966,498200,14
73673928,178126,11
43938376,277426,7
19622477,734012,22
75078103,432829,27
13809393,736013,24
19837761,841630,25
25585771,833270,21
84383104,532923,11
81178040,661292,20
96757624,254196,4
80661987,512711,9
98014859,166533,20
96178840,474566,9
30020767,141235,3
61672160,540179,5
43234840,970109,17
13497158,621471,20
78293790,220835,27
61966833,682354,24
80898528,594321,21
92945284,754066,12
98358986,182005,19
37107847,581475,23
36159381,818901,9
45383412,578559,10
16376421,291290,21
38502206,309465,20
71829989,435261,23
70098854,378595,13
36529091,801178,20
87860295,623418,3
81947031,564104,20
86623468,971795,28
99010819,873517,13
62334071,758401,3
19564249,914008,7
15448290,260214,15
57705549,876339,21
54868320,989388,12
81112733,493943,1
36280499,347567,29
78658525,529429,20
98323168,248288,13
14762630,717254,9
29526090,443792,29
13535224,167296,10
80577709,630775,2
50093753,245992,16
21730676,675340,11
40575391,923430,26
72284652,890873,18
25187860,458380,5
31043232,469673,15
67533178,668304,18
33185359,916476,23
97658677,587168,27
54429542,232200,21
91845031,659705,6
55769024,849769,30
15571248,323125,17
66371346,642342,18
79937013,997037,27
77617773,797483,22
78476587,652940,15
99685654,464489,1
16617133,431554,3
80591698,373864,29
30488028,728827,5
70285533,880750,24
34907849,594239,1
11096658,458424,8
40461343,466052,21
45954730,624668,17
89782452,721553,21
28059193,988776,19
15576255,912177,13
67493646,713261,23
14897107,445378,11
92111035,417721,23
12575245,342467,28
21765607,281164,20
41039543,286326,8
93282118,615968,1
80540622,396275,21
54967087,700924,9
81826284,547202,21
70913768,697082,16
95656267,674965,9
31627540,626415,15
38577997,303392,12
81743560,128210,14
96051605,876456,18
21831802,205453,3
49722702,209394,13
66194238,952870,14
44220843,638214,11
43032275,523410,23
12553201,900737,19
11271275,837632,28
73807874,354456,12
93889764,115476,22
33773845,505839,10
32460521,770061,1
21604984,815317,13
57433514,982148,2
99568346,556491,26
41267678,401364,8
72044295,105797,30
41154013,210045,24
54057785,238922,30
35784863,543318,14
22878426,730466,6
55109022,918576,24
34045225,614903,4
90608500,876362,19
99732248,990069,24
51327827,549140,4
67607642,828873,1
11626217,590865,30
64254346,659502,29
87750096,758953,26
75903253,453448,2
19189043,975032,8
52004814,299768,6
50103681,784465,1
63099701,989684,22
24730306,819690,7
29822158,945675,5
45422144,129808,14
23079626,965608,12
11245260,570691,4
99635928,749308,26
42933175,104562,27
47521695,415139,7
73966138,347710,26
32831549,529429,17
78839190,899630,11
11505109,460299,3
99495910,133540,3
88687443,412133,10
89104265,514754,12
90108031,348437,14
15168453,884381,8
31667740,918474,30
17746954,512337,5
72004513,412988,16
36682332,591969,29
73347210,514754,13
19668254,243000,25
32578706,104716,10
83032713,909209,5
47502293,335884,20
90394692,507094,30
42848106,984102,7
70965915,432966,9
26004099,706307,30
71389005,855496,20
68321590,394265,21
35258408,935404,15
80675498,765027,15
35364093,823756,16
42960346,415468,4
40749829,516548,24
61435738,314841,20
84253682,444918,30
42164416,180724,22
88214112,672160,2
47602636,854458,13
30749099,664333,25
88128178,417721,27
19379886,293834,19
80556213,591863,1
14061374,859431,28
66181560,602734,19
17177414,127547,22
44797667,595557,27
44081368,939662,22
87447892,428521,3
97352190,401544,29
78355445,755126,23
98127537,534229,22
29716919,274170,30
56755509,270138,6
90795570,819011,10
57714113,745278,27
62715105,656537,23
44358506,503930,17
17857244,484310,24
56892390,761654,30
34470083,831003,3
43832817,342467,27
43712628,503520,10
92984005,484310,11
78587524,132986,20
92807289,902348,11
78481607,593795,24
47028839,190484,16
14513362,327730,21
23412145,547074,13
68772701,308241,10
49873494,164337,30
12253672,172489,6
64674905,923371,25
95490144,126482,18
40209585,327411,1
41219945,225632,9
78244214,195985,4
72570383,256812,11
72711921,300090,28
23584699,796008,2
10693477,150296,20
18473677,747404,28
18197238,197154,19
51789040,269543,25
23130167,320821,18
43333978,740651,21
30805067,744644,29
26395375,464489,17
52505762,718188,7
72578588,982148,5
30593010,371483,23
48324960,340026,7
39027411,246724,4
85683922,927509,2
28784751,943067,5
72201141,145970,17
90876306,417605,16
56141984,461298,27
17202555,859639,26
75552882,606257,8
13060875,223393,29
73813041,561464,24
60407753,280985,14
91017922,851970,20
61421631,572190,23
85094500,251974,2
58643678,970321,9
20530304,159147,23
54855560,183127,5
17557525,360117,13
72022689,260783,19
90489528,756027,1
55460776,789080,29
86557835,411906,4
65513621,437799,30
26517958,158144,15
13793665,271457,27
49201835,207466,8
55920327,311427,24
38956810,473781,26
47762714,134886,16
25831415,271622,5
16932609,310887,23
61659686,846324,20
59884234,838087,26
50878179,646290,14
49881752,692079,19
39682144,774155,9
61635270,224116,25
66047303,817809,23
73149745,795260,2
74233034,106014,22
71165742,828568,22
10421301,700440,4
10428807,758872,10
60512779,134585,10
23722920,536655,8
69655650,633266,2
12422136,600738,29
89340262,890088,5
42654461,225508,16
85257149,789403,30
42177637,411906,19
90526287,860398,8
90742913,816452,23
43706680,471493,12
58403456,911320,2
24218867,334751,28
96543942,693398,8
58332168,524808,20
13763621,355339,2
42192594,645530,2
55113305,166128,22
10033718,251784,30
78835492,867652,9
84009046,601094,4
93731594,982148,25
63064055,277200,30
28729125,861212,3
35082955,472028,25
71500526,729877,10
84670025,447555,2
84477575,662965,28
58383417,813182,7
99512791,607205,14
66380481,447255,30
43744943,831432,23
67838012,200474,30
69396259,297039,19
44947460,471207,28
39935130,736013,25
56247049,341469,18
48511659,520473,30
82555855,691894,4
12053195,645301,3
35522182,953155,24
81490971,570691,9
15541074,287533,25
46311435,816490,7
99196771,730645,27
25067186,386533,13
66976487,347824,27
40220705,517006,25
55327788,689893,9
48725134,118749,28
73188245,483497,18
45298793,597910,30
56767370,130890,4
45253257,885033,27
30097676,206239,11
89531716,752055,27
28669086,405687,3
68546122,397598,30
17300098,237335,18
34915528,170330,28
75936450,488395,15
25911813,383017,16
69980144,608501,21
70739867,138770,13
79733970,340026,8
44928369,196185,3
31007964,356123,1
49565164,110714,22
88179142,202300,17
61994513,905557,26
51350191,693739,12
16993453,562405,22
38375346,108324,21
47691172,199322,26
71132618,235378,4
60391542,524454,27
53882791,223377,29
96841838,931275,11
21891593,655917,24
95787607,369427,16
56904329,245388,7
23975952,256394,1
68167117,877247,26
96988557,466362,24
95938276,594130,10
94966188,917648,24
11502986,302692,25
68156080,300464,16
43465735,700849,27
77744165,959586,12
10654142,696567,22
92098008,466487,8
41824963,171465,17
83913099,411038,20
56506533,970150,30
18136011,224527,15
30325329,488688,21
89512545,961451,1
46082625,384965,26
92669711,431338,26
32891967,973864,26
13351470,277862,11
97052306,711182,27
90685151,789316,5
86447056,952698,5
64044444,321948,1
89359882,920378,8
68890398,244906,4
53719305,629695,6
42410951,150666,30
69158423,867652,7
97985240,787389,15
12893621,265589,27
97410648,462845,6
76922681,863466,24
16996935,520565,26
18477233,455056,22
68639537,379972,4
49427743,447975,12
60447273,925731,6
57964274,575815,5
26776245,941250,3
51122959,970706,22
18522467,466805,5
98754499,470331,11
32045416,293380,8
49375711,755389,11
49813979,593998,6
57160192,281202,18
63594872,555018,6
84582023,275972,11
14070719,666744,1
82859318,177243,18
32328366,923930,2
81890949,147912,1
14718930,872152,11
44852070,596422,26
74253439,453448,28
39548732,368324,1
47344124,190764,23
14393258,707129,16
16859977,627630,7
93896701,668583,3
99730602,763226,25
38123728,661928,6
55835085,533989,20
42840341,478722,30
93458151,308084,29
41749415,559250,28
34162173,729071,4
25647980,728398,29
