DESCRIPTION,CAMPAIGN,START_DAY,END_DAY
T02792,2,278,334
T02793,3,43,75
T02794,4,580,624
T02795,5,44,71
T02796,6,565,594
T02797,7,313,333
T02798,8,3,32
T02799,9,72,92
T02800,10,75,112
T02801,11,365,410
T02802,12,653,697
T02803,13,56,74
T02804,14,552,580
T02805,15,13,70
T02806,16,675,719
T02807,17,520,553
T02808,18,628,643
T02809,19,517,542
T02810,20,257,293
T02811,21,387,401
T02812,22,636,668
T02813,23,237,260
T02814,24,26,47
T02815,25,202,218
T02816,26,155,177
T02817,27,202,252
T02818,28,655,684
T02819,29,666,702
T02820,30,278,295
T02821,1,253,290
T02822,2,462,481
T02823,3,239,265
T02824,4,574,604
T02825,5,258,303
T02826,6,165,219
T02827,7,479,528
T02828,8,76,98
T02829,9,114,166
T02830,10,400,455
T02831,11,321,375
T02832,12,492,520
T02833,13,379,398
T02834,14,330,386
T02835,15,295,345
T02836,16,390,407
T02837,17,689,727
T02838,18,444,461
T02839,19,459,518
T02840,20,446,486
T02841,21,273,318
T02842,22,93,116
T02843,23,279,306
T02844,24,297,357
T02845,25,415,470
T02846,26,576,604
T02847,27,269,316
T02848,28,335,367
T02849,29,608,651
T02850,30,350,370
T02851,1,337,382
T02852,2,611,658
T02853,3,43,58
T02854,4,322,368
T02855,5,238,261
T02856,6,433,488
T02857,7,599,643
T02858,8,652,681
T02859,9,415,432
T02860,10,445,473
T02861,11,61,79
T02862,12,450,502
T02863,13,533,587
T02864,14,159,218
T02865,15,93,109
T02866,16,630,665
T02867,17,639,664
T02868,18,512,561
T02869,19,250,309
T02870,20,239,264
T02871,21,547,582
T02872,22,640,700
T02873,23,385,434
T02874,24,236,266
T02875,25,326,347
T02876,26,78,119
T02877,27,80,138
T02878,28,57,95
T02879,29,355,374
T02880,30,322,377
T02881,1,97,124
T02882,2,528,551
T02883,3,176,200
T02884,4,426,449
T02885,5,630,656
T02886,6,389,424
T02887,7,524,573
T02888,8,235,266
T02889,9,631,684
T02890,10,396,413
T02891,11,340,363
T02892,12,35,95
T02893,13,310,358
T02894,14,558,581
T02895,15,325,348
T02896,16,390,447
T02897,17,478,535
T02898,18,616,634
T02899,19,198,244
T02900,20,514,551
T02901,21,94,130
T02902,22,516,555
T02903,23,591,623
T02904,24,39,92
T02905,25,306,352
T02906,26,477,495
T02907,27,542,589
T02908,28,141,193
T02909,29,626,645
T02910,30,651,694
T02911,1,547,561
T02912,2,509,548
T02913,3,430,450
T02914,4,372,402
T02915,5,367,426
T02916,6,532,546
T02917,7,674,728
T02918,8,438,458
T02919,9,533,575
T02920,10,54,69
T02921,11,83,110
T02922,12,424,458
T02923,13,71,94
T02924,14,190,204
T02925,15,65,105
T02926,16,208,245
T02927,17,457,496
T02928,18,618,638
T02929,19,246,285
T02930,20,318,373
T02931,21,457,482
T02932,22,340,391
T02933,23,561,597
T02934,24,392,440
T02935,25,277,302
T02936,26,104,163
T02937,27,176,198
T02938,28,525,577
T02939,29,543,577
T02940,30,214,248
T02941,1,258,278
T02942,2,268,297
T02943,3,38,58
T02944,4,654,704
T02945,5,257,282
T02946,6,406,449
T02947,7,239,278
T02948,8,198,221
T02949,9,334,354
T02950,10,363,392
T02951,11,94,110
T02952,12,270,325
T02953,13,230,245
T02954,14,556,571
T02955,15,299,333
T02956,16,227,246
T02957,17,35,51
T02958,18,175,209
T02959,19,625,641
T02960,20,303,345
T02961,21,381,413
T02962,22,493,534
T02963,23,612,631
T02964,24,477,497
T02965,25,226,262
T02966,26,579,613
T02967,27,70,125
T02968,28,520,551
T02969,29,423,474
T02970,30,106,150
T02971,1,154,200
T02972,2,309,353
T02973,3,88,111
T02974,4,463,484
T02975,5,625,677
T02976,6,156,201
T02977,7,176,209
T02978,8,88,140
T02979,9,553,612
T02980,10,499,547
T02981,11,206,235
T02982,12,240,267
T02983,13,57,98
T02984,14,373,409
T02985,15,673,726
T02986,16,462,501
T02987,17,72,101
T02988,18,365,400
T02989,19,135,194
T02990,20,143,157
T02991,21,158,180
T02992,22,455,508
T02993,23,445,465
T02994,24,675,720
T02995,25,468,524
T02996,26,29,45
T02997,27,90,115
T02998,28,547,563
T02999,29,565,601
T03000,30,351,409
T03001,1,70,112
T03002,2,187,242
T03003,3,605,636
T03004,4,560,609
T03005,5,611,660
T03006,6,254,282
T03007,7,118,137
T03008,8,577,623
T03009,9,586,627
T03010,10,564,593
T03011,11,372,405
T03012,12,35,72
T03013,13,142,199
T03014,14,332,387
T03015,15,407,437
T03016,16,22,60
T03017,17,25,79
T03018,18,350,389
T03019,19,315,342
T03020,20,141,193
T03021,21,12,29
T03022,22,524,573
T03023,23,626,661
T03024,24,11,61
T03025,25,71,106
T03026,26,512,569
T03027,27,183,228
T03028,28,334,348
T03029,29,442,500
T03030,30,254,310
T03031,1,423,447
T03032,2,157,209
T03033,3,550,575
T03034,4,166,201
T03035,5,13,49
T03036,6,251,297
T03037,7,401,435
T03038,8,196,215
T03039,9,133,159
T03040,10,324,373
T03041,11,273,320
T03042,12,272,295
T03043,13,63,113
T03044,14,272,291
T03045,15,537,568
T03046,16,303,334
T03047,17,442,501
T03048,18,161,177
T03049,19,275,300
T03050,20,316,351
T03051,21,512,566
T03052,22,600,643
T03053,23,192,234
T03054,24,197,216
T03055,25,249,305
T03056,26,628,652
T03057,27,91,111
T03058,28,659,705
T03059,29,35,81
T03060,30,660,684
T03061,1,681,732
T03062,2,228,276
T03063,3,37,80
T03064,4,282,309
T03065,5,542,577
T03066,6,661,704
T03067,7,177,229
T03068,8,47,75
T03069,9,140,159
T03070,10,675,716
T03071,11,343,364
T03072,12,325,362
T03073,13,438,492
T03074,14,467,496
T03075,15,195,237
T03076,16,385,403
T03077,17,50,93
T03078,18,142,184
T03079,19,480,536
T03080,20,571,630
T03081,21,497,557
T03082,22,428,482
T03083,23,338,393
T03084,24,621,666
T03085,25,241,264
T03086,26,298,338
T03087,27,28,65
T03088,28,680,724
T03089,29,37,73
T03090,30,18,40
T03091,1,93,113
T03092,2,613,635
T03093,3,339,353
T03094,4,379,425
T03095,5,678,705
T03096,6,406,465
T03097,7,534,558
T03098,8,338,356
T03099,9,470,487
T03100,10,654,677
T03101,11,287,342
T03102,12,362,417
T03103,13,380,435
T03104,14,152,190
T03105,15,465,495
T03106,16,446,496
T03107,17,697,726
T03108,18,293,326
T03109,19,195,220
T03110,20,135,159
T03111,21,565,591
T03112,22,457,481
T03113,23,77,103
T03114,24,9,34
T03115,25,689,734
T03116,26,216,241
T03117,27,129,144
T03118,28,309,342
T03119,29,561,593
T03120,30,10,65
T03121,1,26,40
T03122,2,280,316
T03123,3,222,255
T03124,4,296,327
T03125,5,403,428
T03126,6,174,219
T03127,7,619,641
T03128,8,513,531
T03129,9,506,529
T03130,10,496,521
T03131,11,283,312
T03132,12,203,233
T03133,13,479,521
T03134,14,172,229
T03135,15,22,52
T03136,16,546,605
T03137,17,270,302
T03138,18,246,291
T03139,19,393,416
T03140,20,654,703
T03141,21,155,190
T03142,22,695,732
T03143,23,585,637
T03144,24,315,364
T03145,25,296,345
T03146,26,167,212
T03147,27,358,408
T03148,28,397,434
T03149,29,378,430
T03150,30,565,610
T03151,1,445,499
T03152,2,695,745
T03153,3,257,277
T03154,4,244,259
T03155,5,4,50
T03156,6,697,739
T03157,7,96,113
T03158,8,433,456
T03159,9,226,261
T03160,10,623,678
T03161,11,113,152
T03162,12,578,605
T03163,13,111,157
T03164,14,189,245
T03165,15,271,302
T03166,16,396,453
T03167,17,295,346
T03168,18,330,369
T03169,19,393,449
T03170,20,680,715
T03171,21,412,470
T03172,22,425,439
T03173,23,189,245
T03174,24,29,74
T03175,25,437,492
T03176,26,145,176
T03177,27,321,340
T03178,28,244,304
T03179,29,62,113
T03180,30,418,439
T03181,1,145,188
T03182,2,232,264
T03183,3,535,570
T03184,4,493,545
T03185,5,673,706
T03186,6,640,673
T03187,7,77,126
T03188,8,296,354
T03189,9,306,330
T03190,10,447,481
T03191,11,693,724
T03192,12,596,650
T03193,13,328,356
T03194,14,451,467
T03195,15,377,421
T03196,16,360,391
T03197,17,634,666
T03198,18,85,120
T03199,19,525,568
T03200,20,315,346
T03201,21,611,632
T03202,22,350,406
T03203,23,13,38
T03204,24,145,169
T03205,25,611,646
T03206,26,69,117
T03207,27,382,438
T03208,28,576,628
T03209,29,450,488
T03210,30,528,547
T03211,1,77,115
T03212,2,324,360
T03213,3,6,64
T03214,4,535,587
T03215,5,116,149
T03216,6,610,627
T03217,7,537,579
T03218,8,433,485
T03219,9,578,599
T03220,10,381,424
T03221,11,286,335
T03222,12,31,48
T03223,13,310,370
T03224,14,517,573
T03225,15,437,487
T03226,16,45,92
T03227,17,680,694
T03228,18,159,197
T03229,19,510,570
T03230,20,527,550
T03231,21,165,195
T03232,22,587,601
T03233,23,617,646
T03234,24,318,340
T03235,25,512,543
T03236,26,617,659
T03237,27,517,549
T03238,28,469,503
T03239,29,175,199
T03240,30,517,535
T03241,1,380,415
T03242,2,80,114
T03243,3,416,441
T03244,4,653,686
T03245,5,629,682
T03246,6,240,285
T03247,7,144,195
T03248,8,616,650
T03249,9,139,155
T03250,10,280,307
T03251,11,35,55
T03252,12,415,432
T03253,13,296,318
T03254,14,425,453
T03255,15,507,544
T03256,16,640,692
T03257,17,655,699
T03258,18,188,238
T03259,19,519,552
T03260,20,400,454
T03261,21,532,569
T03262,22,521,556
T03263,23,469,509
T03264,24,31,68
T03265,25,18,74
T03266,26,330,374
T03267,27,373,425
T03268,28,590,634
T03269,29,370,429
T03270,30,202,255
T03271,1,168,218
T03272,2,692,711
T03273,3,546,593
T03274,4,641,696
T03275,5,681,701
T03276,6,637,667
T03277,7,42,78
T03278,8,288,334
T03279,9,258,298
T03280,10,367,392
T03281,11,595,614
T03282,12,548,599
T03283,13,200,237
T03284,14,535,552
T03285,15,375,423
T03286,16,203,220
T03287,17,455,493
T03288,18,558,580
T03289,19,695,709
T03290,20,326,356
T03291,21,140,179
T03292,22,25,48
T03293,23,286,317
T03294,24,129,188
T03295,25,124,143
T03296,26,496,555
T03297,27,234,280
T03298,28,289,342
T03299,29,395,418
T03300,30,462,492
T03301,1,256,315
T03302,2,422,471
T03303,3,316,364
T03304,4,373,389
T03305,5,454,469
T03306,6,69,98
T03307,7,310,332
T03308,8,179,207
T03309,9,333,393
T03310,10,325,340
T03311,11,284,317
T03312,12,26,63
T03313,13,512,572
T03314,14,114,131
T03315,15,677,718
T03316,16,133,149
T03317,17,522,577
T03318,18,34,57
T03319,19,4,25
T03320,20,666,686
T03321,21,53,83
T03322,22,91,114
T03323,23,371,417
T03324,24,519,559
T03325,25,46,78
T03326,26,612,667
T03327,27,403,417
T03328,28,140,195
T03329,29,166,200
T03330,30,46,99
T03331,1,172,229
T03332,2,32,53
T03333,3,108,161
T03334,4,555,601
T03335,5,333,368
T03336,6,168,207
T03337,7,88,133
T03338,8,144,191
T03339,9,140,185
T03340,10,42,64
T03341,11,386,407
T03342,12,133,170
T03343,13,578,600
T03344,14,451,502
T03345,15,504,543
T03346,16,5,35
T03347,17,47,72
T03348,18,462,483
T03349,19,546,604
T03350,20,217,231
T03351,21,120,134
T03352,22,51,97
T03353,23,686,717
T03354,24,598,634
T03355,25,151,186
T03356,26,268,284
T03357,27,9,36
T03358,28,374,430
T03359,29,115,171
T03360,30,568,614
T03361,1,659,712
T03362,2,218,249
T03363,3,324,369
T03364,4,394,426
T03365,5,578,611
T03366,6,454,500
T03367,7,678,729
T03368,8,465,518
T03369,9,159,197
T03370,10,684,744
T03371,11,594,648
T03372,12,73,92
T03373,13,415,470
T03374,14,82,122
T03375,15,683,713
T03376,16,399,437
T03377,17,403,459
T03378,18,643,670
T03379,19,189,230
T03380,20,441,469
T03381,21,683,742
T03382,22,83,129
T03383,23,556,578
T03384,24,611,653
T03385,25,516,571
T03386,26,471,509
T03387,27,557,615
T03388,28,154,186
T03389,29,380,427
T03390,30,654,687
T03391,1,519,553
T03392,2,89,128
T03393,3,441,466
T03394,4,437,465
T03395,5,352,394
T03396,6,332,364
T03397,7,523,555
T03398,8,338,363
T03399,9,307,322
T03400,10,355,386
T03401,11,116,156
T03402,12,549,575
T03403,13,205,226
T03404,14,272,297
T03405,15,118,174
T03406,16,316,359
T03407,17,183,238
T03408,18,244,291
T03409,19,34,60
T03410,20,162,204
T03411,21,51,85
T03412,22,341,374
T03413,23,286,300
T03414,24,174,219
T03415,25,303,322
T03416,26,178,208
T03417,27,230,253
T03418,28,7,42
T03419,29,542,593
T03420,30,647,671
T03421,1,31,91
T03422,2,488,541
T03423,3,16,71
T03424,4,268,323
T03425,5,154,192
T03426,6,693,734
T03427,7,99,156
T03428,8,251,289
T03429,9,665,708
T03430,10,426,452
T03431,11,315,369
T03432,12,535,572
T03433,13,136,184
T03434,14,334,391
T03435,15,150,202
T03436,16,323,369
T03437,17,8,35
T03438,18,98,121
T03439,19,27,48
T03440,20,233,257
T03441,21,495,547
T03442,22,408,454
T03443,23,347,384
T03444,24,584,623
T03445,25,330,384
T03446,26,161,179
T03447,27,90,134
T03448,28,502,562
T03449,29,565,580
T03450,30,12,36
T03451,1,513,534
T03452,2,57,91
T03453,3,577,604
T03454,4,620,635
T03455,5,252,269
T03456,6,387,420
T03457,7,126,164
T03458,8,512,568
T03459,9,23,47
T03460,10,85,118
T03461,11,580,605
T03462,12,642,695
T03463,13,57,100
T03464,14,526,552
T03465,15,283,297
T03466,16,103,118
T03467,17,473,516
T03468,18,686,708
T03469,19,360,417
T03470,20,14,36
T03471,21,125,141
T03472,22,600,648
T03473,23,347,398
T03474,24,223,240
T03475,25,649,690
T03476,26,2,48
T03477,27,279,305
T03478,28,521,575
T03479,29,152,205
T03480,30,93,122
T03481,1,383,409
T03482,2,606,637
T03483,3,93,150
T03484,4,665,686
T03485,5,526,570
T03486,6,147,190
T03487,7,279,304
T03488,8,621,647
T03489,9,237,256
T03490,10,477,513
T03491,11,443,461
T03492,12,195,236
T03493,13,203,224
T03494,14,117,154
T03495,15,607,645
T03496,16,664,716
T03497,17,358,412
T03498,18,370,403
T03499,19,609,666
T03500,20,78,121
T03501,21,564,581
T03502,22,560,609
T03503,23,351,386
T03504,24,506,545
T03505,25,242,272
T03506,26,127,186
T03507,27,444,469
T03508,28,383,411
T03509,29,114,155
T03510,30,273,288
T03511,1,664,689
T03512,2,215,257
T03513,3,238,288
T03514,4,223,240
T03515,5,274,311
T03516,6,474,505
T03517,7,100,157
T03518,8,129,182
T03519,9,570,611
T03520,10,22,82
T03521,11,677,736
T03522,12,255,299
T03523,13,492,542
T03524,14,29,64
T03525,15,266,289
T03526,16,327,355
T03527,17,86,130
T03528,18,652,667
T03529,19,133,178
T03530,20,475,520
T03531,21,177,197
T03532,22,645,705
T03533,23,699,742
T03534,24,683,729
T03535,25,576,631
T03536,26,504,564
T03537,27,158,206
T03538,28,465,511
T03539,29,159,197
T03540,30,349,363
T03541,1,49,103
T03542,2,210,229
T03543,3,176,203
T03544,4,383,415
T03545,5,526,554
T03546,6,446,486
T03547,7,161,195
T03548,8,233,286
T03549,9,386,431
T03550,10,116,165
T03551,11,216,239
T03552,12,221,272
T03553,13,337,363
T03554,14,6,29
T03555,15,73,108
T03556,16,345,395
T03557,17,357,382
T03558,18,160,187
T03559,19,607,661
T03560,20,240,260
T03561,21,347,399
T03562,22,679,736
T03563,23,82,98
T03564,24,366,424
T03565,25,96,144
T03566,26,344,360
T03567,27,671,715
T03568,28,581,625
T03569,29,129,153
T03570,30,521,541
T03571,1,51,111
T03572,2,572,623
T03573,3,115,164
T03574,4,517,559
T03575,5,9,56
T03576,6,615,664
T03577,7,342,359
T03578,8,43,60
T03579,9,226,273
T03580,10,561,615
T03581,11,627,647
T03582,12,104,132
T03583,13,132,148
T03584,14,238,277
T03585,15,23,73
T03586,16,405,420
T03587,17,196,224
T03588,18,506,537
T03589,19,577,616
T03590,20,74,98
T03591,21,412,463
T03592,22,2,44
T03593,23,136,196
T03594,24,515,532
T03595,25,482,534
T03596,26,256,314
T03597,27,294,326
T03598,28,440,492
T03599,29,387,439
T03600,30,3,57
T03601,1,593,614
T03602,2,50,74
T03603,3,222,241
T03604,4,592,621
T03605,5,454,505
T03606,6,653,713
T03607,7,691,737
T03608,8,64,95
T03609,9,275,314
T03610,10,3,17
T03611,11,506,556
T03612,12,84,136
T03613,13,259,310
T03614,14,175,202
T03615,15,339,392
T03616,16,677,701
T03617,17,62,87
T03618,18,498,525
T03619,19,684,701
T03620,20,317,367
T03621,21,581,626
T03622,22,543,559
T03623,23,337,371
T03624,24,48,68
T03625,25,305,336
T03626,26,225,239
T03627,27,101,121
T03628,28,69,123
T03629,29,440,485
T03630,30,29,65
T03631,1,108,130
T03632,2,76,93
T03633,3,486,520
T03634,4,252,286
T03635,5,203,239
T03636,6,696,728
T03637,7,699,723
T03638,8,253,294
T03639,9,380,436
T03640,10,216,260
T03641,11,357,394
T03642,12,546,576
T03643,13,622,642
T03644,14,129,183
T03645,15,563,588
T03646,16,394,427
T03647,17,188,221
T03648,18,582,601
T03649,19,276,323
T03650,20,343,396
T03651,21,409,430
T03652,22,520,573
T03653,23,302,341
T03654,24,331,386
T03655,25,546,581
T03656,26,261,321
T03657,27,451,479
T03658,28,634,683
T03659,29,582,611
T03660,30,665,679
T03661,1,86,127
T03662,2,122,147
T03663,3,481,533
T03664,4,146,179
T03665,5,185,223
T03666,6,133,179
T03667,7,82,100
T03668,8,329,344
T03669,9,460,481
T03670,10,431,479
T03671,11,581,603
T03672,12,212,235
T03673,13,121,166
T03674,14,115,134
T03675,15,286,324
T03676,16,476,510
T03677,17,215,231
T03678,18,94,128
T03679,19,499,516
T03680,20,339,375
T03681,21,459,475
T03682,22,106,137
T03683,23,251,307
T03684,24,23,46
T03685,25,454,513
T03686,26,401,443
T03687,27,670,723
T03688,28,674,724
T03689,29,128,184
T03690,30,524,546
T03691,1,281,312
T03692,2,9,40
T03693,3,145,205
T03694,4,546,574
T03695,5,132,162
T03696,6,174,189
T03697,7,43,95
T03698,8,339,370
T03699,9,84,100
T03700,10,521,553
T03701,11,130,182
T03702,12,480,532
T03703,13,417,461
T03704,14,402,434
T03705,15,143,183
T03706,16,256,316
T03707,17,235,294
T03708,18,215,236
T03709,19,208,232
T03710,20,366,406
T03711,21,186,205
T03712,22,178,232
T03713,23,477,508
T03714,24,85,145
T03715,25,319,333
T03716,26,341,378
T03717,27,104,145
T03718,28,685,707
T03719,29,620,663
T03720,30,479,502
T03721,1,628,646
T03722,2,415,436
T03723,3,690,730
T03724,4,603,631
T03725,5,286,336
T03726,6,428,447
T03727,7,472,505
T03728,8,406,436
T03729,9,561,603
T03730,10,641,700
T03731,11,516,541
T03732,12,58,102
T03733,13,676,727
T03734,14,339,399
T03735,15,154,171
T03736,16,511,546
T03737,17,484,499
T03738,18,273,327
T03739,19,394,425
T03740,20,546,603
T03741,21,207,263
T03742,22,474,493
T03743,23,326,353
T03744,24,62,88
T03745,25,499,539
T03746,26,195,252
T03747,27,115,160
T03748,28,285,331
T03749,29,108,167
T03750,30,419,462
T03751,1,259,287
T03752,2,106,129
T03753,3,125,173
T03754,4,185,228
T03755,5,156,192
T03756,6,578,618
T03757,7,466,494
T03758,8,304,360
T03759,9,510,544
T03760,10,196,251
T03761,11,108,152
T03762,12,576,608
T03763,13,84,125
T03764,14,669,699
T03765,15,473,533
T03766,16,347,385
T03767,17,24,76
T03768,18,111,146
T03769,19,480,540
T03770,20,377,408
T03771,21,108,145
T03772,22,466,519
T03773,23,440,461
T03774,24,679,709
T03775,25,156,205
T03776,26,188,216
T03777,27,282,304
T03778,28,561,585
T03779,29,62,115
T03780,30,449,496
T03781,1,515,556
T03782,2,129,152
T03783,3,255,312
T03784,4,334,362
T03785,5,284,344
T03786,6,184,207
T03787,7,123,151
T03788,8,660,683
T03789,9,571,611
T03790,10,549,594
T03791,11,600,656
T03792,12,510,537
T03793,13,169,203
T03794,14,582,631
T03795,15,651,702
T03796,16,398,415
T03797,17,626,676
T03798,18,249,301
T03799,19,289,334
T03800,20,366,414
T03801,21,383,436
T03802,22,519,571
T03803,23,251,284
T03804,24,267,296
T03805,25,156,202
T03806,26,45,65
T03807,27,611,641
T03808,28,691,705
T03809,29,634,666
T03810,30,375,393
T03811,1,450,493
T03812,2,607,622
T03813,3,112,157
T03814,4,77,113
T03815,5,290,336
T03816,6,600,630
T03817,7,580,640
T03818,8,328,345
T03819,9,382,411
T03820,10,395,417
T03821,11,245,286
T03822,12,687,701
T03823,13,453,493
T03824,14,569,593
T03825,15,444,472
T03826,16,456,488
T03827,17,20,58
T03828,18,515,574
T03829,19,334,384
T03830,20,448,478
T03831,21,424,461
T03832,22,142,160
T03833,23,337,381
T03834,24,150,182
T03835,25,551,604
T03836,26,340,378
T03837,27,403,437
T03838,28,288,329
T03839,29,289,316
T03840,30,612,658
T03841,1,579,630
T03842,2,481,538
T03843,3,614,641
T03844,4,5,47
T03845,5,5,19
T03846,6,288,327
T03847,7,420,460
T03848,8,61,121
T03849,9,371,428
T03850,10,168,190
T03851,11,421,441
T03852,12,140,173
T03853,13,497,518
T03854,14,201,216
T03855,15,339,363
T03856,16,4,43
T03857,17,275,334
T03858,18,27,87
T03859,19,577,595
T03860,20,635,690
T03861,21,82,142
T03862,22,462,476
T03863,23,408,449
T03864,24,577,605
T03865,25,326,358
T03866,26,523,575
T03867,27,110,169
T03868,28,671,686
T03869,29,166,225
T03870,30,90,111
T03871,1,272,332
T03872,2,30,81
T03873,3,89,123
T03874,4,321,369
T03875,5,106,145
T03876,6,502,528
T03877,7,536,563
T03878,8,238,290
T03879,9,600,643
T03880,10,2,34
T03881,11,629,676
T03882,12,200,234
T03883,13,418,447
T03884,14,189,233
T03885,15,482,499
T03886,16,220,259
T03887,17,72,123
T03888,18,226,249
T03889,19,517,563
T03890,20,659,719
T03891,21,505,540
T03892,22,141,175
T03893,23,480,521
T03894,24,558,602
T03895,25,357,413
T03896,26,186,225
T03897,27,273,302
T03898,28,449,501
T03899,29,696,741
T03900,30,607,652
T03901,1,346,368
T03902,2,345,378
T03903,3,134,154
T03904,4,472,491
T03905,5,619,640
T03906,6,426,473
T03907,7,274,333
T03908,8,620,678
T03909,9,341,391
T03910,10,571,595
T03911,11,388,415
T03912,12,318,376
T03913,13,599,631
T03914,14,669,703
T03915,15,629,645
T03916,16,334,392
T03917,17,217,260
T03918,18,374,429
T03919,19,690,745
T03920,20,278,328
T03921,21,623,640
T03922,22,283,335
T03923,23,648,683
T03924,24,123,141
T03925,25,262,283
T03926,26,11,30
T03927,27,7,56
T03928,28,631,691
T03929,29,548,591
T03930,30,660,684
T03931,1,385,435
T03932,2,700,715
T03933,3,360,413
T03934,4,315,357
T03935,5,100,126
T03936,6,506,532
T03937,7,607,629
T03938,8,386,444
T03939,9,392,433
T03940,10,603,640
T03941,11,626,672
T03942,12,73,128
T03943,13,543,569
T03944,14,484,543
T03945,15,5,31
T03946,16,594,625
T03947,17,508,536
T03948,18,112,137
T03949,19,641,676
T03950,20,287,340
T03951,21,508,524
T03952,22,508,544
T03953,23,98,130
T03954,24,579,633
T03955,25,507,547
T03956,26,508,541
T03957,27,62,79
T03958,28,157,205
T03959,29,416,461
T03960,30,257,317
T03961,1,98,138
T03962,2,31,74
T03963,3,245,264
T03964,4,598,645
T03965,5,369,385
T03966,6,277,321
T03967,7,545,594
T03968,8,144,179
T03969,9,372,410
T03970,10,431,451
T03971,11,190,238
T03972,12,644,668
T03973,13,305,322
T03974,14,533,556
T03975,15,569,625
T03976,16,463,523
T03977,17,136,178
T03978,18,654,686
T03979,19,39,77
T03980,20,319,364
T03981,21,48,96
T03982,22,539,581
T03983,23,35,65
T03984,24,298,348
T03985,25,84,139
T03986,26,417,473
T03987,27,24,68
T03988,28,196,211
T03989,29,155,199
T03990,30,372,427
T03991,1,546,591
T03992,2,602,632
T03993,3,196,219
T03994,4,11,47
T03995,5,48,63
T03996,6,40,92
T03997,7,682,713
T03998,8,687,714
T03999,9,399,434
T04000,10,612,653
T04001,11,2,47
T04002,12,346,377
T04003,13,354,384
T04004,14,700,725
T04005,15,178,205
T04006,16,218,259
T04007,17,9,49
T04008,18,607,637
T04009,19,198,231
T04010,20,455,477
T04011,21,599,656
T04012,22,438,489
T04013,23,678,706
T04014,24,162,182
T04015,25,338,360
T04016,26,588,646
T04017,27,593,630
T04018,28,588,627
T04019,29,81,123
T04020,30,642,658
T04021,1,521,568
T04022,2,368,399
T04023,3,557,616
T04024,4,116,165
T04025,5,524,546
T04026,6,443,474
T04027,7,619,675
T04028,8,646,660
T04029,9,695,746
T04030,10,257,276
T04031,11,188,225
T04032,12,315,359
T04033,13,143,176
T04034,14,436,463
T04035,15,220,236
T04036,16,202,235
T04037,17,348,396
T04038,18,293,307
T04039,19,602,658
T04040,20,282,308
T04041,21,43,89
T04042,22,585,617
T04043,23,253,307
T04044,24,447,487
T04045,25,431,490
T04046,26,304,349
T04047,27,689,705
T04048,28,341,374
T04049,29,485,505
T04050,30,594,644
T04051,1,409,430
T04052,2,231,289
T04053,3,697,754
T04054,4,48,89
T04055,5,611,648
T04056,6,493,551
T04057,7,53,97
T04058,8,127,155
T04059,9,20,66
T04060,10,30,53
T04061,11,675,730
T04062,12,521,565
T04063,13,544,578
T04064,14,164,209
T04065,15,137,197
T04066,16,274,307
T04067,17,32,72
T04068,18,578,613
T04069,19,197,234
T04070,20,76,121
T04071,21,83,126
T04072,22,128,149
T04073,23,568,614
T04074,24,131,154
T04075,25,80,109
T04076,26,123,165
T04077,27,149,177
T04078,28,385,445
T04079,29,72,99
T04080,30,129,184
T04081,1,558,574
T04082,2,22,38
T04083,3,108,160
T04084,4,343,395
T04085,5,307,321
T04086,6,535,589
T04087,7,486,516
T04088,8,636,672
T04089,9,32,59
T04090,10,209,239
T04091,11,423,465
T04092,12,30,67
T04093,13,470,512
T04094,14,207,246
T04095,15,687,718
T04096,16,116,148
T04097,17,62,87
T04098,18,188,226
T04099,19,619,655
T04100,20,435,460
T04101,21,5,58
T04102,22,279,325
T04103,23,292,351
T04104,24,657,696
T04105,25,82,142
T04106,26,571,588
T04107,27,153,200
T04108,28,523,546
T04109,29,223,273
T04110,30,514,562
T04111,1,300,326
T04112,2,487,531
T04113,3,129,149
T04114,4,76,122
T04115,5,210,264
T04116,6,662,680
T04117,7,569,627
T04118,8,352,371
T04119,9,494,528
T04120,10,670,699
T04121,11,35,88
T04122,12,658,702
T04123,13,170,227
T04124,14,19,49
T04125,15,513,572
T04126,16,415,463
T04127,17,101,150
T04128,18,153,170
T04129,19,288,306
T04130,20,129,181
T04131,21,143,178
T04132,22,42,82
T04133,23,601,650
T04134,24,661,690
T04135,25,183,201
T04136,26,262,320
T04137,27,661,719
T04138,28,283,320
T04139,29,677,731
T04140,30,430,484
T04141,1,572,627
T04142,2,433,460
T04143,3,85,118
T04144,4,420,469
T04145,5,500,514
T04146,6,283,302
T04147,7,100,137
T04148,8,124,164
T04149,9,429,480
T04150,10,347,381
T04151,11,204,257
T04152,12,140,159
T04153,13,549,569
T04154,14,111,168
T04155,15,139,171
T04156,16,403,433
T04157,17,673,720
T04158,18,676,725
T04159,19,49,91
T04160,20,552,600
T04161,21,615,668
T04162,22,52,97
T04163,23,55,98
T04164,24,505,534
T04165,25,23,73
T04166,26,576,605
T04167,27,634,658
T04168,28,182,207
T04169,29,540,563
T04170,30,124,178
T04171,1,7,29
T04172,2,121,157
T04173,3,154,180
T04174,4,276,333
T04175,5,539,572
T04176,6,126,169
T04177,7,112,162
T04178,8,242,264
T04179,9,167,202
T04180,10,459,478
T04181,11,450,492
T04182,12,615,634
T04183,13,528,564
T04184,14,44,83
T04185,15,314,334
T04186,16,609,652
T04187,17,510,538
T04188,18,134,149
