PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT
120541,587,BAKERY,GENERIC,FLUID MILK PRODUCTS,DIET,1 GAL
816266,25,DELI,ORGANIC,CHEESE,CHEDDAR,12 PK
365589,32,DELI,STORE BRAND,BREAD/BAKED GOODS,LASAGNA,1 LB
919457,664,BEVERAGES,STORE BRAND,BEEF,WHOLE MILK,2 LB
216335,172,DAIRY,STORE BRAND,BUTTER/MARGARINE,GROUND BEEF,1 LB
326279,734,DELI,NATIONAL,CHEESE,DIET,500ML
777259,961,MEAT,PRIVATE,CHICKEN,SPAGHETTI,16 OZ
223356,945,DELI,GENERIC,COOKIES,CHEDDAR,12 PK
285468,695,HEALTH,NATIONAL,BREAD/BAKED GOODS,WHITE BREAD,500ML
241960,468,FROZEN,GENERIC,CHIPS,GROUND BEEF,32 OZ
828287,639,HOUSEHOLD,ORGANIC,COOKIES,DIET,250G
394343,714,DELI,ORGANIC,CHICKEN,SPAGHETTI,16 OZ
514259,13,BEAUTY,NATIONAL,BUTTER/MARGARINE,SALTED,32 OZ
200349,244,DELI,ORGANIC,VEGETABLES - CANNED,DIET,500ML
591559,411,PRODUCE,PREMIUM,PASTA,LASAGNA,500ML
401173,608,PRODUCE,STORE BRAND,BUTTER/MARGARINE,CHOCOLATE CHIP,1 LB
856414,903,DELI,PREMIUM,BUTTER/MARGARINE,WHITE BREAD,100G
522915,85,BEVERAGES,STORE BRAND,SOFT DRINKS,WHOLE MILK,32 OZ
864562,839,SEAFOOD,PRIVATE,BEEF,WHITE BREAD,2 LB
741910,66,PRODUCE,GENERIC,SNACKS,POTATO,32 OZ
859593,981,HOUSEHOLD,GENERIC,SNACKS,GROUND,1 GAL
822425,889,DELI,PREMIUM,BREAD/BAKED GOODS,GROUND,6 PK
549725,801,PRODUCE,ORGANIC,BEEF,WHOLE MILK,2 LB
599025,92,DELI,GENERIC,FROZEN MEALS,SALTED,6 PK
195996,679,BEAUTY,NATIONAL,PASTA,CRACKERS,2 LB
955405,61,SEAFOOD,STORE BRAND,PASTA,POTATO,100G
975721,274,PRODUCE,PREMIUM,FROZEN MEALS,LASAGNA,12 PK
539913,969,DAIRY,ORGANIC,FLUID MILK PRODUCTS,SALTED,1 LB
115838,393,SEAFOOD,ORGANIC,CHEESE,CHOCOLATE CHIP,1 LB
315465,662,SEAFOOD,PREMIUM,SNACKS,BONELESS,250G
827454,514,HOUSEHOLD,GENERIC,FROZEN MEALS,GREEK,500ML
447555,368,BEAUTY,PRIVATE,BUTTER/MARGARINE,SALTED,500ML
547898,766,GROCERY,GENERIC,YOGURT,CORN,1 LB
714330,862,FROZEN,NATIONAL,BUTTER/MARGARINE,DIET,500ML
535110,32,FROZEN,PREMIUM,BUTTER/MARGARINE,POTATO,500ML
525046,178,BEVERAGES,ORGANIC,BREAD/BAKED GOODS,POTATO,12 PK
189271,81,DAIRY,NATIONAL,SOFT DRINKS,LASAGNA,6 PK
859315,528,GROCERY,PREMIUM,COOKIES,SPAGHETTI,16 OZ
453448,294,BEVERAGES,ORGANIC,CHICKEN,GREEK,16 OZ
404243,734,HEALTH,PREMIUM,SNACKS,GROUND,2 LB
517388,628,DAIRY,GENERIC,CHIPS,CHEDDAR,250G
235654,808,FLORAL,NATIONAL,FLUID MILK PRODUCTS,CHEDDAR,16 OZ
272998,97,HEALTH,STORE BRAND,BEEF,SPAGHETTI,2 LB
641456,427,FROZEN,NATIONAL,SNACKS,CRACKERS,1 GAL
659845,138,HEALTH,STORE BRAND,VEGETABLES - CANNED,DIET,6 PK
453911,518,GROCERY,NATIONAL,BUTTER/MARGARINE,GROUND BEEF,1 GAL
822684,431,FROZEN,PRIVATE,FROZEN MEALS,CHOCOLATE CHIP,500ML
942069,651,DAIRY,PREMIUM,COFFEE,WHITE BREAD,1 LB
227164,664,GROCERY,STORE BRAND,VEGETABLES - CANNED,CHEDDAR,6 PK
421733,676,HOUSEHOLD,PRIVATE,SNACKS,DIET,12 PK
912350,224,BEVERAGES,GENERIC,SOFT DRINKS,GROUND BEEF,100G
967395,742,BEAUTY,ORGANIC,SNACKS,CHEDDAR,32 OZ
199322,61,HEALTH,ORGANIC,YOGURT,WHITE BREAD,16 OZ
275746,863,HEALTH,GENERIC,FROZEN MEALS,BONELESS,1 GAL
735993,44,DELI,STORE BRAND,SOFT DRINKS,POTATO,32 OZ
878360,902,FROZEN,PRIVATE,FLUID MILK PRODUCTS,BONELESS,500ML
263679,914,FLORAL,PRIVATE,BUTTER/MARGARINE,DIET,2 LB
583688,790,BEAUTY,GENERIC,BEEF,SPAGHETTI,12 PK
947540,132,SEAFOOD,GENERIC,SNACKS,WHOLE MILK,32 OZ
481310,429,FLORAL,ORGANIC,FROZEN MEALS,CORN,2 LB
499334,606,HOUSEHOLD,PRIVATE,YOGURT,GREEK,12 PK
489405,990,MEAT,ORGANIC,CHICKEN,POTATO,100G
564094,375,MEAT,STORE BRAND,CHIPS,GREEK,16 OZ
205597,841,MEAT,ORGANIC,SOFT DRINKS,POTATO,250G
959952,43,BAKERY,NATIONAL,CHIPS,SALTED,1 LB
183482,147,DAIRY,NATIONAL,PASTA,WHOLE MILK,1 LB
750758,308,HOUSEHOLD,PREMIUM,COFFEE,BONELESS,6 PK
957714,253,FROZEN,ORGANIC,FROZEN MEALS,SPAGHETTI,2 LB
736373,976,DAIRY,PRIVATE,YOGURT,BONELESS,32 OZ
923272,327,GROCERY,ORGANIC,BUTTER/MARGARINE,POTATO,16 OZ
468821,959,DAIRY,PREMIUM,CHIPS,LASAGNA,6 PK
664280,871,BEVERAGES,PREMIUM,YOGURT,SPAGHETTI,16 OZ
579996,231,GROCERY,STORE BRAND,COOKIES,CORN,1 LB
800055,754,DELI,ORGANIC,PASTA,POTATO,500ML
721607,228,SEAFOOD,NATIONAL,COOKIES,POTATO,2 LB
149618,985,FROZEN,ORGANIC,PASTA,GROUND BEEF,12 PK
185773,813,FROZEN,ORGANIC,SNACKS,GREEK,32 OZ
313776,815,BAKERY,PRIVATE,PASTA,CORN,1 GAL
306155,744,FROZEN,NATIONAL,YOGURT,CORN,1 GAL
762478,756,BEVERAGES,PREMIUM,BEEF,BONELESS,1 LB
466342,531,PRODUCE,NATIONAL,BEEF,BONELESS,100G
769492,923,GROCERY,NATIONAL,BREAD/BAKED GOODS,SPAGHETTI,16 OZ
158352,146,HOUSEHOLD,GENERIC,VEGETABLES - CANNED,WHITE BREAD,12 PK
520034,192,HEALTH,STORE BRAND,COOKIES,CHEDDAR,500ML
592006,864,PRODUCE,NATIONAL,SOFT DRINKS,CRACKERS,2 LB
628143,171,DELI,PRIVATE,BREAD/BAKED GOODS,CORN,2 LB
829671,503,BAKERY,PRIVATE,YOGURT,GROUND BEEF,2 LB
516548,314,FROZEN,STORE BRAND,SNACKS,WHOLE MILK,2 LB
389053,934,DAIRY,PRIVATE,SNACKS,WHITE BREAD,1 LB
818810,20,PRODUCE,PRIVATE,FLUID MILK PRODUCTS,WHITE BREAD,32 OZ
796586,926,BEVERAGES,PREMIUM,CHICKEN,CRACKERS,500ML
915295,307,DAIRY,PRIVATE,BUTTER/MARGARINE,BONELESS,1 LB
902887,980,BEAUTY,GENERIC,VEGETABLES - CANNED,CRACKERS,1 LB
294752,273,BAKERY,PRIVATE,FROZEN MEALS,DIET,2 LB
302402,337,BAKERY,PREMIUM,SOFT DRINKS,CHOCOLATE CHIP,2 LB
918133,477,BAKERY,PREMIUM,FLUID MILK PRODUCTS,GROUND BEEF,6 PK
992929,535,HOUSEHOLD,STORE BRAND,SNACKS,GROUND,1 LB
468007,637,BAKERY,ORGANIC,CHIPS,BONELESS,500ML
746386,693,BEVERAGES,PREMIUM,BEEF,CORN,500ML
174012,554,HEALTH,PREMIUM,VEGETABLES - CANNED,GROUND BEEF,1 LB
311291,23,BEAUTY,NATIONAL,COFFEE,GROUND BEEF,500ML
850074,701,DELI,PREMIUM,VEGETABLES - CANNED,CORN,1 GAL
479089,631,DAIRY,NATIONAL,BEEF,GREEK,2 LB
524937,832,DELI,ORGANIC,CHEESE,WHITE BREAD,1 LB
563690,968,FROZEN,STORE BRAND,FROZEN MEALS,SALTED,500ML
678684,33,BAKERY,NATIONAL,SOFT DRINKS,LASAGNA,2 LB
595808,266,DAIRY,NATIONAL,BUTTER/MARGARINE,BONELESS,100G
608812,756,DELI,NATIONAL,SOFT DRINKS,SALTED,250G
174957,670,PRODUCE,ORGANIC,COOKIES,CRACKERS,6 PK
417441,484,BEAUTY,GENERIC,CHIPS,GROUND BEEF,1 GAL
234278,856,MEAT,NATIONAL,COFFEE,CRACKERS,1 GAL
587784,921,DELI,PRIVATE,PASTA,SALTED,1 GAL
729489,767,FLORAL,PREMIUM,CHICKEN,CORN,500ML
993757,986,GROCERY,GENERIC,BEEF,SPAGHETTI,6 PK
610645,269,SEAFOOD,NATIONAL,CHIPS,WHOLE MILK,1 LB
331848,562,PRODUCE,GENERIC,VEGETABLES - CANNED,BONELESS,1 LB
149443,5,SEAFOOD,PREMIUM,FLUID MILK PRODUCTS,GREEK,100G
601696,231,SEAFOOD,PREMIUM,YOGURT,SPAGHETTI,500ML
168285,640,HEALTH,PRIVATE,PASTA,CHEDDAR,500ML
434625,182,DAIRY,STORE BRAND,CHEESE,CHEDDAR,100G
597874,425,FLORAL,GENERIC,COFFEE,GREEK,6 PK
384455,125,HEALTH,ORGANIC,BEEF,CHOCOLATE CHIP,6 PK
232255,345,HEALTH,GENERIC,PASTA,CRACKERS,32 OZ
540490,211,HOUSEHOLD,NATIONAL,BEEF,WHITE BREAD,250G
727023,335,BEAUTY,ORGANIC,FLUID MILK PRODUCTS,GROUND,16 OZ
811936,718,DAIRY,PRIVATE,SNACKS,CHOCOLATE CHIP,16 OZ
507926,9,PRODUCE,GENERIC,YOGURT,SPAGHETTI,100G
732157,456,BEAUTY,NATIONAL,FLUID MILK PRODUCTS,CRACKERS,2 LB
308653,361,HEALTH,NATIONAL,PASTA,SALTED,6 PK
372668,505,BAKERY,NATIONAL,BREAD/BAKED GOODS,DIET,16 OZ
415193,729,BEAUTY,ORGANIC,CHICKEN,SALTED,6 PK
466052,609,BEAUTY,STORE BRAND,YOGURT,WHOLE MILK,6 PK
789080,340,BEAUTY,GENERIC,PASTA,LASAGNA,1 GAL
311427,397,HEALTH,PREMIUM,COOKIES,WHITE BREAD,100G
505839,479,HEALTH,PRIVATE,CHICKEN,CORN,2 LB
866073,625,MEAT,NATIONAL,COOKIES,DIET,1 GAL
188926,598,HEALTH,STORE BRAND,VEGETABLES - CANNED,BONELESS,16 OZ
129665,6,GROCERY,ORGANIC,CHEESE,DIET,32 OZ
430215,603,BAKERY,NATIONAL,VEGETABLES - CANNED,BONELESS,2 LB
185517,9,DELI,GENERIC,SNACKS,CHOCOLATE CHIP,6 PK
303396,633,MEAT,PREMIUM,COFFEE,LASAGNA,6 PK
672191,938,BEAUTY,GENERIC,FROZEN MEALS,CRACKERS,500ML
186395,15,HOUSEHOLD,STORE BRAND,FLUID MILK PRODUCTS,SALTED,2 LB
130314,690,BEVERAGES,STORE BRAND,FLUID MILK PRODUCTS,WHOLE MILK,16 OZ
207516,355,SEAFOOD,PRIVATE,VEGETABLES - CANNED,BONELESS,100G
451214,201,SEAFOOD,PREMIUM,SOFT DRINKS,SPAGHETTI,2 LB
853696,49,GROCERY,PRIVATE,SOFT DRINKS,BONELESS,100G
462314,817,FROZEN,PREMIUM,BUTTER/MARGARINE,POTATO,250G
217106,837,BEVERAGES,PREMIUM,CHICKEN,CHOCOLATE CHIP,100G
501939,813,MEAT,GENERIC,FLUID MILK PRODUCTS,DIET,1 GAL
347710,746,FROZEN,PREMIUM,CHICKEN,GROUND BEEF,16 OZ
425655,528,BEAUTY,NATIONAL,CHEESE,BONELESS,6 PK
178062,581,DELI,GENERIC,FROZEN MEALS,DIET,12 PK
760688,418,BAKERY,STORE BRAND,COOKIES,CHOCOLATE CHIP,250G
450766,742,HEALTH,NATIONAL,SOFT DRINKS,CRACKERS,32 OZ
460683,926,FROZEN,ORGANIC,SNACKS,CHOCOLATE CHIP,6 PK
446365,6,BAKERY,ORGANIC,YOGURT,CHOCOLATE CHIP,1 LB
225378,494,DAIRY,ORGANIC,BEEF,BONELESS,500ML
234573,413,BAKERY,GENERIC,COOKIES,GREEK,1 LB
309463,588,FLORAL,GENERIC,SOFT DRINKS,SPAGHETTI,1 LB
909610,989,MEAT,ORGANIC,COFFEE,CHEDDAR,1 LB
402696,925,FROZEN,GENERIC,BUTTER/MARGARINE,CHOCOLATE CHIP,32 OZ
273635,400,BEVERAGES,GENERIC,VEGETABLES - CANNED,GROUND BEEF,250G
944129,19,BEVERAGES,ORGANIC,CHICKEN,DIET,16 OZ
291227,480,PRODUCE,NATIONAL,BEEF,LASAGNA,250G
943338,571,BEVERAGES,STORE BRAND,YOGURT,CHEDDAR,2 LB
702754,675,FLORAL,STORE BRAND,CHICKEN,CHOCOLATE CHIP,100G
930039,682,HEALTH,PRIVATE,COFFEE,GROUND,2 LB
984944,541,BAKERY,STORE BRAND,SOFT DRINKS,LASAGNA,100G
832825,769,HEALTH,STORE BRAND,BEEF,CORN,250G
541831,627,DELI,GENERIC,COOKIES,CRACKERS,500ML
386901,868,BAKERY,STORE BRAND,CHEESE,CHOCOLATE CHIP,250G
271393,15,GROCERY,STORE BRAND,BUTTER/MARGARINE,POTATO,12 PK
666645,428,BEVERAGES,STORE BRAND,VEGETABLES - CANNED,LASAGNA,6 PK
726916,185,SEAFOOD,NATIONAL,COFFEE,SPAGHETTI,16 OZ
275972,4,DAIRY,PRIVATE,FLUID MILK PRODUCTS,GREEK,32 OZ
223415,281,GROCERY,NATIONAL,CHICKEN,LASAGNA,12 PK
541939,689,FLORAL,NATIONAL,CHIPS,GROUND,250G
449052,374,SEAFOOD,STORE BRAND,PASTA,CHEDDAR,1 LB
171660,579,HOUSEHOLD,NATIONAL,BUTTER/MARGARINE,SALTED,500ML
990918,62,HEALTH,STORE BRAND,FROZEN MEALS,GROUND,2 LB
961449,496,HEALTH,PREMIUM,SNACKS,LASAGNA,250G
549085,888,BEVERAGES,ORGANIC,COFFEE,CRACKERS,1 GAL
122636,848,DELI,PRIVATE,SNACKS,CHOCOLATE CHIP,32 OZ
998394,538,BEVERAGES,NATIONAL,BREAD/BAKED GOODS,BONELESS,1 GAL
458995,294,SEAFOOD,STORE BRAND,FLUID MILK PRODUCTS,GROUND,2 LB
105835,401,DELI,ORGANIC,FLUID MILK PRODUCTS,CHOCOLATE CHIP,6 PK
572298,333,BEVERAGES,PRIVATE,VEGETABLES - CANNED,CHOCOLATE CHIP,2 LB
959120,989,BEVERAGES,PREMIUM,BUTTER/MARGARINE,GROUND BEEF,500ML
373134,589,FLORAL,ORGANIC,YOGURT,CHOCOLATE CHIP,16 OZ
192516,551,BEVERAGES,GENERIC,CHIPS,SALTED,2 LB
853523,131,FROZEN,ORGANIC,CHEESE,CHEDDAR,16 OZ
479046,275,FLORAL,ORGANIC,BEEF,GROUND BEEF,32 OZ
104136,479,SEAFOOD,PREMIUM,SNACKS,SPAGHETTI,100G
583341,835,PRODUCE,NATIONAL,CHEESE,CRACKERS,32 OZ
285706,864,FROZEN,NATIONAL,CHEESE,GROUND,6 PK
335534,300,BEAUTY,NATIONAL,FROZEN MEALS,GREEK,100G
648660,611,SEAFOOD,GENERIC,SOFT DRINKS,CRACKERS,32 OZ
786333,300,HEALTH,PRIVATE,CHIPS,GROUND,2 LB
785765,708,PRODUCE,PREMIUM,FROZEN MEALS,LASAGNA,1 LB
719003,828,DAIRY,GENERIC,YOGURT,SALTED,6 PK
454759,210,GROCERY,STORE BRAND,CHEESE,GREEK,32 OZ
405931,161,PRODUCE,ORGANIC,VEGETABLES - CANNED,DIET,100G
273738,298,SEAFOOD,PRIVATE,SOFT DRINKS,CRACKERS,500ML
671123,8,MEAT,PRIVATE,SNACKS,GROUND,1 GAL
563100,238,GROCERY,STORE BRAND,FLUID MILK PRODUCTS,BONELESS,32 OZ
443121,113,GROCERY,GENERIC,CHIPS,GROUND,250G
884897,236,GROCERY,PRIVATE,VEGETABLES - CANNED,CRACKERS,16 OZ
627028,820,PRODUCE,PREMIUM,FROZEN MEALS,GROUND,16 OZ
247243,598,HOUSEHOLD,GENERIC,BEEF,CRACKERS,500ML
697897,755,FROZEN,PREMIUM,YOGURT,GROUND BEEF,32 OZ
872539,159,PRODUCE,NATIONAL,VEGETABLES - CANNED,GROUND,16 OZ
358334,615,DELI,GENERIC,FROZEN MEALS,WHOLE MILK,1 LB
872793,780,HOUSEHOLD,STORE BRAND,PASTA,CHEDDAR,100G
120136,685,PRODUCE,ORGANIC,PASTA,SPAGHETTI,16 OZ
976931,829,HEALTH,PRIVATE,FLUID MILK PRODUCTS,CORN,6 PK
818140,168,HOUSEHOLD,PREMIUM,SOFT DRINKS,LASAGNA,2 LB
948463,263,MEAT,STORE BRAND,YOGURT,CHEDDAR,1 LB
965356,127,BEAUTY,PRIVATE,FLUID MILK PRODUCTS,SALTED,1 GAL
826253,496,GROCERY,STORE BRAND,CHICKEN,POTATO,16 OZ
402540,607,GROCERY,PREMIUM,YOGURT,CHEDDAR,2 LB
826943,551,DAIRY,ORGANIC,FROZEN MEALS,GROUND,32 OZ
256944,845,HOUSEHOLD,NATIONAL,VEGETABLES - CANNED,CHEDDAR,1 GAL
903134,531,MEAT,ORGANIC,CHEESE,GREEK,100G
775493,399,HOUSEHOLD,PRIVATE,PASTA,CHEDDAR,500ML
134471,779,BEVERAGES,PRIVATE,PASTA,DIET,32 OZ
622063,172,FLORAL,PRIVATE,FROZEN MEALS,GROUND BEEF,500ML
838746,542,HEALTH,PRIVATE,BREAD/BAKED GOODS,WHITE BREAD,1 LB
183939,242,FROZEN,STORE BRAND,COFFEE,GROUND BEEF,2 LB
112640,778,DELI,STORE BRAND,YOGURT,POTATO,12 PK
358554,697,HOUSEHOLD,GENERIC,VEGETABLES - CANNED,WHITE BREAD,1 GAL
227235,439,MEAT,STORE BRAND,CHEESE,CHOCOLATE CHIP,1 GAL
384546,252,DAIRY,PREMIUM,PASTA,GROUND,2 LB
260858,574,HEALTH,PRIVATE,COOKIES,GROUND BEEF,12 PK
230313,719,HEALTH,GENERIC,BEEF,WHOLE MILK,16 OZ
134429,65,DAIRY,PRIVATE,SNACKS,POTATO,32 OZ
501896,835,FROZEN,STORE BRAND,FROZEN MEALS,BONELESS,16 OZ
463693,13,GROCERY,GENERIC,FLUID MILK PRODUCTS,WHOLE MILK,32 OZ
331476,885,BEAUTY,PRIVATE,BEEF,LASAGNA,12 PK
911849,943,GROCERY,PRIVATE,BUTTER/MARGARINE,CHEDDAR,16 OZ
754115,647,SEAFOOD,NATIONAL,PASTA,SALTED,1 GAL
134056,969,DELI,STORE BRAND,SOFT DRINKS,GROUND,500ML
341770,384,SEAFOOD,PREMIUM,YOGURT,POTATO,2 LB
724985,737,GROCERY,PRIVATE,PASTA,LASAGNA,16 OZ
181451,646,HOUSEHOLD,PREMIUM,COFFEE,CORN,2 LB
440226,972,SEAFOOD,PREMIUM,YOGURT,CRACKERS,1 GAL
729488,977,DAIRY,STORE BRAND,COFFEE,DIET,1 GAL
444918,786,BAKERY,GENERIC,SNACKS,POTATO,250G
748694,252,BAKERY,PRIVATE,COFFEE,CHOCOLATE CHIP,1 GAL
525173,609,BEAUTY,STORE BRAND,FLUID MILK PRODUCTS,WHITE BREAD,16 OZ
969524,434,BAKERY,GENERIC,SNACKS,GREEK,16 OZ
155935,795,FLORAL,STORE BRAND,PASTA,GROUND,32 OZ
770061,320,HOUSEHOLD,PRIVATE,BUTTER/MARGARINE,CORN,16 OZ
351536,697,GROCERY,PREMIUM,BREAD/BAKED GOODS,LASAGNA,250G
900549,962,BAKERY,PREMIUM,BUTTER/MARGARINE,SALTED,1 LB
665098,577,BEVERAGES,STORE BRAND,FROZEN MEALS,DIET,2 LB
396546,843,SEAFOOD,PRIVATE,BREAD/BAKED GOODS,GROUND,100G
402862,881,BAKERY,NATIONAL,BREAD/BAKED GOODS,GROUND,250G
467773,96,BAKERY,NATIONAL,SOFT DRINKS,GREEK,1 LB
613867,156,FROZEN,NATIONAL,BEEF,SPAGHETTI,250G
793117,99,FLORAL,PRIVATE,SNACKS,WHOLE MILK,1 LB
139928,724,PRODUCE,ORGANIC,CHEESE,CRACKERS,6 PK
981655,216,HEALTH,ORGANIC,CHICKEN,WHOLE MILK,1 LB
841425,240,PRODUCE,PRIVATE,COOKIES,CORN,500ML
428283,605,DAIRY,PREMIUM,YOGURT,WHOLE MILK,1 GAL
428113,582,HEALTH,PRIVATE,CHIPS,DIET,250G
654930,737,DAIRY,PREMIUM,YOGURT,LASAGNA,1 GAL
793706,3,BEAUTY,PRIVATE,FROZEN MEALS,WHOLE MILK,250G
747430,9,GROCERY,ORGANIC,COFFEE,CRACKERS,250G
874192,371,PRODUCE,NATIONAL,VEGETABLES - CANNED,WHITE BREAD,16 OZ
761912,831,FLORAL,NATIONAL,CHICKEN,CRACKERS,2 LB
355683,570,GROCERY,STORE BRAND,SOFT DRINKS,CORN,32 OZ
884478,607,BAKERY,NATIONAL,CHEESE,SPAGHETTI,6 PK
468809,530,DELI,STORE BRAND,BREAD/BAKED GOODS,SPAGHETTI,1 LB
177856,756,BEAUTY,STORE BRAND,PASTA,CHOCOLATE CHIP,1 GAL
553090,804,SEAFOOD,PRIVATE,BUTTER/MARGARINE,POTATO,1 GAL
584453,263,GROCERY,STORE BRAND,FROZEN MEALS,GROUND BEEF,16 OZ
460235,731,DAIRY,ORGANIC,SNACKS,CHOCOLATE CHIP,16 OZ
119771,352,MEAT,PREMIUM,BEEF,SALTED,6 PK
150741,314,HEALTH,PRIVATE,BEEF,POTATO,500ML
399582,932,FROZEN,NATIONAL,COOKIES,SALTED,6 PK
472065,231,SEAFOOD,STORE BRAND,BEEF,LASAGNA,32 OZ
528307,943,HEALTH,NATIONAL,PASTA,SPAGHETTI,1 GAL
187825,390,DAIRY,ORGANIC,PASTA,GROUND BEEF,500ML
497880,730,DELI,STORE BRAND,CHEESE,GROUND,2 LB
493692,761,BEAUTY,GENERIC,COOKIES,GREEK,6 PK
391600,745,FLORAL,PREMIUM,BUTTER/MARGARINE,POTATO,32 OZ
682219,35,MEAT,GENERIC,BUTTER/MARGARINE,WHOLE MILK,250G
582709,457,MEAT,PRIVATE,BREAD/BAKED GOODS,CHEDDAR,32 OZ
321604,766,BEVERAGES,ORGANIC,CHEESE,CHOCOLATE CHIP,500ML
816204,411,DAIRY,GENERIC,BREAD/BAKED GOODS,DIET,32 OZ
381931,210,HEALTH,GENERIC,BEEF,CHOCOLATE CHIP,100G
877074,913,GROCERY,NATIONAL,VEGETABLES - CANNED,LASAGNA,250G
328922,530,DELI,PREMIUM,CHIPS,CHEDDAR,1 GAL
242106,641,BEVERAGES,ORGANIC,CHIPS,CORN,500ML
804139,467,BEAUTY,PREMIUM,VEGETABLES - CANNED,BONELESS,250G
934816,610,DELI,NATIONAL,YOGURT,SALTED,32 OZ
411060,23,SEAFOOD,NATIONAL,VEGETABLES - CANNED,CORN,1 GAL
732806,462,HEALTH,GENERIC,VEGETABLES - CANNED,GROUND,16 OZ
290260,890,SEAFOOD,ORGANIC,YOGURT,POTATO,1 LB
851096,237,SEAFOOD,GENERIC,SNACKS,WHITE BREAD,1 GAL
949528,583,BEAUTY,NATIONAL,VEGETABLES - CANNED,SPAGHETTI,32 OZ
359430,961,HEALTH,PRIVATE,BEEF,LASAGNA,6 PK
667684,283,FROZEN,PREMIUM,COOKIES,GROUND BEEF,2 LB
642895,829,BEVERAGES,GENERIC,VEGETABLES - CANNED,CORN,100G
971628,85,PRODUCE,PRIVATE,VEGETABLES - CANNED,CORN,500ML
788292,606,FLORAL,PREMIUM,SOFT DRINKS,CORN,2 LB
871539,503,DELI,NATIONAL,SOFT DRINKS,SPAGHETTI,250G
728707,257,HEALTH,PRIVATE,FLUID MILK PRODUCTS,GROUND BEEF,32 OZ
273292,369,HEALTH,NATIONAL,FROZEN MEALS,SPAGHETTI,2 LB
475801,867,PRODUCE,ORGANIC,BREAD/BAKED GOODS,CHOCOLATE CHIP,2 LB
114362,610,GROCERY,NATIONAL,YOGURT,WHITE BREAD,250G
879773,96,BEVERAGES,GENERIC,CHEESE,BONELESS,250G
120170,497,BAKERY,NATIONAL,YOGURT,LASAGNA,250G
831506,770,DELI,NATIONAL,CHEESE,WHITE BREAD,6 PK
110575,673,HEALTH,PREMIUM,CHEESE,CRACKERS,32 OZ
110798,890,FLORAL,ORGANIC,PASTA,BONELESS,32 OZ
416638,25,MEAT,PRIVATE,VEGETABLES - CANNED,WHOLE MILK,16 OZ
529019,39,GROCERY,NATIONAL,BREAD/BAKED GOODS,SALTED,32 OZ
324007,288,DELI,PREMIUM,SOFT DRINKS,SPAGHETTI,6 PK
529635,118,BEVERAGES,STORE BRAND,COFFEE,GREEK,250G
822240,173,DELI,GENERIC,CHICKEN,CORN,32 OZ
589696,667,BEAUTY,GENERIC,COOKIES,GROUND,1 LB
182911,124,GROCERY,GENERIC,VEGETABLES - CANNED,CRACKERS,32 OZ
820424,713,HEALTH,GENERIC,BUTTER/MARGARINE,BONELESS,16 OZ
386637,240,SEAFOOD,STORE BRAND,BREAD/BAKED GOODS,POTATO,1 LB
454659,596,BEAUTY,ORGANIC,CHICKEN,LASAGNA,32 OZ
999500,721,HEALTH,PRIVATE,YOGURT,CRACKERS,6 PK
783972,469,GROCERY,NATIONAL,BEEF,SALTED,100G
954977,150,SEAFOOD,NATIONAL,BUTTER/MARGARINE,SALTED,250G
619851,178,DAIRY,NATIONAL,SNACKS,POTATO,1 GAL
633313,620,BAKERY,GENERIC,VEGETABLES - CANNED,GREEK,6 PK
759645,902,DAIRY,STORE BRAND,BEEF,GROUND,6 PK
706376,995,PRODUCE,STORE BRAND,BEEF,CRACKERS,1 GAL
516736,948,DAIRY,ORGANIC,BUTTER/MARGARINE,GREEK,32 OZ
339105,517,BEVERAGES,ORGANIC,COFFEE,WHITE BREAD,1 GAL
267756,830,SEAFOOD,STORE BRAND,CHEESE,GROUND,1 GAL
980035,636,DELI,ORGANIC,BUTTER/MARGARINE,CORN,1 LB
152637,157,BEAUTY,NATIONAL,BEEF,CORN,1 GAL
547343,900,MEAT,PREMIUM,FLUID MILK PRODUCTS,WHOLE MILK,500ML
579333,893,FROZEN,STORE BRAND,YOGURT,CHOCOLATE CHIP,250G
602208,205,HOUSEHOLD,PREMIUM,FLUID MILK PRODUCTS,BONELESS,1 GAL
201926,730,PRODUCE,ORGANIC,BEEF,CRACKERS,6 PK
478849,25,FROZEN,NATIONAL,BEEF,SALTED,12 PK
121278,787,GROCERY,ORGANIC,FLUID MILK PRODUCTS,LASAGNA,1 LB
387031,320,GROCERY,GENERIC,YOGURT,BONELESS,500ML
915599,343,BEVERAGES,STORE BRAND,CHIPS,WHITE BREAD,16 OZ
180609,799,DELI,NATIONAL,PASTA,CHOCOLATE CHIP,6 PK
537952,454,DELI,STORE BRAND,PASTA,CRACKERS,250G
847148,503,HEALTH,GENERIC,CHEESE,GROUND BEEF,100G
242575,361,DELI,STORE BRAND,CHIPS,POTATO,6 PK
515378,404,BAKERY,NATIONAL,SOFT DRINKS,LASAGNA,32 OZ
735799,34,SEAFOOD,PRIVATE,YOGURT,CRACKERS,16 OZ
233882,368,DELI,STORE BRAND,PASTA,DIET,250G
274529,524,DAIRY,NATIONAL,FLUID MILK PRODUCTS,GROUND BEEF,12 PK
269098,823,GROCERY,NATIONAL,BREAD/BAKED GOODS,CRACKERS,100G
848563,699,SEAFOOD,PRIVATE,YOGURT,GROUND BEEF,32 OZ
