household_key,DAY,COUPON_UPC,CAMPAIGN
4291,452,34218147,19
2232,478,70025780,25
3332,645,41407954,16
2244,658,44641736,18
7095,389,97221093,26
8622,626,40261335,1
4775,221,12005494,5
6138,566,18522467,29
9113,337,90330467,9
9577,407,12914116,28
7012,567,94567444,24
4160,330,12728130,20
2835,597,86888925,28
7370,400,40906168,14
2269,357,60675396,12
2671,683,78444066,11
4727,21,15877811,23
1182,217,63617887,15
5188,80,28729125,5
2375,486,65807647,17
402,74,75175271,10
4682,233,70773853,27
9572,277,43739377,9
5098,675,41267678,4
8981,651,72334301,14
6275,323,80591698,12
4731,47,88825750,17
9195,79,90116441,26
4701,57,40971304,19
274,322,46610372,21
7984,474,87817296,29
6328,579,14325989,8
4983,499,85565605,21
6693,198,92495725,18
6620,637,69430790,25
6771,362,22172351,9
9696,279,57126093,28
8748,694,53216923,28
2121,30,49965648,11
3113,448,27899445,16
2103,675,77484715,12
9577,348,57874661,13
442,314,47702900,19
1552,357,93209202,23
6591,692,84850489,19
1875,153,93042883,24
8964,166,27137787,11
1011,144,69580839,16
1711,89,47349789,18
4463,65,18265682,14
3286,566,46919604,10
6850,198,21312667,10
5089,680,98864445,6
2074,89,44970732,21
3468,182,76003794,13
4392,113,28076295,27
8965,167,85342628,19
4198,627,91024323,25
4611,509,98433808,6
6116,28,72994267,12
5383,71,34192788,27
7959,313,54446249,6
5,391,24090051,14
6588,635,18385820,6
8209,320,10051760,18
2312,210,95585755,26
2595,210,85909332,29
4856,86,94326450,23
9433,65,61903237,13
535,626,80161969,19
2518,327,18131009,16
5198,112,22877351,28
1584,234,65354170,18
5875,71,44721060,7
8086,502,92150660,24
9191,268,82999690,24
9743,126,56546677,17
854,627,12033502,27
6428,512,31551985,19
8798,357,83671462,22
889,246,49539229,8
1073,578,55109022,6
2435,448,43078197,25
4128,344,54616810,6
6868,370,70634739,14
6839,689,12675096,30
8547,99,86285334,1
9364,158,21277747,5
7114,560,22980595,19
3178,646,37607339,13
7298,592,62928627,6
6496,538,51559430,6
8440,287,43070633,25
2311,594,94334336,9
4211,225,32152339,29
3566,86,16993453,25
160,320,51895388,26
531,235,19813067,15
1051,404,51709681,14
3119,220,97594883,8
3103,302,13190443,21
5047,614,77336511,13
3629,203,66938933,14
729,688,72180708,3
2818,567,59058191,18
8572,43,51278704,25
3248,120,58375491,14
7738,173,79586336,24
2511,561,77484715,21
2301,68,66151479,20
4569,357,81956873,1
4639,706,33133650,25
23,364,30911026,25
829,345,53721420,11
6557,398,85257149,11
1469,263,13325839,12
4324,526,47750850,9
8793,323,26157817,5
1204,392,17061340,2
7506,365,36445493,21
6972,329,68096013,11
1611,493,61523406,17
2368,650,92466415,25
4021,366,49987383,25
4332,50,86289572,25
1351,501,70436101,14
2222,402,10003790,27
7098,64,57171107,5
2286,498,19318438,21
8825,85,23188512,16
5260,48,17746954,17
7583,132,75489350,24
3353,71,11912454,21
8221,90,94968338,2
3221,218,24809768,6
8813,157,21728164,8
6308,152,59051622,6
6072,529,66868758,3
1588,653,19784917,14
7161,537,28673499,26
820,484,64374810,28
9887,31,27826969,2
413,44,26793799,27
2682,350,92807289,18
7186,127,29505330,27
306,56,86423291,17
96,602,32235426,19
6248,336,49450478,28
1574,102,86569209,3
935,60,69957375,25
4926,30,40344203,5
3350,14,78974864,24
1328,303,78014384,3
825,132,55910795,14
1788,548,37310292,14
3564,220,56383035,10
6475,304,52004814,23
1005,600,10766943,24
2374,696,70643486,8
9512,330,50357698,12
3994,125,49873494,7
1500,22,29816815,7
8059,397,41752196,6
81,80,26966884,8
1444,649,53192247,18
1520,310,13648876,27
2634,632,24584402,8
1771,415,27278192,1
5001,688,58587543,25
7192,358,16613329,29
7471,60,38510039,19
6191,486,69823629,7
7661,535,73090187,17
6016,640,87433429,13
982,557,10599252,16
3481,346,91940560,28
8744,532,41356979,30
8296,121,60950012,14
397,413,98503085,13
5385,650,85673594,15
4315,605,42916430,28
6043,312,35482953,8
1348,45,88424965,10
2569,387,82371612,5
1461,122,70524888,14
454,39,59674862,6
9297,539,12429492,28
1263,14,43875720,16
8469,7,23487061,20
9466,213,18962009,20
3177,89,47344124,5
946,292,10996924,2
1163,278,25366785,17
4459,327,51552791,3
8733,159,93938835,8
9265,374,40906168,1
160,518,99598029,9
1879,105,92993946,23
2270,207,95085787,8
8244,670,58316115,4
3683,335,24604690,10
7064,330,97839932,28
2913,108,22980595,8
1741,42,80368487,27
8753,502,16675836,14
7407,573,59052157,7
5222,502,74039304,19
9856,592,52280571,3
4722,194,77273133,10
6243,386,96506048,18
7110,671,16520903,20
9949,268,70995204,18
3542,332,23647470,17
6346,257,43197127,9
9587,570,52876160,4
867,199,43555069,30
5272,281,88461331,30
7844,351,71384406,17
8151,569,57242158,9
9878,387,69191555,30
6617,242,43555693,5
6835,127,14159875,21
4098,469,70592623,19
9461,179,22399230,28
1964,9,63843054,11
9734,3,73448958,2
685,5,75596921,9
926,499,86628687,10
9882,93,78936045,14
3352,56,46268538,14
7022,550,59389708,6
3968,18,46266256,25
6163,23,76110252,14
6686,413,45808558,15
7004,167,97345956,21
7010,608,58810920,18
2484,378,92521350,2
9885,37,10750676,30
933,205,24584402,28
5191,248,82078329,23
696,357,35582896,13
9993,666,55921604,27
4193,375,80740701,1
1348,73,64061602,1
7144,109,26892531,7
2610,479,72564005,12
5659,425,38669218,22
7527,311,75637808,22
5890,506,12790875,22
8881,600,30982717,12
5741,687,72785117,19
6048,255,91005636,27
3778,480,70758188,26
5992,626,38019503,2
8756,501,26951289,30
2570,429,39980684,5
3288,99,25032844,21
6865,702,49323010,13
853,582,21174100,27
8057,27,92695288,17
2900,568,91936204,11
6421,448,85783192,3
2042,523,58738422,4
345,538,92957394,9
404,121,87448843,25
9182,33,55954360,23
4307,84,38403305,5
4219,512,58528215,1
6533,604,72578588,8
8151,374,14061374,16
6121,259,49164137,26
3512,304,36132500,7
5802,221,50611312,9
850,38,64172936,21
523,171,95282357,16
7156,690,27374436,19
3087,316,35368275,6
9956,320,60156992,21
4460,116,37297878,30
6875,432,40457555,15
6772,173,51132337,27
6691,448,59303666,21
6032,704,19423306,5
704,325,67837799,5
4597,189,48404960,2
727,113,49960108,16
2800,421,88466258,3
1026,251,84200624,8
6150,472,80759765,29
6502,490,53382633,7
7041,321,34374756,15
2864,504,95766298,4
3069,527,34204162,24
5239,440,72084246,4
9503,473,52536231,2
6764,181,22293827,9
3771,51,70217347,3
2966,621,23300462,29
8093,127,38924143,15
7072,346,59841323,7
1903,80,91220927,17
5818,236,52805399,1
1531,575,28274437,5
4947,33,19049675,28
7027,221,87166750,29
3142,191,85814459,17
7391,216,72915578,19
8981,521,83212414,30
3331,177,99671224,30
6388,629,70296898,17
7276,551,93667874,14
6983,14,24593116,2
9186,254,67105316,8
3186,574,26439138,28
5285,95,73259125,24
29,287,95221694,4
9406,263,29017948,11
851,332,80591463,21
5664,166,12493091,28
740,230,16240732,25
8348,374,98927522,21
6522,189,74900913,1
8276,333,73008710,7
1806,611,21766156,15
9991,427,53463328,22
5524,698,23549189,27
6342,11,41777496,27
9686,587,20008692,21
1325,315,44678909,10
4638,138,76238201,25
8199,402,10518499,12
7508,412,49012287,27
5869,419,78779807,30
6557,311,42272001,9
6395,220,62062519,11
3023,521,84982812,8
8264,370,96711277,20
1987,707,28571239,12
7207,432,66425858,18
8,620,56366572,1
1445,188,11194782,30
2849,406,20875525,8
7930,424,20543546,13
3379,487,12374215,28
1616,400,83816535,28
1594,402,71069536,28
7841,245,12033502,10
6430,566,25917006,14
4728,274,30482505,10
4719,691,60960076,19
9170,487,27442389,14
6455,659,54192215,6
3187,343,99630927,15
7805,401,96103727,8
1122,295,78307465,23
3561,294,20789265,24
7651,426,38431650,28
3517,30,26725327,4
1501,590,77624282,5
9116,624,33759960,21
3451,259,32719878,29
6076,672,21002425,21
3936,244,51647650,23
3622,440,19235018,21
2801,110,81120337,3
1985,467,14521517,15
4977,318,86508975,18
2640,439,20204222,24
2639,277,59186338,8
2252,392,76085273,10
6349,564,99273472,3
2668,582,72833117,30
799,523,65743190,6
8423,624,97839932,29
5654,222,88679846,2
4749,595,79175932,10
5448,73,30969608,8
3380,86,80577709,18
3442,282,83999688,26
7815,59,98459715,6
2207,241,15709135,4
1023,378,64754316,19
7810,562,77088011,5
60,81,97491282,8
6072,445,13130498,18
2713,30,73933633,21
5068,472,28268841,26
8111,499,63858190,22
9824,7,71279107,8
9348,247,11351367,20
5790,131,72109751,5
7279,14,15505522,4
2406,503,65067212,20
287,244,77378120,30
4998,30,99571560,23
9395,318,77403278,1
342,465,24484924,7
1299,22,23856553,23
2533,513,20640097,16
3049,687,37368414,29
9923,427,25032844,18
6368,359,48520388,2
9297,545,92696931,8
2139,331,63697260,30
8557,271,15666796,12
192,427,19883570,8
8617,309,56894977,9
7846,445,92958722,10
8638,450,63800968,9
2321,195,94163456,15
7645,105,47262342,1
4727,555,11959089,3
8024,616,24690923,11
9652,211,95331770,29
7971,378,52225396,6
468,265,66602329,16
9942,115,20204222,23
6042,249,72355796,22
756,438,54033103,8
3280,508,35030600,1
670,657,97984030,9
2969,144,63585824,2
5152,261,43551804,16
2922,21,90709443,10
8980,356,49189168,22
9662,56,77205812,25
2308,157,86771629,29
4495,680,25752128,13
5854,640,99726649,3
3019,63,61013251,22
5310,265,67711529,10
1729,359,84649425,3
5380,200,87390810,29
9400,443,16127572,9
6183,631,55421930,24
84,282,15303654,10
2382,444,31321682,22
9465,587,93941809,6
6310,443,23554619,26
3738,668,31373260,27
6268,227,84613327,29
6627,257,46021312,5
8156,21,32722265,17
2957,172,20985854,5
7214,659,38112164,3
9114,646,22943487,16
2503,463,64674905,3
1141,592,62151941,12
1913,171,93285523,11
949,479,70986893,16
3940,568,78535838,15
2175,47,16683058,1
688,119,23870688,23
987,280,83301524,21
4804,66,77260622,12
4773,401,58215011,11
9954,483,25828498,9
1055,11,96863082,23
8489,34,68772701,26
48,236,77205812,8
2883,468,11959089,17
811,679,96067333,2
2938,20,38999868,6
9392,146,52582547,7
7261,212,11271275,13
616,276,80957209,2
701,187,60374463,13
8600,683,94455707,16
3666,219,49888653,11
4844,33,88741456,21
4954,640,18355096,19
5146,683,11467962,22
2617,121,57667180,29
8654,106,50764639,27
4131,644,24939486,6
9960,530,11794856,22
4046,464,37728822,8
3238,317,16683058,9
7813,63,25799656,1
890,37,97974956,28
7656,232,46918082,17
5660,391,81290948,10
3690,685,32922167,27
4356,484,31043232,6
833,573,24460457,17
1927,582,95573633,7
6334,599,43975447,17
4637,570,46021312,17
7906,315,96773908,15
9824,638,59515491,20
9553,667,45684649,19
5051,551,68625787,14
8612,123,60512779,5
1357,612,12405667,15
3814,592,39237505,18
1389,133,20587867,5
1414,490,12059348,18
848,277,32664556,14
7832,437,40758198,26
9403,368,65043663,3
8514,301,63399749,13
1639,252,87746687,28
2654,515,32664556,30
5352,138,17026893,24
1836,279,71737863,25
7577,96,33294996,9
1774,70,39762838,10
2084,306,55311530,14
9963,201,82035790,7
6009,652,18962041,7
5107,29,97152785,5
4889,254,68161379,2
2995,620,57122072,29
4663,22,79581024,14
7713,617,64884770,29
1302,677,39434059,21
5741,247,49165242,13
7024,136,38323834,18
6756,447,29290529,12
3501,671,11082026,19
3263,47,85232589,22
4785,648,93844806,16
8059,535,49443482,22
8141,707,91940560,10
3646,632,42344185,19
5996,140,58375491,17
3193,466,72058808,6
7533,585,69159412,16
9720,377,66252992,16
6437,190,99252292,30
7283,419,66179097,12
7954,674,65010933,20
7395,702,52918825,19
9965,597,60595137,16
199,131,59907997,28
284,618,58446670,3
6079,211,92074459,29
4271,287,83976937,23
7875,649,81826060,24
2798,514,15417470,24
2166,653,91194446,6
9679,323,42315697,29
5402,357,69466337,26
959,696,16127572,28
7967,413,54391699,3
4234,130,37715822,4
354,208,17964210,2
3508,310,69995704,8
169,498,49176234,17
358,517,50235333,30
9751,64,87112752,12
9035,523,95737979,15
3815,57,77303572,1
5072,566,41877795,19
4392,233,33112270,11
5326,208,76083682,21
3697,412,13012927,22
4967,23,48806471,4
5335,112,43822800,29
9352,670,44886230,15
7838,536,84562146,7
2750,93,15263852,16
5253,197,83833980,5
3113,171,64254346,23
7203,58,92597404,18
5707,672,87175281,1
7045,545,14568738,17
7102,349,62866789,23
7068,499,66181242,8
2835,76,75515389,11
3424,574,66502670,25
3077,186,21438339,28
7551,222,21133481,1
955,562,81197823,10
6011,462,98292570,29
2441,595,98557142,4
1758,138,54599918,30
2933,410,13172697,24
1346,106,31925765,25
2535,361,52318226,19
1316,631,92267226,24
5994,635,56051739,2
4105,465,96952207,21
4661,507,55022087,2
3488,426,84113069,20
4680,256,64044444,16
5876,466,81692930,7
6271,404,63868673,18
349,117,66102005,11
3925,100,35825108,26
8726,584,73929890,15
2968,421,83835625,2
937,261,51876038,23
3536,403,27264350,26
7608,338,92835056,5
8004,379,76172317,22
9816,444,26324429,1
5772,445,87689842,27
5860,350,44910854,27
8101,661,18923387,20
3246,110,19362597,26
660,240,28026595,22
4821,343,86981864,23
7773,495,23975952,7
7621,536,28784751,2
1209,515,60118307,28
9735,588,32334691,29
8223,416,57252551,1
4497,463,54192215,17
6318,11,61027874,26
9962,597,71129009,2
692,694,61872983,21
7114,220,97985240,8
5777,422,15739994,7
5987,357,99172267,25
5199,137,90782364,3
2605,188,89369039,22
6761,587,59411689,24
4886,608,70856568,13
9339,529,45436229,20
5326,195,70739867,2
8268,64,24811845,21
8479,112,95041348,14
8488,582,75857184,3
6565,410,31841432,21
8912,313,84708218,4
4081,54,32687515,29
764,324,87989373,11
6044,449,97106489,8
4016,358,56479297,23
3768,623,90399742,9
7340,173,77412816,26
2671,148,42105618,27
9393,146,73133063,25
5267,478,61001904,9
8759,657,27304980,4
9712,563,87614627,20
7432,94,96880630,14
3183,642,29526090,20
686,51,63786057,11
3239,604,77102715,27
4516,204,45120128,29
5048,628,93410123,22
313,205,91977732,27
4882,358,27951185,15
9966,602,65038794,17
2275,639,11895480,12
2769,474,21671675,5
6283,364,70145068,23
2976,204,33998186,7
6817,231,39410800,15
5532,362,96026837,4
9516,545,53929116,12
5050,194,35855165,28
3815,636,31841432,13
9262,463,80389013,29
1764,47,52327581,25
2663,652,38510039,26
4978,389,38078941,20
6037,711,25239376,8
9914,484,21713016,19
256,399,59595092,21
1235,417,47762714,7
9182,134,47575682,30
7821,148,94476619,3
3597,119,70524888,8
1390,600,55350063,5
2748,105,55109022,8
2313,308,60528642,22
4170,618,32354574,10
4896,139,39973830,20
9731,670,68204936,17
2044,208,77282936,17
8185,309,22887125,6
5870,290,18559933,15
9192,453,94562462,27
4744,149,42463203,12
8768,608,85118813,14
7123,534,43229463,1
6749,633,92880747,21
4242,518,99685654,30
9127,163,56230957,18
5648,552,31057063,27
1937,481,80481492,26
9548,121,27848626,23
2169,438,10399033,13
4203,470,18774062,21
543,26,10760412,6
8040,556,75900455,25
803,415,64854175,14
464,133,15538687,24
3236,249,18813465,12
4801,368,75677069,14
4562,547,99381332,23
6486,307,91004402,20
8320,15,29122795,25
1970,338,23663009,20
2751,642,42114004,12
3130,60,14777906,20
8872,153,84649425,29
9680,237,85837446,24
4592,389,44081368,28
6310,98,45144762,18
3166,634,66181242,10
2188,632,36053962,24
2265,478,17276556,8
3510,680,36039188,13
11,362,26254622,15
482,186,26609778,25
7162,316,68932253,27
4285,444,29655425,15
6467,384,35030600,8
6635,399,65010933,18
3787,587,39744822,26
2724,576,31502394,9
923,214,83140264,5
247,517,68763171,6
1292,481,45038746,16
1998,535,38577997,5
6024,646,68778728,3
2597,332,61294144,1
8555,453,95995182,25
5741,109,49708068,2
3687,210,83437824,8
3742,154,13577163,29
6116,607,53391642,21
2247,431,98662463,20
1116,636,34907849,17
3191,32,40816057,28
86,78,43484556,1
5867,478,60832139,18
4493,652,56892390,14
2348,212,95861247,25
3182,134,16331084,19
7173,178,69759361,4
4077,578,60964938,13
9426,688,22283795,5
6744,59,42620456,2
498,435,37923120,30
7918,100,23322666,23
3556,53,20204222,16
228,269,16566324,22
694,283,75457218,26
3844,614,97803270,15
635,659,99875071,12
7215,451,80167274,4
8577,301,41752196,7
2525,171,91935217,4
8549,447,63598265,23
6976,270,55640833,8
7719,87,71952379,25
1327,690,92297279,12
1973,146,34100462,10
846,22,60274650,27
3302,274,21931940,22
2005,83,31189518,23
7103,416,89512545,2
8189,519,61121255,14
4877,272,68973894,2
3571,255,69905672,17
1668,359,92370299,25
6698,432,16026342,4
770,9,14923175,10
4198,710,52260576,19
1857,97,47255727,8
9842,449,41406113,27
2987,496,11652549,8
7512,45,39562178,20
6637,56,74389908,19
2067,253,83512105,21
147,50,77070550,14
3064,674,27210981,16
9901,684,10784125,9
8525,318,61832233,24
5105,468,11155442,1
3474,681,66919352,15
2193,620,92972330,10
6243,63,82061804,22
8786,61,18156264,12
447,209,70955010,8
3624,701,60212864,30
6988,340,40397000,16
225,326,98551551,19
8236,237,11484379,15
6537,78,55517298,26
1902,17,53888301,12
5837,117,10304653,15
9682,683,33730707,3
1833,539,19429624,20
7007,568,48704204,21
4805,165,29098562,16
2953,528,34156492,3
5672,154,96231598,1
736,272,95766298,12
2119,655,86494460,1
1500,494,99073491,1
7304,641,28973048,9
8574,122,75325213,16
2287,214,69470677,21
7236,607,73972904,17
9053,675,64768788,8
6995,635,85688489,5
6778,57,34653746,30
4673,555,46748254,13
6439,168,45954730,2
2235,430,23201399,5
5846,482,35952760,6
6845,137,83857560,14
5040,694,42192594,2
1690,450,68687335,2
4630,484,27454555,17
1058,575,31560532,12
4958,432,18738109,1
9579,109,39603423,30
6066,512,78336177,20
343,360,92776526,12
148,218,43890913,14
4246,263,34743198,8
7761,423,15547047,28
4691,162,42192594,27
8237,455,13420402,2
7959,293,29740679,6
6096,1,77356952,27
9678,653,40971304,10
4725,518,51748121,21
3379,355,47283454,13
656,377,87637943,19
2015,390,88950414,21
6194,69,73133063,20
3497,7,42075618,1
8689,294,62174931,24
4688,123,92214504,1
775,151,78936045,21
4179,592,63409124,22
7652,574,99441456,29
5174,566,82555855,27
4106,270,57064293,12
1774,77,83976937,14
7425,585,39807666,28
9459,522,30673313,24
7702,597,32335811,7
3601,369,59511176,16
7577,408,10428807,15
6128,56,78976139,26
8139,454,55662192,11
2803,57,91581158,24
2599,141,49672889,7
3029,229,26627494,24
7924,693,26826810,7
8317,132,65005252,22
4764,640,13263140,25
5094,169,70754328,10
7680,47,94005198,6
2172,641,70995793,29
607,612,89328004,25
4318,2,64657899,18
5817,502,51276408,10
3625,183,59302397,14
3949,115,81320157,29
3364,4,77897584,20
4741,214,13605179,23
9406,373,20986897,23
3754,283,28183847,26
2268,493,81799622,30
4709,573,37142065,21
3140,462,77608943,11
3203,695,32097682,17
4207,208,16699134,28
6687,46,97477433,30
6707,561,96791435,6
1058,33,31780717,23
5145,702,37118813,21
8392,420,12061469,1
5663,534,17715711,2
1237,263,50371181,15
3522,409,18795414,9
6117,83,40764101,6
836,596,61280135,1
8297,607,77564794,18
2443,337,56400577,10
1799,44,75596921,1
1026,252,77404963,27
5455,475,82080990,1
7927,213,51805011,22
3022,522,63594872,28
4822,444,34966529,10
7959,37,92597404,12
4852,90,76069690,28
4144,603,57015263,24
5337,49,95737979,14
6569,180,39739572,8
6344,701,72219208,2
8055,503,22113695,14
6771,389,58311771,8
8584,583,73322421,29
6385,298,53560040,7
7899,167,98032952,20
5820,655,12473552,19
3765,63,25282207,5
8692,454,68141626,25
84,464,56506533,29
3163,246,18962041,28
6435,520,42441248,24
4794,433,82839855,13
3317,217,76247520,22
1149,655,74241737,14
8466,209,10452623,9
4316,213,63099701,7
4500,363,73933633,19
6028,239,11351367,25
3562,629,49435171,20
4251,515,77100930,7
805,216,63054734,4
3459,89,56402021,28
9751,578,95177835,20
1514,690,75096880,20
4870,419,54685570,6
8293,84,64755790,22
6926,283,71702835,17
6694,620,39529332,25
9674,256,46849088,26
6179,184,68973894,19
8000,149,11231955,13
8353,481,42431685,29
6382,620,45665385,20
9297,450,54033103,21
5488,220,32722265,14
1833,636,20570778,11
1916,418,92597404,23
5523,151,52169386,14
5926,205,35522182,11
2830,163,31012434,7
8610,685,56652767,12
6702,514,70567636,12
6199,413,25279852,29
6136,443,96899446,18
9603,161,34726914,3
6854,320,65581302,12
4105,17,67809268,28
7612,534,66878552,16
894,585,15646036,1
7802,16,23918610,17
837,209,61461010,12
1929,183,99875071,29
5407,261,80577709,17
3086,83,19813067,10
5567,469,10377581,4
9941,225,64846136,24
6807,559,59047356,1
7153,11,56274442,25
5756,438,33702124,7
3398,154,87965607,28
7287,331,83234448,24
1019,133,61006626,18
7411,20,63641905,26
6582,98,90685151,2
8028,330,63859144,12
8523,588,32324443,10
5600,618,50718028,19
1567,663,66691573,13
2275,156,74778598,3
5324,17,52320775,21
6408,57,92267226,6
6441,661,82364279,30
344,35,33133651,17
5470,682,29066605,24
2488,48,37815128,19
8821,191,87292976,23
9002,367,57901425,4
1410,341,32045416,20
1192,473,62324935,9
9776,339,84749696,13
858,206,25388303,4
8163,165,65363623,16
5134,623,64905784,5
4208,432,24864940,15
13,689,90296561,27
563,33,95210147,2
8226,8,54391699,2
4688,195,92204259,28
9930,197,79996322,30
1531,620,22746364,1
7460,447,38021464,12
8114,103,74940651,4
202,489,73433681,29
1939,68,28660487,11
6356,306,29508426,9
1019,628,46539291,18
7374,480,48931178,18
298,425,74192183,16
9367,486,74667133,30
3777,179,50507514,15
2057,673,80929854,18
1666,624,36605182,28
9925,407,62328329,6
3399,646,70986893,24
6284,649,24218867,29
979,634,24593116,29
6353,463,63099701,7
2561,619,23489002,4
1550,645,52876160,16
1,26,92142589,20
7662,285,72883794,22
2787,206,42733147,18
6552,341,52978270,23
2914,330,77303572,18
530,495,96516724,4
1707,357,85095670,14
5716,364,35041618,17
1848,247,98306528,15
9024,551,26004099,26
1948,459,53251213,23
8538,678,87433429,4
226,412,56599584,18
4386,708,54136147,28
1773,406,66976140,7
2229,128,87411264,23
2554,403,83234448,3
5048,609,27563829,13
183,105,33201292,12
9088,227,26028457,29
8620,15,76199504,29
9353,591,52890882,21
1715,389,75085426,23
2355,594,99965021,14
1075,58,77151815,15
3236,308,70995793,15
5717,341,49272950,1
9362,230,42315697,23
2086,388,55656228,4
5194,401,25054043,21
8155,267,26725327,23
8521,490,51165955,28
8415,642,20850822,24
2801,604,18822372,20
6073,182,98603499,2
671,409,68094003,1
4547,588,91711744,6
1701,696,35216906,9
8029,166,36374093,14
7939,568,43538538,21
3582,677,12033502,15
6908,577,65865018,1
9494,225,21518402,2
4654,530,87989373,27
5309,29,20936716,18
6364,452,39782438,7
5562,50,62953483,19
8420,214,57302206,1
8341,190,91335191,23
7143,104,95040744,22
4869,194,13911322,26
4852,372,46434387,27
8969,386,42143249,26
4543,165,11928856,17
9031,613,47078141,6
7996,638,57312403,22
968,545,40494497,21
4,376,90995865,23
4695,45,87449577,11
8819,602,85300315,21
9687,575,48933336,1
4464,545,54216207,12
3306,298,12959524,5
380,622,64558808,11
5228,172,13132336,18
1316,574,84883402,30
8149,182,57302012,20
6689,339,13729185,1
6631,382,96773908,8
8367,389,10560344,14
587,576,82304973,12
5629,462,74892812,6
1030,40,57295760,30
9979,275,72951631,29
1531,202,97872505,11
6081,192,24323451,13
5851,475,95423873,24
1768,645,37142065,17
1325,166,57912940,10
8513,497,11613584,9
2899,454,54872285,23
3115,391,77011795,17
9754,300,63868673,8
5827,159,55199889,28
7007,642,33604513,25
3288,100,61707569,11
9828,594,92716293,19
9541,400,78711974,8
9534,329,29960647,11
5711,433,48725134,9
2284,486,47830805,23
4449,112,88557455,26
9598,164,24864281,10
6223,651,18838051,4
3377,182,91160817,10
4356,387,11473767,3
1800,565,40163591,14
2559,111,50718028,3
1493,684,77494870,7
6709,645,83231885,23
7718,253,73523078,27
9756,361,11863321,13
4138,281,63187236,21
1461,232,15869490,9
4482,393,16775006,11
5195,554,39504536,6
7626,488,24443373,16
5642,420,36390473,29
7594,580,95887273,8
7774,7,86206406,27
1084,336,23963265,11
7887,297,42023418,4
5823,283,75046469,1
1541,417,88362802,9
9664,257,16533167,16
8604,175,92669711,2
8504,259,97083121,2
8415,266,44958134,25
1948,237,90485950,11
3501,229,90489528,6
8014,8,28476495,24
7051,215,69228019,24
9364,608,89261011,23
5042,451,17950317,5
906,353,98455913,10
5392,172,69781722,1
1637,402,56749618,19
1596,231,27443571,11
7722,467,22746698,15
7899,357,52936621,28
912,317,50856440,18
4042,689,80690083,10
913,284,35120595,12
270,355,48199703,18
4755,459,71903137,22
7406,466,63633460,7
5322,617,17432574,6
2827,363,35212546,3
4019,256,59476416,8
9871,332,91579852,17
3001,64,30689371,28
7827,499,47262342,25
399,700,47984386,3
2244,70,25427406,23
4734,461,85252896,9
9050,302,96903217,24
1546,626,31767358,18
5011,433,15696470,17
7758,50,66318465,3
9998,159,78297641,3
6834,35,60308295,3
1565,627,66426749,23
3897,676,26283035,12
3020,460,55954360,11
3374,665,39364495,11
2852,90,35913673,4
7898,605,65518265,8
8413,184,99415634,29
5293,305,39782438,2
3549,188,43104506,14
7038,175,43148895,14
7667,539,63689016,11
6727,571,64856939,20
3458,431,32132930,20
3859,19,20391394,18
2135,93,55051809,10
813,381,58149809,4
2121,56,15269418,28
8679,697,61853188,12
5228,701,49308939,12
820,662,95165945,10
8447,51,25780987,2
1666,565,38379350,26
562,443,34217408,5
1257,426,40576402,11
6883,475,34726914,20
2630,338,17976634,5
8667,493,74090297,20
3801,163,24102678,13
4303,155,78765294,6
5188,297,41963250,12
672,8,45324098,1
8660,449,20177805,22
5954,132,40857132,29
3270,391,99568346,16
5298,135,79889841,13
3127,107,70754328,21
6700,415,79103552,8
5636,104,14070719,16
6168,669,33638463,20
503,222,11133241,19
3622,699,78691606,3
7049,195,12455558,4
5441,376,80180328,8
5304,488,73347210,17
4857,411,58669723,6
6767,164,43023901,27
3554,270,63136876,21
8616,233,92269685,2
420,614,78964451,7
6919,19,13171573,26
4607,194,46918082,28
513,11,24811845,8
4599,293,57900893,4
1719,175,69634302,24
5679,162,98390291,1
4005,583,97430542,5
4349,310,73077330,21
2661,264,95647183,6
3020,158,19905414,16
1203,205,87004447,22
7619,152,63608224,9
8592,99,14593567,7
1462,111,77576274,11
8128,196,14351328,11
4093,430,12861273,13
1989,380,27935839,29
5980,702,20204222,6
721,571,53140550,1
8407,493,98221259,24
7159,97,24323451,20
4238,617,69580839,15
5435,136,93853386,15
6592,382,75063116,29
8394,426,79815484,20
4268,632,30124365,3
4580,62,61588722,10
8595,134,17503504,12
4986,193,75061597,13
4432,79,10971209,5
1850,271,17897995,30
4068,537,58119132,24
3530,55,54951615,14
2503,87,58949660,4
2362,648,80957209,14
4642,54,53708531,1
6600,296,95615119,15
8943,364,88466258,22
3006,406,49532061,5
64,638,38311103,6
5872,178,50749566,3
5849,624,47265132,19
8983,76,88179142,27
5513,455,93804622,23
9317,690,72710390,18
9076,428,44615148,13
6867,161,49987383,24
8264,614,95211038,2
2160,538,57412583,9
644,173,51916139,11
3427,285,68973894,4
7148,423,49813979,12
3967,141,88439210,8
6919,335,26319368,2
5866,171,29771984,18
9478,200,50957947,5
4235,115,95316409,29
7972,619,26075093,14
4076,139,42939721,16
4151,117,79037697,25
9213,600,38545431,10
7457,32,46892174,20
9058,449,50103681,9
8058,150,41096888,20
8999,371,86316865,9
527,154,32985744,20
7920,408,24072751,29
6231,292,39434059,18
4296,626,24882872,7
1437,242,50486691,6
9224,557,17009536,25
8606,221,52936621,14
9441,289,36076280,25
1075,365,47487449,4
9063,372,87301153,21
4949,289,73671653,1
9838,501,16376421,13
1521,432,21765607,5
5191,95,82523239,4
5841,584,22560833,16
1628,208,50097796,22
