household_key,BASKET_ID,DAY,PRODUCT_ID,QUANTITY,SALES_VALUE,STORE_ID,RETAIL_DISC,TRANS_TIME,WEEK_NO,COUPON_DISC,COUPON_MATCH_DISC
9976,60221996,497,925407,5,131.9,208,2.87,1755,79,1.63,0.29
6191,68443687,229,403160,3,55.62,79,0.45,1518,38,0.62,0.21
3383,94817695,425,177902,5,206.75,422,1.82,1219,90,1.4,0.96
1564,78843452,225,297897,10,351.8,447,1.47,1720,79,2.0,0.9
7232,74604590,169,698937,9,156.51,390,1.88,1454,6,1.73,0.92
6045,91282791,529,254054,2,36.46,202,1.59,1425,56,1.29,0.75
7901,38066144,9,651445,9,421.56,129,1.7,834,57,0.77,0.89
7577,58530933,62,352315,1,29.72,30,3.6,1612,33,1.01,0.83
5438,52074416,223,460633,2,44.9,383,4.71,893,56,1.68,0.57
1609,79365741,292,650536,1,24.21,124,4.67,1875,26,1.73,0.75
3107,77172366,689,126481,1,15.56,6,0.73,811,69,0.87,0.45
3424,58889594,460,368396,3,38.07,316,0.4,1007,74,0.19,0.6
2349,67618413,8,822761,4,59.32,280,4.39,1717,96,0.44,0.27
1300,73173675,462,940249,3,50.67,427,3.83,667,51,0.33,0.65
7733,42817557,577,232922,9,298.71,484,3.89,2082,101,1.27,0.83
4378,22563278,30,417362,5,90.15,329,1.23,1980,14,0.88,0.61
5305,31920102,503,110281,8,52.56,82,4.89,1960,23,0.04,0.62
2718,49460343,641,917889,7,42.98,455,3.96,607,33,0.78,0.36
8626,50840403,497,563429,9,145.8,117,1.76,1059,41,1.16,0.14
7154,72821078,626,437799,3,114.96,374,0.68,1177,43,0.75,0.75
2764,21240968,476,475655,2,56.24,380,1.56,1150,52,0.89,0.44
8268,73964534,493,723782,3,39.48,104,2.92,2025,27,0.1,0.13
5380,14879403,152,299481,9,109.62,339,1.66,1479,13,0.43,0.66
9007,62702522,652,333563,6,258.06,322,4.87,812,24,1.01,0.96
1471,98518071,440,898805,4,82.56,308,0.84,1104,48,1.98,0.44
1814,67749791,335,955405,1,31.67,418,1.03,1471,88,0.85,0.01
7680,33973761,238,668794,3,108.0,262,3.89,1398,45,0.93,0.7
4688,27101730,267,529966,2,64.12,117,1.4,1361,25,1.7,0.09
5029,60234501,477,713351,10,104.5,418,3.86,896,68,1.18,0.45
3586,33719448,100,517564,7,116.34,400,0.37,1092,99,1.26,0.53
7170,24723072,147,145451,7,110.6,419,4.4,1834,41,0.01,0.01
5841,97899625,301,957514,10,480.6,357,1.45,624,36,1.68,0.17
3265,29743952,85,138184,7,4.34,34,0.28,1249,40,0.67,0.6
7690,84552303,146,684169,4,189.84,385,0.36,1762,74,1.46,0.99
5424,40213829,281,765647,7,169.82,66,3.06,1292,31,0.17,0.86
2514,50084016,337,102166,7,292.67,14,3.26,712,78,0.83,0.67
3136,46134085,674,847723,9,215.82,176,0.06,1693,60,1.21,0.77
1965,56136562,317,638705,2,80.04,334,3.38,1012,83,0.84,0.64
1961,17446371,260,317765,1,2.24,61,1.15,945,65,0.06,0.55
2639,68534791,354,559132,2,35.7,423,0.48,853,55,0.72,0.53
6301,90547439,114,276245,2,46.94,355,1.82,1615,94,0.58,0.94
6484,58466660,527,793663,9,255.78,209,2.96,2154,30,1.35,0.02
2318,41517839,99,260412,10,318.3,217,3.45,1890,78,1.84,0.43
7917,96260192,323,122643,7,30.73,143,3.74,1423,13,0.12,0.5
8766,98117803,58,576236,5,127.4,137,1.48,1138,11,1.27,0.26
42,35238454,599,120549,2,72.62,33,3.67,980,63,1.98,0.05
3034,35010663,547,761864,2,75.76,404,2.7,1478,79,1.7,0.03
589,26634608,593,565078,6,241.86,499,2.33,1434,29,0.38,0.26
8877,27627751,505,672109,9,103.41,394,4.69,1239,29,0.16,0.83
2178,48818353,254,730645,1,1.71,462,0.48,1811,55,1.4,0.85
3318,10072221,567,368128,8,313.04,457,0.56,601,57,0.11,0.04
7824,91337007,453,213386,8,216.96,164,4.79,1054,97,1.56,0.89
4552,58833612,299,322874,10,375.5,6,1.87,2192,91,0.04,0.97
1922,44668746,641,105317,10,315.1,478,4.61,1130,29,1.31,0.38
7681,56052808,617,272382,7,323.47,455,3.48,2171,55,0.15,0.57
703,96048946,565,259160,2,12.5,281,3.26,1022,52,0.04,0.51
8694,59923718,327,108930,7,10.01,88,0.33,881,23,1.37,0.75
7251,22574945,284,872407,2,6.82,489,4.2,1763,27,0.46,0.19
2737,19040349,499,507895,5,67.05,385,1.64,1594,28,1.04,0.58
2390,35499815,281,169847,6,40.98,206,4.72,1735,4,1.15,0.02
5224,28981215,448,847942,7,276.57,323,4.54,1990,30,0.18,0.62
9472,74402246,600,450531,1,30.84,124,2.53,1568,94,1.26,0.76
7382,47267497,243,989461,4,158.52,273,0.62,688,71,1.02,0.08
8906,35849852,687,229791,8,313.04,481,1.23,1190,86,1.84,0.63
5151,63869783,140,932067,4,155.24,428,4.71,1820,97,0.34,0.56
2861,90399335,590,997078,1,26.6,408,1.25,2041,18,1.83,0.03
4086,32323107,62,396025,9,40.59,245,1.3,754,55,0.83,0.33
920,15600109,590,273738,6,70.68,138,3.45,1466,20,0.2,0.65
433,42325101,507,580733,10,282.9,372,0.34,1149,6,1.04,0.97
9381,21849821,463,315641,8,32.56,280,2.23,1858,51,0.49,0.75
4683,14485665,180,298932,6,97.98,442,4.13,1501,26,1.23,0.55
9889,17645731,236,446172,5,203.15,119,2.22,1461,82,0.01,0.66
155,52232757,421,775787,8,365.2,130,4.97,821,55,0.15,0.08
3010,12093564,170,652147,8,391.68,424,4.08,2185,35,1.07,0.77
6225,11811684,657,166177,2,69.52,124,1.28,1412,58,0.13,0.89
8759,14513498,378,154331,1,14.35,312,3.6,1829,83,1.97,0.43
6744,24872659,143,856059,4,84.08,11,4.24,755,31,1.03,0.22
6427,33938012,394,605327,2,68.44,161,1.96,2095,9,0.78,0.99
3473,99580876,32,947204,3,10.77,295,3.89,807,77,0.39,0.16
9538,43720646,502,933245,8,352.32,310,1.17,1301,24,0.3,0.57
8392,39101307,651,377324,7,191.24,387,1.19,1787,89,1.69,0.38
3054,77490778,167,130109,3,68.07,200,2.26,1401,67,0.88,0.58
2830,19974481,303,855180,5,230.45,11,2.7,1183,59,0.98,0.48
7557,36647897,700,873112,2,46.38,322,0.05,924,93,1.49,0.28
4733,35809003,79,391731,5,57.2,2,3.83,1365,42,1.3,0.56
9729,27894009,650,172252,1,7.6,250,2.67,1482,1,0.18,0.76
9484,85535193,248,880747,3,144.36,147,4.44,995,74,1.11,0.5
3080,47563564,221,530428,10,238.5,99,1.03,1519,70,0.88,0.77
7903,94948939,95,208313,1,27.13,87,1.52,1759,100,0.91,0.87
2154,51002382,158,134377,2,77.82,254,1.54,1827,59,1.94,0.52
4192,28881569,259,235352,4,170.8,114,1.66,1470,51,1.32,0.12
9024,67636127,56,996654,10,474.0,261,4.13,640,41,1.01,0.41
5096,45419738,224,343772,9,135.81,25,2.96,1096,84,0.53,0.11
859,27562347,367,103759,6,276.3,180,1.39,1548,79,1.31,0.21
2388,60951670,534,138889,1,25.82,27,1.48,1555,6,0.19,0.1
5990,90056011,228,672591,7,339.57,237,2.09,1766,67,1.27,0.2
8835,12390480,361,764215,4,147.2,367,3.97,1247,19,1.57,0.51
3886,18196759,642,291111,4,96.72,454,4.78,671,82,1.26,0.98
5686,25456218,92,773481,8,141.44,499,0.78,1364,45,1.26,0.72
5171,10886915,421,579180,9,421.11,406,2.65,1094,87,0.97,0.99
6441,24186817,565,872032,7,209.86,208,0.98,802,64,1.48,0.83
6497,71123506,435,633388,10,261.1,378,1.43,1100,11,0.19,0.12
6527,76487239,594,105872,1,41.72,177,1.13,1888,30,0.08,0.38
1543,94443387,589,771346,9,337.95,90,2.46,1771,63,1.58,0.94
5899,18753992,707,964670,8,300.32,263,3.52,1373,81,0.67,0.34
8961,45640324,295,313833,1,33.73,221,2.17,1876,87,1.31,0.57
8232,72655088,199,341091,1,45.04,124,1.85,892,89,0.13,0.74
8087,81727856,475,740884,6,255.72,244,0.23,1214,48,0.02,0.42
8233,20008640,260,932572,3,4.14,125,2.81,1151,5,1.74,0.6
4678,94372442,244,999447,7,86.38,116,4.94,1837,12,0.24,0.19
4437,15009598,594,650875,2,78.94,276,1.09,1775,50,0.13,0.23
3755,43890674,488,298442,5,49.3,157,4.22,879,34,1.66,0.19
7828,96652330,100,266475,8,223.28,37,1.3,878,8,1.76,0.32
8338,97350037,612,311892,7,335.51,271,1.81,1405,100,1.8,0.28
5036,48231021,345,867726,8,392.4,440,0.51,1484,63,1.23,0.17
4790,59638199,504,318051,10,445.9,244,1.75,893,54,0.5,0.55
9466,91894673,139,594529,6,159.54,46,3.77,716,100,1.43,0.89
327,61125943,470,649275,6,229.62,191,3.21,1050,7,1.88,0.7
5427,74276543,502,138184,9,316.44,195,3.56,1816,56,1.63,0.95
1569,39967571,235,336165,9,21.96,368,0.3,1615,46,1.38,0.14
3789,64666258,142,991205,10,455.9,344,2.73,705,19,0.94,0.32
5396,37400342,48,780500,7,54.32,405,3.48,1151,74,1.45,0.81
428,67148871,93,918618,7,335.86,101,3.27,1375,92,0.5,0.97
8038,66364242,709,127445,3,111.15,423,2.98,2116,57,1.36,0.41
8644,24520790,659,650056,9,151.11,313,0.09,1427,97,0.94,0.43
6485,36849192,390,249508,2,65.16,248,3.79,1687,74,1.23,0.96
344,69450270,49,162399,5,239.9,34,1.38,1751,15,0.5,0.11
8244,88335086,337,455829,6,217.98,12,4.86,775,9,0.75,0.47
7128,58522177,683,741044,5,49.95,17,3.95,1431,15,1.74,0.98
8110,84462975,225,284990,10,60.1,27,1.05,1225,67,1.05,0.68
1675,36485558,1,416230,3,34.77,87,2.19,1740,70,0.18,0.95
3420,24494332,327,641133,3,11.67,209,1.72,2031,34,1.68,0.01
7748,32337416,389,788006,7,207.2,223,3.32,1261,32,1.95,0.61
8731,79514708,592,997078,4,70.6,180,0.77,687,1,1.5,0.16
7720,18941900,616,240666,7,294.0,173,2.08,1948,39,0.28,0.91
9642,60141649,409,433779,10,95.6,63,4.97,1795,50,0.15,0.22
5103,25015201,258,881365,4,7.16,349,1.09,1385,59,1.85,0.67
4436,16355342,584,947960,9,267.93,292,2.13,1285,63,1.33,0.08
5880,74928435,178,862301,8,258.32,367,0.11,2021,83,1.71,0.01
9357,72655088,453,583647,10,300.5,288,1.22,1349,90,1.1,0.25
780,74820831,705,802637,10,424.3,290,3.19,794,60,1.63,0.71
2548,61111388,90,179973,1,3.35,384,1.35,1648,92,0.36,0.24
5868,62040548,615,522081,1,6.13,201,1.46,848,8,1.8,0.59
3841,93990505,686,557093,7,163.52,322,0.56,911,20,0.99,0.95
6112,87554011,232,700004,8,125.2,354,4.5,868,68,1.78,0.59
5766,43120692,474,575930,10,415.9,378,1.81,1143,6,1.05,0.61
6256,34648652,163,119070,9,160.02,356,2.86,2149,89,0.42,1.0
4176,37655541,271,231554,1,28.34,196,3.61,998,89,0.98,0.96
9421,96979868,52,764640,5,205.7,443,3.3,863,47,0.07,0.18
3898,37269387,3,218908,3,45.93,231,4.13,921,48,0.01,0.78
4148,45974351,377,436694,8,35.36,126,3.06,1963,83,0.19,0.52
8375,32131499,433,106974,6,43.26,233,4.18,1367,88,1.62,0.65
707,66569351,126,285247,5,56.05,144,1.68,717,102,0.49,0.78
4354,47558799,291,926393,4,96.6,256,2.8,1587,25,1.15,0.07
4814,72274056,178,774155,4,80.88,489,3.19,2166,90,1.79,0.2
4247,13880181,577,917406,4,140.16,110,0.56,974,3,0.05,0.0
2657,59243624,86,196325,8,237.68,497,2.55,2161,72,0.12,0.1
3216,32989431,134,700924,1,38.52,127,0.89,1182,60,1.36,0.38
3821,93056623,201,295554,5,78.55,428,1.15,1797,84,1.69,0.59
5877,65437205,42,265344,6,65.58,202,3.9,1213,82,1.52,0.14
3472,74968264,197,812146,4,27.6,205,1.8,2186,71,0.97,0.36
8408,61675768,47,437972,6,16.74,64,1.3,831,54,0.77,0.03
9736,75136971,250,537806,9,405.0,35,1.43,1157,96,1.64,0.49
5208,70062453,516,819981,8,183.84,128,3.75,2113,60,0.87,0.37
3630,49375571,348,779153,8,372.32,142,2.82,898,23,0.39,0.49
5540,63117222,283,696567,10,349.4,427,3.17,1766,36,1.0,0.74
9352,83103678,366,754359,6,248.88,321,1.62,677,100,1.98,0.3
7918,46599502,349,841425,4,26.84,447,4.22,1781,67,0.53,0.34
5276,37787152,652,696078,5,107.2,52,1.02,1502,26,1.97,0.05
9279,54853754,515,105947,6,51.6,229,0.39,671,87,1.28,0.64
4059,68381880,480,620037,2,95.26,495,0.05,919,6,0.38,0.44
8863,94091126,81,503525,5,139.85,378,0.34,909,40,1.88,0.38
8933,63415553,62,793418,10,266.6,186,3.51,1871,1,0.54,0.44
1864,10359357,377,504781,1,38.5,343,1.98,1835,28,1.22,0.3
556,53457238,23,247806,6,101.7,343,4.08,1843,31,1.11,0.94
4510,24085174,554,413012,5,96.2,422,2.7,615,5,1.94,0.56
2966,48433345,347,469673,4,29.76,71,1.02,880,7,0.26,0.23
7245,55965323,649,940667,1,31.71,303,4.9,1291,32,0.32,0.06
6778,96701616,285,907878,10,200.0,378,0.22,2052,81,0.1,0.44
5733,90492628,11,550974,6,219.84,190,3.57,1414,71,1.08,0.31
571,82752359,471,520007,1,44.55,412,3.81,2193,26,0.83,0.77
1148,79082418,440,912775,7,208.39,216,0.81,846,53,0.12,0.83
8768,22574945,390,240213,9,199.35,148,2.3,658,75,0.17,0.11
3799,67137792,19,672126,6,204.24,161,2.6,986,102,1.72,0.25
3917,26724464,87,296663,9,115.83,313,3.84,2060,72,0.8,0.66
4575,58813356,470,671355,6,67.2,281,3.06,1306,35,0.34,0.64
5698,35198280,265,840229,1,4.07,334,2.11,1601,70,0.26,0.45
6286,90125110,552,780575,3,142.29,430,2.19,1953,4,0.05,0.32
1617,70069765,465,693580,1,9.69,243,2.91,645,42,1.98,0.24
3735,34563713,704,872539,10,217.9,48,0.86,1926,99,1.18,0.31
2368,68352169,261,652147,8,219.6,53,3.39,1189,1,1.23,0.98
7897,55553790,505,885080,8,113.6,332,4.72,690,78,1.43,0.43
3287,63590520,73,833722,5,229.95,91,4.94,760,23,0.11,0.73
7571,91811397,253,338951,3,116.58,152,3.25,813,86,0.86,0.28
2157,70148604,266,802704,4,68.92,452,4.27,939,99,0.7,0.37
7442,73043811,259,488688,3,38.1,204,1.03,1997,53,0.87,0.74
3717,35078185,489,301474,1,45.5,355,4.99,1814,18,1.99,0.56
8502,24111281,664,934544,6,137.4,324,4.26,781,54,0.14,0.02
8346,87088708,692,480275,5,127.3,349,1.76,1982,16,1.13,0.45
2959,95395594,139,277504,7,39.41,399,1.73,1261,90,0.6,0.74
1877,43878635,174,695391,5,89.15,98,4.5,1719,86,1.23,0.72
4456,46285776,160,736013,7,5.04,181,4.2,1337,1,0.69,0.28
5920,83516383,368,707111,8,202.16,134,1.52,1370,99,0.6,0.92
1891,99189852,329,470549,9,386.46,318,1.0,1014,15,1.15,0.96
3473,14988866,461,700004,1,9.11,404,2.14,673,92,0.9,0.65
1043,34563713,74,169431,3,135.6,21,3.99,1794,39,0.42,0.75
3798,33111071,671,302695,6,96.48,364,0.25,1684,38,0.95,0.04
3697,22406739,408,240039,5,194.9,153,3.42,914,48,1.84,0.06
8880,62752227,96,282994,4,118.52,325,2.5,1538,66,1.37,0.94
1102,24384257,469,954583,8,78.64,72,0.25,1499,44,0.06,0.6
9191,56425204,425,780266,8,282.08,402,1.61,949,27,0.61,0.22
9644,35240488,139,770834,3,74.91,86,4.4,821,99,0.05,0.07
2154,30872946,208,513791,2,31.64,472,3.35,1108,90,1.73,0.43
7672,59823479,642,851983,1,25.09,143,0.29,1030,62,0.11,0.14
3570,66445186,578,802637,6,110.28,356,4.33,1858,21,1.69,0.55
3564,91412794,144,489916,6,86.46,447,1.71,741,20,0.06,0.68
8418,27139549,673,336398,2,84.68,104,4.21,1256,36,0.53,0.07
4672,63714117,371,835129,9,390.42,162,1.64,1894,56,0.65,0.11
6691,33675786,107,507329,7,101.78,324,2.1,2162,51,1.7,0.37
3581,69592495,579,948463,5,248.3,245,5.0,1036,51,0.42,0.91
549,74263374,538,455108,3,93.42,361,4.87,806,60,1.31,0.01
7294,17434222,615,979990,9,369.18,77,0.68,1609,42,0.81,0.21
3619,98742579,301,251347,2,4.0,380,3.81,687,16,1.06,0.38
7163,30029159,90,741691,5,121.55,495,4.66,950,77,0.07,0.42
2770,10575383,222,197760,4,61.52,30,0.75,1293,26,0.43,0.14
3626,41517839,616,202188,4,127.48,238,3.68,655,102,1.94,0.21
7693,55360469,606,157280,5,165.75,409,3.4,813,66,1.84,0.04
9560,26346497,389,815134,7,261.45,158,1.3,1078,73,0.64,0.23
7190,12387818,244,774127,4,179.8,173,3.06,1452,77,1.29,0.54
6478,75221193,550,659256,10,271.8,304,3.86,1106,46,0.71,0.19
753,70793369,381,374432,8,339.2,48,1.41,1335,27,0.94,0.93
4466,53464670,601,618887,8,75.6,53,1.02,634,27,1.43,0.69
5829,73967412,636,386841,10,328.2,324,0.58,1838,98,1.45,0.21
868,17029404,68,191436,9,294.12,394,3.97,788,14,1.1,0.4
5005,59307541,245,443175,4,28.12,438,1.48,816,19,0.63,0.77
8724,19773103,365,700924,1,9.05,334,2.42,775,45,0.61,0.98
1227,43907479,516,838945,5,35.1,208,3.2,1151,13,1.89,0.2
2095,38248474,59,736989,4,49.44,317,1.05,754,15,1.62,0.27
42,13001867,663,372183,2,63.12,481,2.89,1697,79,1.99,0.89
8043,64757594,137,776587,10,90.7,377,0.48,1017,68,1.95,0.91
5745,86950815,11,879403,7,83.16,184,0.82,2177,30,0.59,0.86
5549,90027505,61,911600,6,64.5,138,1.59,1912,60,0.6,0.0
8129,12843964,390,629263,9,106.2,263,2.14,1485,96,1.58,0.37
4428,72182594,417,512998,10,293.5,410,4.05,1668,2,0.24,0.31
340,30943539,619,820233,9,33.39,274,1.51,1208,76,0.61,0.52
6314,31250756,242,585023,5,183.2,217,3.67,1776,29,0.07,0.68
7661,74854770,563,504842,3,110.61,241,1.25,1444,52,1.44,0.57
5117,50759135,213,866073,6,290.16,41,2.65,2174,22,0.46,0.61
802,23495513,458,955918,1,3.94,25,3.77,1005,28,1.83,0.16
732,38370537,13,725215,6,23.1,113,1.39,1302,16,0.51,0.78
8152,97424002,613,765647,8,154.24,475,2.61,1917,16,0.59,0.55
6282,54119526,398,987014,2,79.9,194,4.56,984,82,1.86,0.92
2739,70201499,173,483337,10,65.5,398,1.56,1907,9,0.66,0.91
3423,86682792,69,302827,6,22.8,66,4.88,1291,19,0.8,0.71
1455,61967099,273,919656,9,108.81,243,2.74,1813,20,1.92,0.67
4339,84572352,2,117528,3,149.82,192,0.5,858,49,1.06,0.99
1121,34232790,626,815882,10,359.3,274,4.6,1371,4,0.87,0.3
6900,31954087,567,483497,2,2.82,6,4.82,1671,10,1.54,0.56
9493,92456605,205,398279,2,63.5,203,1.88,699,3,0.91,0.43
3508,98903101,108,700717,7,22.82,337,3.49,1019,6,0.44,0.93
6640,39595010,102,870591,8,98.64,174,4.76,2012,74,1.65,0.99
9477,84900872,83,898015,5,193.75,233,2.36,1206,101,1.36,0.69
2972,34231628,619,613405,1,10.77,343,4.05,2027,74,0.61,0.02
4529,18387191,520,418754,7,101.99,141,4.17,612,37,0.38,0.6
3278,10628581,704,532065,4,145.0,25,1.9,1333,28,1.87,0.83
7038,25539106,342,811506,6,299.22,302,0.54,1351,72,1.12,0.12
1085,81087137,110,326472,2,50.82,34,1.09,1919,24,1.97,0.62
8178,50873270,285,283166,10,87.7,264,0.16,1281,93,1.98,0.01
3476,73900132,356,305309,10,69.9,198,2.24,1294,69,1.71,0.26
4513,46183190,16,752658,2,5.08,381,4.04,1088,99,1.07,0.46
6729,93269098,255,333058,3,36.51,33,2.32,1556,22,1.88,0.02
5656,18868912,352,126078,3,101.13,409,4.78,840,84,1.93,0.43
1612,73849055,683,974051,10,257.0,162,2.9,1054,80,0.37,0.37
3043,49786377,629,652216,9,410.13,185,4.55,1079,42,0.38,0.92
4697,92477516,553,303031,1,6.23,267,4.38,2109,41,1.98,0.67
4319,78287886,440,217181,9,170.91,44,4.75,1828,51,1.53,0.65
1914,86374426,307,364828,1,39.45,443,0.99,1746,16,0.41,0.45
7146,13181132,147,171934,3,106.2,160,4.22,1047,87,0.25,0.65
719,10527180,490,489463,9,38.16,53,4.68,798,29,1.78,0.37
4744,53392574,448,847241,4,86.68,296,1.67,1674,12,1.37,0.31
8223,25704103,64,241478,8,390.88,138,2.36,1769,58,0.41,0.58
2175,27981108,454,648935,5,5.75,68,1.94,1376,56,1.88,0.48
7704,64801926,510,580325,3,132.93,326,1.12,1632,3,0.61,0.19
3934,74086780,365,806826,3,38.7,492,3.53,852,15,0.07,0.2
3599,76897821,107,807842,4,25.88,284,2.02,1975,90,1.34,0.48
9630,85616879,74,166128,9,206.37,336,3.53,1755,64,1.6,0.56
9932,91806375,382,317940,10,115.4,389,2.36,2151,25,0.56,0.45
193,14873035,617,140567,2,92.5,122,1.44,1012,16,0.12,0.93
4537,49769006,236,673959,1,23.17,317,4.39,1923,4,1.22,0.54
4094,12600029,553,256793,3,46.29,442,4.05,1232,45,0.32,0.25
6823,44937196,549,341790,9,73.26,25,1.93,1560,51,0.32,0.91
9112,24078230,292,109881,9,85.77,286,0.26,837,41,0.3,0.35
2423,45722957,107,712095,3,131.7,450,1.97,1148,75,0.76,0.7
7042,85509527,13,488940,1,3.73,260,2.44,1399,81,1.7,0.07
3907,40996873,673,977389,9,86.22,190,2.33,1257,27,1.06,0.74
5373,75183798,653,485058,4,101.44,125,0.7,1955,31,1.71,0.24
9996,27591308,621,503543,7,344.4,196,0.5,907,51,1.34,0.2
792,41482772,29,276368,1,19.79,233,2.65,1759,6,0.3,0.87
1410,34089749,198,421883,8,37.44,149,0.08,1510,53,0.67,0.18
3320,23374817,128,275195,2,29.58,455,0.83,2027,43,0.46,0.08
5274,92860579,146,919457,2,29.86,441,3.37,908,74,1.01,0.35
6033,45326260,128,378991,7,195.65,397,0.27,2169,90,1.03,0.19
583,66114248,327,292010,7,187.88,350,1.45,1531,63,1.93,0.06
8528,54903515,91,173814,9,98.82,194,2.63,1534,46,0.68,0.86
9624,39802837,587,495370,8,116.64,47,2.3,900,58,0.03,0.36
3609,57183047,589,237008,8,119.76,325,1.09,1855,64,1.99,0.19
4358,45015420,199,227948,5,152.05,388,4.68,2071,85,1.28,0.29
6167,49590921,91,714985,7,267.75,158,2.16,1733,76,1.1,0.68
298,99070660,165,648862,5,133.6,459,2.65,760,11,1.0,0.16
4197,79211260,401,204612,6,200.22,106,0.41,847,28,1.19,0.21
9540,41828287,636,938329,10,455.5,253,4.48,978,57,1.01,0.88
7671,68660745,647,614174,10,454.1,373,4.22,2062,53,1.13,0.88
1069,44947106,414,926645,10,271.8,475,1.67,1700,76,0.52,1.0
9032,14151795,122,554188,2,19.26,24,3.72,1283,25,0.88,0.3
9,34294974,491,255937,4,186.68,8,3.45,1718,40,1.88,0.46
4585,73759080,549,943504,5,31.65,240,3.7,766,4,0.22,0.05
9420,34603322,180,843342,4,122.52,325,3.23,1113,77,0.6,0.59
8082,58480298,703,430576,8,304.64,288,2.78,2180,34,0.19,0.52
8986,84194302,392,497872,2,76.62,374,2.24,1278,48,1.29,0.84
6884,55992960,176,417330,7,89.6,426,2.89,2045,35,1.38,0.71
9335,64364296,288,540062,10,107.6,184,4.86,941,26,0.32,0.21
8381,37112442,90,360117,5,112.6,232,3.57,1820,55,0.85,0.03
6889,82834254,9,309660,6,119.76,261,0.3,1361,98,1.99,0.08
1777,10868074,680,378043,5,83.85,423,1.87,624,13,0.39,0.05
1938,74153954,351,858891,7,135.38,328,1.84,1131,18,1.19,0.94
4148,81043271,315,911247,9,342.45,198,1.31,1093,71,1.77,0.85
5588,18720574,214,223029,4,196.16,438,2.9,624,32,1.38,0.05
9732,68534791,500,932986,9,297.45,448,1.94,1261,30,0.31,0.26
1388,59939531,372,480483,7,128.1,17,3.01,1921,82,0.41,0.29
9883,77402466,3,369613,4,29.56,220,4.73,1291,49,0.58,0.16
7549,52745155,71,645964,7,271.04,14,0.17,655,40,0.69,0.04
1084,12890356,457,364684,9,5.58,483,3.95,1535,15,1.02,0.27
4121,73313608,377,824526,3,76.44,479,0.42,756,5,1.38,0.11
7208,50873270,73,890719,8,181.6,142,0.87,1637,24,1.81,0.91
238,64992299,125,453033,8,121.2,392,0.9,1395,1,0.81,0.26
7798,99117168,410,674136,3,132.81,495,4.58,1632,23,0.54,0.61
6165,41939151,626,542959,1,4.83,25,0.59,1208,16,0.67,0.74
1108,52851180,608,199385,7,244.3,420,1.98,1398,24,0.07,0.74
7737,60920647,154,925731,7,113.54,489,4.68,869,59,1.88,0.01
5503,26981044,400,349349,5,59.7,255,0.17,794,40,1.84,0.64
7706,30280676,289,846386,3,87.12,415,3.66,1264,14,0.37,0.68
2342,89165214,437,754338,2,99.74,441,4.88,1580,73,0.46,0.98
8020,20990677,296,804395,10,20.0,439,2.85,2148,65,0.87,0.42
5086,23374817,286,980154,9,91.08,7,0.3,959,5,0.18,0.61
8586,91638443,204,440021,4,146.44,186,1.22,1697,11,0.14,0.17
5175,69321168,366,415824,7,37.24,360,2.02,1421,50,0.08,0.84
2084,71054533,670,817186,4,140.12,436,2.38,1065,1,1.41,0.18
9063,24413565,153,312014,2,97.56,150,1.85,2192,26,0.14,0.94
1010,93499980,258,403609,7,87.43,458,1.17,1575,49,0.47,0.52
8475,55206541,349,407196,9,152.1,105,1.64,1828,90,0.89,0.42
481,40226099,185,731639,7,78.19,46,4.99,1403,61,1.58,0.43
8004,94673525,358,818901,1,29.43,256,0.53,2197,58,1.25,0.35
3548,74254269,70,509783,7,330.47,185,4.3,1622,16,0.33,0.29
3049,68152671,357,412793,8,217.76,90,0.79,820,87,1.61,0.67
8347,30655020,339,960898,3,41.73,407,2.96,1670,73,1.93,0.11
4465,49067008,26,251666,7,140.77,218,1.63,1165,70,1.21,0.36
4036,27334898,290,453957,5,189.5,292,3.86,1959,69,1.69,0.44
1875,31114745,293,528509,1,20.61,500,1.14,1142,6,0.01,0.28
4341,77569810,623,465133,10,233.2,379,0.58,1532,89,1.01,0.62
7041,13181132,651,177902,9,276.48,72,2.2,1071,40,1.95,0.03
129,65303090,38,929479,5,157.8,347,1.43,1232,24,0.43,0.76
5344,63883724,355,440775,9,204.84,387,2.4,1067,53,0.27,0.92
7863,66960737,74,187905,4,185.92,54,0.21,1157,85,0.15,0.16
5204,39189140,551,946797,7,185.08,198,3.4,1231,7,0.68,0.37
9354,70069765,275,989708,9,21.06,119,0.85,1882,36,0.73,0.14
1781,69321168,167,624134,2,47.34,211,4.72,943,81,0.53,0.76
9382,35985049,440,789482,4,121.44,13,1.38,845,4,0.84,0.34
6775,35078185,28,948231,6,254.94,35,2.25,1314,11,1.77,0.73
3326,22228438,102,574802,1,12.06,413,0.83,1964,81,1.79,0.33
7723,15404868,176,549725,7,343.49,168,2.88,719,16,1.12,0.54
9815,87345790,186,619008,2,88.74,130,2.94,2045,85,1.04,0.63
778,12335029,631,459957,7,202.58,266,2.18,1403,83,0.94,0.18
1427,35243806,231,701442,7,141.68,194,4.17,688,82,0.18,0.36
6466,24460089,476,812552,9,366.66,484,1.43,1647,67,0.42,0.43
2033,97245307,653,603557,10,259.2,366,4.49,1914,16,0.22,0.22
3328,45149980,34,954534,6,290.16,160,0.3,684,82,0.21,0.87
138,15945173,106,444561,6,94.32,303,2.31,727,102,0.73,0.34
172,70345549,460,934643,9,385.74,240,4.74,1548,42,1.78,0.58
6125,40214288,651,788400,3,109.95,325,3.75,1848,92,0.84,0.24
