DESCRIPTION,household_key,CAMPAIGN
T00013,5366,13
T00007,5717,7
T00009,3923,9
T00026,4117,26
T00014,9758,14
T00020,5026,20
T00023,8563,23
T00001,5341,1
T00030,7963,30
T00003,8430,3
T00003,9150,3
T00016,8560,16
T00030,1333,30
T00027,7928,27
T00015,575,15
T00020,7919,20
T00013,3155,13
T00006,2438,6
T00007,7294,7
T00007,2184,7
T00026,3365,26
T00012,1896,12
T00029,4715,29
T00025,2553,25
T00024,3748,24
T00024,5260,24
T00026,4903,26
T00010,4002,10
T00006,4706,6
T00001,8547,1
T00023,6528,23
T00008,2247,8
T00017,3284,17
T00004,7119,4
T00018,2551,18
T00022,6271,22
T00018,8691,18
T00024,2877,24
T00016,33,16
T00026,8411,26
T00014,5991,14
T00030,681,30
T00024,2665,24
T00003,3593,3
T00014,795,14
T00017,675,17
T00013,741,13
T00018,3649,18
T00027,1281,27
T00024,7789,24
T00009,2242,9
T00026,7941,26
T00009,4670,9
T00017,9727,17
T00020,9015,20
T00018,1949,18
T00013,9163,13
T00023,9036,23
T00008,5000,8
T00017,4799,17
T00006,6832,6
T00006,6103,6
T00024,333,24
T00010,1260,10
T00004,9182,4
T00011,5939,11
T00013,5704,13
T00016,7011,16
T00004,377,4
T00018,2664,18
T00017,8475,17
T00008,4246,8
T00014,9326,14
T00002,9910,2
T00001,6168,1
T00029,9910,29
T00012,5345,12
T00009,5834,9
T00022,6304,22
T00024,3276,24
T00027,3179,27
T00011,2506,11
T00011,2987,11
T00014,1235,14
T00011,9457,11
T00018,3055,18
T00013,8420,13
T00030,1571,30
T00023,860,23
T00030,5197,30
T00021,6982,21
T00005,5584,5
T00002,7020,2
T00013,8978,13
T00002,3180,2
T00021,6333,21
T00030,848,30
T00006,6705,6
T00011,2040,11
T00029,6262,29
T00008,5198,8
T00021,3388,21
T00016,3151,16
T00022,2165,22
T00007,4797,7
T00006,9955,6
T00002,294,2
T00001,4173,1
T00016,6880,16
T00025,6549,25
T00020,4178,20
T00011,9865,11
T00026,2568,26
T00029,7098,29
T00017,430,17
T00018,7611,18
T00027,3758,27
T00002,9350,2
T00002,9394,2
T00021,5345,21
T00006,3531,6
T00028,3600,28
T00013,3104,13
T00026,1894,26
T00009,5500,9
T00009,6763,9
T00030,1400,30
T00012,2957,12
T00006,5678,6
T00012,5286,12
T00004,9530,4
T00021,6421,21
T00016,5153,16
T00016,8086,16
T00014,1334,14
T00014,4372,14
T00024,8197,24
T00002,4505,2
T00006,1903,6
T00025,176,25
T00001,141,1
T00029,7014,29
T00028,2053,28
T00004,8991,4
T00006,3450,6
T00025,6043,25
T00017,6976,17
T00007,6484,7
T00008,8926,8
T00015,9053,15
T00019,3337,19
T00003,4390,3
T00023,8533,23
T00026,9848,26
T00002,4952,2
T00009,9281,9
T00025,5567,25
T00006,6732,6
T00013,6390,13
T00028,4531,28
T00012,7657,12
T00002,2482,2
T00029,6697,29
T00029,9879,29
T00004,5095,4
T00029,8351,29
T00022,174,22
T00009,715,9
T00012,4311,12
T00004,2492,4
T00016,3643,16
T00007,4701,7
T00012,773,12
T00023,5940,23
T00029,6272,29
T00023,3086,23
T00012,3559,12
T00030,8685,30
T00010,7816,10
T00029,6806,29
T00006,3491,6
T00013,2315,13
T00005,8537,5
T00017,2482,17
T00030,6169,30
T00021,938,21
T00015,2009,15
T00008,5214,8
T00027,7730,27
T00020,6268,20
T00014,9840,14
T00024,4864,24
T00008,5328,8
T00013,9908,13
T00026,5860,26
T00029,1664,29
T00026,3754,26
T00019,4883,19
T00015,5265,15
T00020,5005,20
T00008,4453,8
T00020,6336,20
T00015,7532,15
T00026,9201,26
T00016,3724,16
T00015,1102,15
T00022,5964,22
T00006,8189,6
T00007,3648,7
T00002,844,2
T00026,7015,26
T00005,7830,5
T00015,2336,15
T00021,7550,21
T00003,1041,3
T00021,4030,21
T00011,6551,11
T00019,4540,19
T00027,7963,27
T00023,1103,23
T00006,7098,6
T00016,3667,16
T00014,5473,14
T00002,7706,2
T00024,3406,24
T00029,3974,29
T00004,4142,4
T00029,456,29
T00016,4210,16
T00020,130,20
T00001,6983,1
T00017,4091,17
T00022,2663,22
T00014,2372,14
T00002,2897,2
T00022,1776,22
T00024,2748,24
T00008,369,8
T00019,204,19
T00029,8667,29
T00014,1814,14
T00006,272,6
T00017,8929,17
T00011,9196,11
T00007,1009,7
T00013,5396,13
T00013,3881,13
T00008,5997,8
T00007,6248,7
T00017,5992,17
T00023,3261,23
T00002,2226,2
T00022,4253,22
T00003,8827,3
T00014,5168,14
T00016,2275,16
T00008,7072,8
T00010,56,10
T00007,389,7
T00024,6289,24
T00016,5264,16
T00002,9815,2
T00024,1569,24
T00030,9230,30
T00023,7410,23
T00011,5218,11
T00011,5074,11
T00023,244,23
T00010,8011,10
T00013,7077,13
T00008,9675,8
T00002,5888,2
T00023,7127,23
T00012,2294,12
T00019,5456,19
T00029,2914,29
T00013,3200,13
T00012,9741,12
T00002,4553,2
T00007,4487,7
T00005,475,5
T00015,5719,15
T00015,7725,15
T00029,6452,29
T00013,1196,13
T00008,28,8
T00008,281,8
T00028,6667,28
T00021,96,21
T00004,9699,4
T00011,6312,11
T00015,8062,15
T00007,1508,7
T00026,8732,26
T00018,4568,18
T00005,2344,5
T00009,8090,9
T00018,9824,18
T00007,1018,7
T00013,9219,13
T00022,2369,22
T00029,382,29
T00023,5620,23
T00029,6139,29
T00010,3313,10
T00017,1160,17
T00006,9191,6
T00024,5855,24
T00023,8881,23
T00006,9710,6
T00009,3463,9
T00028,8835,28
T00002,226,2
T00006,5077,6
T00004,2779,4
T00013,544,13
T00007,5458,7
T00029,5052,29
T00006,5278,6
T00021,9159,21
T00012,5138,12
T00017,637,17
T00027,1162,27
T00007,2059,7
T00013,4469,13
T00010,7952,10
T00007,9591,7
T00018,4202,18
T00016,509,16
T00020,7703,20
T00021,4676,21
T00017,6730,17
T00021,5890,21
T00007,1578,7
T00006,9044,6
T00021,6045,21
T00012,2806,12
T00015,9828,15
T00030,9861,30
T00025,3261,25
T00013,6464,13
T00006,5650,6
T00010,8256,10
T00021,84,21
T00004,899,4
T00008,1383,8
T00015,4122,15
T00021,8238,21
T00030,8026,30
T00001,4659,1
T00003,8635,3
T00022,7614,22
T00030,7201,30
T00018,6246,18
T00008,300,8
T00015,8193,15
T00003,8583,3
T00001,6267,1
T00011,9607,11
T00015,3770,15
T00007,8677,7
T00025,1492,25
T00010,3915,10
T00011,9755,11
T00015,3295,15
T00023,3348,23
T00012,1340,12
T00003,5605,3
T00012,2425,12
T00009,1448,9
T00012,7902,12
T00015,9784,15
T00006,5385,6
T00018,5186,18
T00007,415,7
T00030,9398,30
T00027,2330,27
T00006,7145,6
T00029,6216,29
T00012,8490,12
T00005,3864,5
T00029,8249,29
T00004,4396,4
T00010,9762,10
T00007,3021,7
T00018,9892,18
T00025,5683,25
T00011,7380,11
T00020,1866,20
T00017,927,17
T00011,3099,11
T00024,3356,24
T00016,9195,16
T00025,5156,25
T00021,1881,21
T00028,2749,28
T00005,2822,5
T00024,9374,24
T00012,3555,12
T00026,5488,26
T00021,7063,21
T00009,6767,9
T00002,217,2
T00027,5890,27
T00014,1857,14
T00010,1455,10
T00026,766,26
T00026,4374,26
T00027,9154,27
T00017,6235,17
T00017,9497,17
T00013,5622,13
T00015,1052,15
T00022,4319,22
T00014,8251,14
T00009,8056,9
T00006,8256,6
T00019,6495,19
T00008,18,8
T00018,2040,18
T00005,1341,5
T00019,7096,19
T00015,3977,15
T00021,9940,21
T00016,2006,16
T00026,2379,26
T00026,6225,26
T00007,7870,7
T00029,7186,29
T00006,7868,6
T00007,190,7
T00026,1684,26
T00010,509,10
T00017,5965,17
T00001,8130,1
T00002,8415,2
T00011,1356,11
T00015,6623,15
T00015,5571,15
T00023,1302,23
T00022,6545,22
T00003,506,3
T00005,7938,5
T00021,7225,21
T00019,9170,19
T00028,8321,28
T00026,5580,26
T00008,3602,8
T00021,9680,21
T00014,1487,14
T00020,3283,20
T00022,8423,22
T00003,714,3
T00016,9004,16
T00024,2342,24
T00025,8393,25
T00008,6762,8
T00015,9909,15
T00014,1832,14
T00028,2279,28
T00024,146,24
T00026,8052,26
T00019,5924,19
T00019,8051,19
T00001,3169,1
T00006,1717,6
T00009,1851,9
T00018,1378,18
T00022,8876,22
T00010,3750,10
T00026,9895,26
T00016,835,16
T00004,8091,4
T00023,4651,23
T00027,367,27
T00008,7261,8
T00006,3048,6
T00008,4555,8
T00006,1498,6
T00030,5232,30
T00010,3556,10
T00018,545,18
T00001,7477,1
T00005,9322,5
T00005,3433,5
T00014,5730,14
T00023,7281,23
T00025,9868,25
T00017,9643,17
T00004,4642,4
T00014,9174,14
T00011,7096,11
T00024,4193,24
T00020,3030,20
T00005,6994,5
T00027,1005,27
T00009,2854,9
T00004,7900,4
T00005,5923,5
T00024,4531,24
T00024,595,24
T00004,4173,4
T00018,7098,18
T00004,2428,4
T00015,1541,15
T00030,3849,30
T00024,9759,24
T00001,5436,1
T00007,6767,7
T00005,7059,5
T00003,7177,3
T00016,1350,16
T00022,3796,22
T00011,3375,11
T00017,9543,17
T00020,922,20
T00019,6373,19
T00025,9613,25
T00012,9395,12
T00010,6402,10
T00020,6388,20
T00005,9301,5
T00005,4934,5
T00001,5306,1
T00018,835,18
T00030,7260,30
T00008,6917,8
T00030,5816,30
T00013,1306,13
T00003,8419,3
T00021,7414,21
T00024,4236,24
T00002,7846,2
T00023,4256,23
T00020,9616,20
T00022,1187,22
T00025,1951,25
T00028,5924,28
T00027,5880,27
T00007,472,7
T00004,5813,4
T00019,7198,19
T00007,6554,7
T00028,4761,28
T00029,3737,29
T00026,5352,26
T00024,458,24
T00021,7691,21
T00002,1861,2
T00021,2589,21
T00025,9527,25
T00012,47,12
T00021,5800,21
T00028,668,28
T00027,8504,27
T00014,6391,14
T00003,117,3
T00029,9959,29
T00004,7083,4
T00012,622,12
T00010,3210,10
T00019,8616,19
T00002,5692,2
T00001,4955,1
T00026,5038,26
T00006,1430,6
T00017,5246,17
T00004,2060,4
T00002,4083,2
T00021,6336,21
T00027,2390,27
T00014,5491,14
T00025,3599,25
T00007,6172,7
T00011,6940,11
T00010,3984,10
T00014,9281,14
T00009,2922,9
T00001,7326,1
T00012,4614,12
T00005,5273,5
T00012,2719,12
T00008,4874,8
T00024,9284,24
T00028,3995,28
T00023,2175,23
T00025,4594,25
T00003,5315,3
T00022,6414,22
T00017,9037,17
T00002,7425,2
T00005,9047,5
T00011,7099,11
T00001,466,1
T00016,3590,16
T00018,8711,18
T00020,5301,20
T00001,1937,1
T00029,8974,29
T00029,97,29
T00030,5439,30
T00003,151,3
T00025,6070,25
T00004,1310,4
T00019,3341,19
T00003,4659,3
T00011,242,11
T00010,1850,10
T00003,5995,3
T00017,2091,17
T00005,8635,5
T00005,5131,5
T00017,5875,17
T00015,7338,15
T00027,143,27
T00006,9218,6
T00018,640,18
T00015,1915,15
T00020,6032,20
T00014,461,14
T00012,2167,12
T00017,5913,17
T00030,6161,30
T00005,5581,5
T00011,8486,11
T00003,3971,3
T00024,6829,24
T00030,6218,30
T00014,1381,14
T00025,8732,25
T00030,9091,30
T00002,847,2
T00020,7500,20
T00005,4507,5
T00030,6048,30
T00028,9889,28
T00012,5323,12
T00005,1545,5
T00030,2254,30
T00028,2220,28
T00004,5389,4
T00012,6639,12
T00022,3144,22
T00004,4546,4
T00022,4282,22
T00022,463,22
T00009,5303,9
T00022,7150,22
T00017,4300,17
T00030,7948,30
T00029,7466,29
T00011,7161,11
T00006,6239,6
T00020,1920,20
T00010,2866,10
T00024,2654,24
T00021,9533,21
T00005,7480,5
T00004,70,4
T00013,9719,13
T00016,6652,16
T00026,7318,26
T00011,5511,11
T00021,8492,21
T00008,1578,8
T00003,922,3
T00018,1719,18
T00006,3151,6
T00009,8791,9
T00020,4058,20
T00027,3049,27
T00007,6386,7
T00010,5479,10
T00003,1914,3
T00018,7085,18
T00011,8573,11
T00021,1411,21
T00015,7062,15
T00030,82,30
T00018,779,18
T00016,9851,16
T00010,6617,10
T00014,1796,14
T00008,993,8
T00007,385,7
T00024,3883,24
T00026,5687,26
T00013,2389,13
T00021,2895,21
T00003,3108,3
T00029,5559,29
T00001,6549,1
T00009,7712,9
T00005,402,5
T00022,9708,22
T00012,8733,12
T00016,6623,16
T00001,1132,1
T00023,2626,23
T00024,1488,24
T00008,3648,8
T00002,5554,2
T00015,1427,15
T00026,5902,26
T00004,9828,4
T00029,5923,29
T00020,3644,20
T00007,7853,7
T00029,2302,29
T00012,1326,12
T00007,3706,7
T00018,7103,18
T00025,3508,25
T00019,7388,19
T00012,4735,12
T00014,8955,14
T00005,3149,5
T00017,5556,17
T00016,3239,16
T00004,2116,4
T00012,7333,12
T00007,3655,7
T00029,4452,29
T00002,5140,2
T00007,4085,7
T00019,9487,19
T00030,136,30
T00025,2800,25
T00014,5562,14
T00020,2469,20
T00014,6584,14
T00011,352,11
T00027,9274,27
T00008,7911,8
T00007,734,7
T00002,1621,2
T00014,3219,14
T00018,8912,18
T00003,7772,3
T00016,2145,16
T00022,2493,22
T00001,1432,1
T00001,3089,1
T00028,2840,28
T00017,3609,17
T00003,1351,3
T00003,91,3
T00028,3077,28
T00020,7570,20
T00010,7775,10
T00005,9796,5
T00030,6101,30
T00014,4732,14
T00030,6939,30
T00021,9402,21
T00021,4855,21
T00016,1204,16
T00008,703,8
T00026,7477,26
T00026,2352,26
T00030,312,30
T00014,1741,14
T00001,2971,1
T00017,3959,17
T00009,9379,9
T00014,25,14
T00026,6622,26
T00021,1765,21
T00013,4533,13
T00023,9072,23
T00007,1887,7
T00006,3297,6
T00002,6509,2
T00017,1217,17
T00006,5229,6
T00024,8312,24
T00029,7767,29
T00017,1849,17
T00021,1387,21
T00022,1000,22
T00026,2142,26
T00011,2900,11
T00016,674,16
T00029,6992,29
T00027,1615,27
T00005,2304,5
T00013,591,13
T00022,6859,22
T00023,1557,23
T00010,2839,10
T00009,5121,9
T00018,7097,18
T00009,1344,9
T00010,5514,10
T00024,8378,24
T00006,3711,6
T00003,3285,3
T00029,8802,29
T00026,4938,26
T00006,9177,6
T00015,3255,15
T00008,3284,8
T00001,7216,1
T00015,3332,15
T00015,6050,15
T00007,5078,7
T00016,4447,16
T00015,4550,15
T00026,6216,26
T00010,189,10
T00005,3163,5
T00001,5802,1
T00027,5813,27
T00021,5034,21
T00023,1327,23
T00005,1876,5
T00006,5055,6
T00005,8525,5
T00029,3473,29
T00011,9783,11
T00021,4168,21
T00013,1103,13
T00002,6755,2
T00001,1946,1
T00029,4604,29
T00002,3964,2
T00008,6313,8
T00016,6997,16
T00019,1834,19
T00005,3636,5
T00012,7328,12
T00019,1725,19
T00026,470,26
T00001,3076,1
T00007,1596,7
T00013,7416,13
T00023,6082,23
T00029,9993,29
T00001,6472,1
T00006,555,6
T00016,131,16
T00019,8600,19
T00013,7367,13
T00026,9421,26
T00011,1407,11
T00010,3301,10
T00023,1028,23
T00013,6119,13
T00023,8245,23
T00012,5190,12
T00024,8084,24
T00027,7258,27
T00012,4992,12
T00030,4510,30
T00018,1995,18
T00021,6174,21
T00002,7172,2
T00003,8047,3
T00006,1309,6
T00012,6684,12
T00014,3168,14
T00019,7011,19
T00006,7464,6
T00020,5913,20
T00009,3265,9
T00002,4801,2
T00002,7032,2
T00024,4686,24
T00018,7330,18
T00003,182,3
T00005,7735,5
T00024,1,24
T00009,3393,9
T00022,9366,22
T00013,4472,13
T00004,1646,4
T00016,7802,16
T00021,4231,21
T00010,4596,10
T00002,2010,2
T00027,3938,27
T00013,1394,13
T00014,670,14
T00015,5200,15
T00019,1917,19
T00004,467,4
T00027,928,27
T00023,383,23
T00003,2360,3
T00024,8827,24
T00007,7206,7
T00002,2460,2
T00012,6685,12
T00006,526,6
T00005,8782,5
T00027,3798,27
T00026,5963,26
T00013,2109,13
T00021,891,21
T00010,3586,10
T00023,8274,23
T00019,5673,19
T00002,933,2
T00011,4504,11
T00003,3585,3
T00003,6371,3
T00011,8622,11
T00023,7604,23
T00026,1946,26
T00005,765,5
T00012,879,12
T00004,2135,4
T00005,3346,5
T00029,2224,29
T00016,1319,16
T00024,3720,24
T00005,372,5
T00020,1002,20
T00025,5073,25
T00027,6287,27
T00013,1947,13
T00005,6568,5
T00027,3978,27
T00003,1173,3
T00030,5989,30
T00013,9428,13
T00030,7780,30
T00004,7720,4
T00023,1160,23
T00014,2127,14
T00014,8177,14
T00029,9137,29
T00005,1286,5
T00009,5809,9
T00021,6309,21
T00015,4609,15
T00023,7396,23
T00028,5376,28
T00002,2766,2
T00030,6647,30
T00004,5870,4
T00017,6835,17
T00004,9056,4
T00021,6185,21
T00003,3907,3
T00010,7355,10
T00003,8152,3
T00013,1529,13
T00022,3193,22
T00028,7417,28
T00029,9428,29
T00018,8881,18
T00025,6786,25
T00028,7614,28
T00027,4831,27
T00029,4120,29
T00026,9586,26
T00025,5852,25
T00030,9820,30
T00016,3566,16
T00015,9106,15
T00014,2753,14
T00013,5768,13
T00023,9701,23
T00004,2010,4
T00016,9903,16
T00020,6394,20
T00007,9309,7
T00003,1132,3
T00016,9783,16
T00006,3572,6
T00023,8861,23
T00017,8330,17
T00008,4490,8
T00001,2991,1
T00022,6098,22
T00017,6326,17
T00006,6700,6
T00007,8706,7
T00001,8457,1
T00026,6232,26
T00020,2691,20
T00015,3885,15
T00029,2094,29
T00004,236,4
T00022,8614,22
T00015,3903,15
T00016,7387,16
T00026,4884,26
T00006,4814,6
T00010,4008,10
T00026,5221,26
T00029,6980,29
T00010,8448,10
T00001,7891,1
T00017,9364,17
T00009,931,9
T00013,2167,13
T00015,9411,15
T00008,736,8
T00027,5507,27
T00015,9780,15
T00026,6388,26
T00010,3809,10
T00018,9037,18
T00015,3143,15
T00007,4667,7
T00023,6151,23
T00006,2683,6
T00010,6590,10
T00009,4444,9
T00005,8797,5
T00015,2691,15
T00006,3640,6
T00004,3083,4
T00029,128,29
T00028,4517,28
T00030,31,30
T00001,5481,1
T00003,2669,3
T00024,4226,24
T00017,6810,17
T00020,3103,20
T00011,331,11
T00010,9956,10
T00012,3213,12
T00014,4681,14
T00002,3850,2
T00025,5767,25
T00006,7194,6
T00002,3502,2
T00022,2762,22
T00001,3275,1
T00014,1255,14
T00008,6244,8
T00027,2297,27
T00013,3637,13
T00019,8871,19
T00008,8235,8
T00009,3049,9
T00010,8922,10
T00003,2454,3
T00002,31,2
T00018,9917,18
T00012,4425,12
T00003,3677,3
T00012,2306,12
T00014,2063,14
T00027,2650,27
T00017,9448,17
T00023,8370,23
T00003,287,3
T00018,5789,18
T00002,572,2
T00002,9825,2
T00004,9836,4
T00030,7999,30
T00013,5498,13
T00015,9751,15
T00010,1925,10
T00002,5965,2
T00002,3082,2
T00004,9622,4
T00016,1357,16
T00025,1341,25
T00004,7476,4
T00021,108,21
T00018,7999,18
T00030,9186,30
T00024,2317,24
T00005,3836,5
T00017,5447,17
T00011,4861,11
T00027,8120,27
T00014,8291,14
T00009,7604,9
T00013,7879,13
T00011,539,11
T00023,6361,23
T00030,3255,30
T00009,4142,9
T00015,133,15
T00019,4454,19
T00010,4890,10
T00006,8104,6
T00009,854,9
T00016,6655,16
T00014,4596,14
T00010,4713,10
T00004,802,4
T00029,6184,29
T00004,9395,4
T00006,759,6
T00017,5113,17
T00025,1124,25
T00023,2269,23
T00005,2424,5
T00002,3887,2
T00024,8858,24
T00016,7090,16
T00015,3401,15
T00022,8759,22
T00024,4956,24
T00005,9577,5
T00024,1080,24
T00017,5036,17
T00028,6233,28
T00025,1561,25
T00005,2267,5
T00008,9480,8
T00004,8250,4
T00005,4903,5
T00024,5978,24
T00022,1586,22
T00024,4677,24
T00024,555,24
T00024,6740,24
T00027,6038,27
T00008,4847,8
T00002,2712,2
T00020,2965,20
T00013,6324,13
T00016,3567,16
T00004,6930,4
T00015,8727,15
T00027,5679,27
T00001,5029,1
T00007,8108,7
T00029,4329,29
T00010,3914,10
T00003,9800,3
T00015,5964,15
T00009,2225,9
T00008,9513,8
T00015,2553,15
T00017,143,17
T00004,9168,4
T00016,374,16
T00027,5566,27
T00024,2819,24
T00017,4175,17
T00012,3836,12
T00022,1519,22
T00004,5840,4
T00025,8669,25
T00015,700,15
T00015,9827,15
T00003,4299,3
T00018,1729,18
T00023,3089,23
T00020,8489,20
T00027,2675,27
T00019,8419,19
T00028,1223,28
T00021,106,21
T00024,8435,24
T00013,672,13
T00010,4401,10
T00021,1630,21
T00012,9658,12
T00008,8646,8
T00011,871,11
T00028,9690,28
T00018,1159,18
T00017,1108,17
T00009,9582,9
T00013,9290,13
T00014,4437,14
T00021,5953,21
T00007,3944,7
T00024,7464,24
T00004,5204,4
T00019,7697,19
T00024,4298,24
T00026,3765,26
T00008,3119,8
T00010,3407,10
T00026,4465,26
T00003,2035,3
T00025,8277,25
T00006,5947,6
T00027,1681,27
T00030,4584,30
T00030,8746,30
T00013,4103,13
T00001,2338,1
T00006,9602,6
T00009,8222,9
T00008,970,8
T00023,2457,23
T00021,2336,21
T00001,4958,1
T00017,7175,17
T00006,8622,6
T00015,5050,15
T00022,3682,22
T00021,4623,21
T00007,5738,7
T00018,6393,18
T00028,2211,28
T00004,3910,4
T00021,1989,21
T00030,8737,30
T00021,4430,21
T00003,9182,3
T00028,653,28
T00024,7830,24
T00004,7293,4
T00018,828,18
T00019,9099,19
T00018,6440,18
T00027,6136,27
T00019,8509,19
T00012,4936,12
T00003,8077,3
T00025,3383,25
T00006,3176,6
T00010,2589,10
T00011,2042,11
T00029,3238,29
T00017,7154,17
T00004,7194,4
T00011,5194,11
T00014,5352,14
T00003,7544,3
T00007,4230,7
T00030,2765,30
T00013,2485,13
T00024,523,24
T00021,6929,21
T00030,1670,30
T00019,4808,19
T00026,3603,26
T00009,8495,9
T00012,2693,12
T00001,5844,1
T00017,4327,17
T00015,3,15
T00018,5622,18
T00010,1193,10
T00022,2116,22
T00010,4466,10
T00016,8554,16
T00018,4735,18
T00007,886,7
T00001,5523,1
T00023,267,23
T00015,3146,15
T00011,3148,11
T00011,3132,11
T00006,4192,6
T00010,4127,10
T00020,2465,20
T00019,5571,19
T00022,7693,22
T00030,9730,30
T00015,8973,15
T00013,1864,13
T00005,9154,5
T00025,6644,25
T00001,911,1
T00007,4176,7
T00005,2743,5
T00028,2734,28
T00012,6324,12
T00005,4507,5
T00030,6588,30
T00023,8111,23
T00016,5281,16
T00003,6484,3
T00013,6680,13
T00008,29,8
T00008,1250,8
T00016,2452,16
T00004,1651,4
T00014,2684,14
T00023,4972,23
T00024,4568,24
T00006,1095,6
T00014,9379,14
T00013,1099,13
T00022,7257,22
T00014,659,14
T00001,125,1
T00021,4900,21
T00002,8740,2
T00024,3076,24
T00025,9311,25
T00007,7096,7
T00022,6476,22
T00022,6665,22
T00013,6487,13
T00025,2184,25
T00013,516,13
T00017,5530,17
T00023,5405,23
T00018,8287,18
T00028,3261,28
T00021,7751,21
T00028,1943,28
T00028,751,28
T00007,5415,7
T00021,5384,21
T00018,4454,18
T00012,3414,12
T00016,8131,16
T00021,9321,21
T00016,3866,16
T00010,1945,10
T00015,5073,15
T00001,4134,1
T00016,1366,16
T00030,5747,30
T00020,2265,20
T00019,1843,19
T00005,1970,5
T00008,5677,8
T00026,8249,26
T00018,8075,18
T00029,449,29
T00026,4147,26
T00007,2321,7
T00027,592,27
T00029,8878,29
T00001,4348,1
T00027,6894,27
T00017,9313,17
T00020,1020,20
T00002,9496,2
T00028,8220,28
T00029,8746,29
T00021,7080,21
T00011,7068,11
T00016,3223,16
T00007,4446,7
T00021,6078,21
T00019,8212,19
T00022,4112,22
T00002,7907,2
T00004,7582,4
T00011,2814,11
T00010,7316,10
T00024,6989,24
T00020,3823,20
T00027,9042,27
T00020,5403,20
T00001,2474,1
T00001,130,1
T00027,5297,27
T00006,9678,6
T00011,6522,11
T00026,4544,26
T00006,6415,6
T00021,2626,21
T00010,5551,10
T00018,7123,18
T00004,3078,4
T00009,7519,9
T00013,1221,13
T00026,5149,26
T00010,111,10
T00001,1767,1
T00006,8206,6
T00025,8408,25
T00001,1511,1
T00010,3926,10
T00010,1993,10
T00018,2841,18
T00010,5867,10
T00007,9057,7
T00017,14,17
T00013,7582,13
T00027,7858,27
T00028,2504,28
T00006,4895,6
T00007,3818,7
T00019,201,19
T00013,9273,13
T00011,4995,11
T00021,2594,21
T00006,3674,6
T00004,323,4
T00026,1409,26
T00006,5143,6
T00003,2055,3
T00018,3599,18
T00008,7786,8
T00026,286,26
T00023,7213,23
T00020,972,20
T00002,3435,2
T00002,2578,2
T00006,4556,6
T00021,2714,21
T00029,7570,29
T00019,3495,19
T00004,6467,4
T00013,3869,13
T00024,2321,24
T00029,4555,29
T00003,8230,3
T00001,8423,1
T00003,4505,3
T00016,9184,16
T00028,5071,28
T00029,1049,29
T00012,2258,12
T00008,5867,8
T00017,8984,17
T00005,8216,5
T00001,3244,1
T00003,2127,3
T00024,4224,24
T00028,3384,28
T00017,7725,17
T00026,900,26
T00003,7309,3
T00013,9940,13
T00007,1798,7
T00010,512,10
T00005,7616,5
T00018,4107,18
T00020,1328,20
T00020,2403,20
T00019,3114,19
T00007,7912,7
T00006,9542,6
T00015,4923,15
T00012,9750,12
T00008,5727,8
T00012,272,12
T00023,7043,23
T00005,9690,5
T00010,2176,10
T00027,581,27
T00009,8039,9
T00014,3395,14
T00008,131,8
T00027,1462,27
T00026,1214,26
T00006,402,6
T00011,2019,11
T00030,4568,30
T00009,9468,9
T00017,4561,17
T00005,7617,5
T00029,8106,29
T00018,9213,18
T00012,7269,12
T00003,488,3
T00004,2089,4
T00015,3537,15
T00019,7870,19
T00018,6750,18
T00009,5396,9
T00027,1983,27
T00013,7954,13
T00018,8540,18
T00012,310,12
T00012,1889,12
T00017,3,17
T00029,7248,29
T00002,1407,2
T00008,1307,8
T00012,474,12
T00022,8867,22
T00029,569,29
T00014,2655,14
T00024,7366,24
T00006,9401,6
T00016,4923,16
T00003,2629,3
T00016,8598,16
T00005,3046,5
T00006,3162,6
T00010,2970,10
T00008,2720,8
T00005,3365,5
T00002,9599,2
T00021,7547,21
T00030,919,30
T00023,1495,23
T00023,2987,23
T00013,8997,13
T00025,2196,25
T00025,1665,25
T00008,3290,8
T00009,2100,9
T00027,3167,27
T00015,4138,15
T00023,3667,23
T00025,6803,25
T00024,2430,24
T00027,2227,27
T00007,9606,7
T00017,3059,17
T00016,921,16
T00001,6322,1
T00014,2352,14
T00020,4516,20
T00007,9375,7
T00016,2762,16
T00029,4350,29
T00005,2997,5
T00015,9357,15
T00007,4839,7
T00024,6976,24
T00006,644,6
T00016,5631,16
T00026,2510,26
T00006,7216,6
T00016,5607,16
T00017,8333,17
T00028,8689,28
T00015,1991,15
T00010,3826,10
T00023,6518,23
T00011,4090,11
T00022,9497,22
T00007,4299,7
T00015,9862,15
T00016,875,16
T00007,2050,7
T00017,8838,17
T00010,799,10
T00009,4743,9
T00014,5897,14
T00014,5593,14
T00019,5114,19
T00018,3962,18
T00028,6386,28
T00024,7842,24
T00019,2148,19
T00030,1018,30
T00018,4823,18
T00012,6599,12
T00004,2492,4
T00023,1980,23
T00030,354,30
T00016,5479,16
T00016,9359,16
T00003,9111,3
T00018,2537,18
T00014,6978,14
T00022,1976,22
T00016,1018,16
T00003,3671,3
T00025,6884,25
T00008,5693,8
T00008,493,8
T00001,4226,1
T00021,7078,21
T00012,2568,12
T00006,9948,6
T00015,8479,15
T00006,9141,6
T00001,7561,1
T00011,3784,11
T00012,9817,12
T00009,8359,9
T00006,8178,6
T00003,6234,3
T00018,2073,18
T00003,3775,3
T00008,8980,8
T00012,1562,12
T00013,7102,13
T00007,1819,7
T00017,4323,17
T00019,9092,19
T00008,4681,8
